Date of Reading,(CUS) LR0430 (Flow) (Flow (m3/hr)),(IN) LR0401 (Flow) (Flow (m3/hr)),Peacehaven WWTW trunk main (Balance) (Flow (m3/hr))
02/08/2022 21:15:00,4.2,6.8,2.6
02/08/2022 21:30:00,4,6.16,2.16
02/08/2022 21:45:00,4.6,7.56,2.96
02/08/2022 22:00:00,6.4,10.4,4
02/08/2022 22:15:00,7.8,12.88,5.08
02/08/2022 22:30:00,7.4,12.08,4.68
02/08/2022 22:45:00,5.8,9.32,3.52
02/08/2022 23:00:00,4.6,7.68,3.08
02/08/2022 23:15:00,4.2,6.76,2.56
02/08/2022 23:30:00,3.8,6,2.2
02/08/2022 23:45:00,3.2,5.32,2.12
03/08/2022 00:00:00,2.8,4.4,1.6
03/08/2022 00:15:00,2.2,3.64,1.44
03/08/2022 00:30:00,1.8,3.12,1.32
03/08/2022 00:45:00,1.8,2.84,1.04
03/08/2022 01:00:00,1.6,2.56,0.96
03/08/2022 01:15:00,1.4,2.28,0.88
03/08/2022 01:30:00,1.2,2.04,0.84
03/08/2022 01:45:00,1,1.84,0.84
03/08/2022 02:00:00,1.2,1.8,0.6
03/08/2022 02:15:00,1,1.76,0.76
03/08/2022 02:30:00,1,1.68,0.68
03/08/2022 02:45:00,1,1.72,0.72
03/08/2022 03:00:00,1,1.64,0.64
03/08/2022 03:15:00,1,1.68,0.68
03/08/2022 03:30:00,1,1.64,0.64
03/08/2022 03:45:00,0.8,1.68,0.88
03/08/2022 04:00:00,1,1.64,0.64
03/08/2022 04:15:00,1,1.6,0.6
03/08/2022 04:30:00,1,1.6,0.6
03/08/2022 04:45:00,0.8,1.64,0.84
03/08/2022 05:00:00,1.2,1.84,0.64
03/08/2022 05:15:00,2,3.24,1.24
03/08/2022 05:30:00,2.8,4.52,1.72
03/08/2022 05:45:00,3.4,5.84,2.44
03/08/2022 06:00:00,4.8,7.92,3.12
03/08/2022 06:15:00,5.2,8.4,3.2
03/08/2022 06:30:00,3.8,6.4,2.6
03/08/2022 06:45:00,3.2,5.12,1.92
03/08/2022 07:00:00,2.6,4.24,1.64
03/08/2022 07:15:00,2.2,3.68,1.48
03/08/2022 07:30:00,2.2,3.32,1.12
03/08/2022 07:45:00,1.6,2.88,1.28
03/08/2022 08:00:00,1.6,2.6,1
03/08/2022 08:15:00,1.6,2.44,0.84
03/08/2022 08:30:00,1.2,2.2,1
03/08/2022 08:45:00,1.2,2,0.8
03/08/2022 09:00:00,1.2,1.92,0.72
03/08/2022 09:15:00,1,1.84,0.84
03/08/2022 09:30:00,1,1.8,0.8
03/08/2022 09:45:00,1.2,1.76,0.56
03/08/2022 10:00:00,1,1.76,0.76
03/08/2022 10:15:00,1,1.68,0.68
03/08/2022 10:30:00,0.8,1.68,0.88
03/08/2022 10:45:00,1.2,1.76,0.56
03/08/2022 11:00:00,0.8,1.64,0.84
03/08/2022 11:15:00,1,1.68,0.68
03/08/2022 11:30:00,1,1.68,0.68
03/08/2022 11:45:00,1,1.72,0.72
03/08/2022 12:00:00,1,1.72,0.72
03/08/2022 12:15:00,1,1.72,0.72
03/08/2022 12:30:00,1,1.68,0.68
03/08/2022 12:45:00,1,1.64,0.64
03/08/2022 13:00:00,0.8,1.6,0.8
03/08/2022 13:15:00,1,1.64,0.64
03/08/2022 13:30:00,1,1.68,0.68
03/08/2022 13:45:00,1,1.64,0.64
03/08/2022 14:00:00,0.8,1.6,0.8
03/08/2022 14:15:00,1,1.6,0.6
03/08/2022 14:30:00,1,1.72,0.72
03/08/2022 14:45:00,1,1.84,0.84
03/08/2022 15:00:00,1,1.72,0.72
03/08/2022 15:15:00,1.4,2.12,0.72
03/08/2022 15:30:00,6,10.12,4.12
03/08/2022 15:45:00,11.6,18.88,7.28
03/08/2022 16:00:00,13.2,21.4,8.2
03/08/2022 16:15:00,12,19.24,7.24
03/08/2022 16:30:00,10.6,17.04,6.44
03/08/2022 16:45:00,10.8,17.4,6.6
03/08/2022 17:00:00,11.2,18.16,6.96
03/08/2022 17:15:00,9.6,15.16,5.56
03/08/2022 17:30:00,6.4,10.28,3.88
03/08/2022 17:45:00,4.8,7.88,3.08
03/08/2022 18:00:00,4,6.4,2.4
03/08/2022 18:15:00,3.6,5.68,2.08
03/08/2022 18:30:00,3.2,5.16,1.96
03/08/2022 18:45:00,3,4.92,1.92
03/08/2022 19:00:00,4,6.6,2.6
03/08/2022 19:15:00,10.2,16.64,6.44
03/08/2022 19:30:00,14.2,22.92,8.72
03/08/2022 19:45:00,13,20.92,7.92
03/08/2022 20:00:00,11.6,18.36,6.76
03/08/2022 20:15:00,10.4,16.64,6.24
03/08/2022 20:30:00,8.8,14.12,5.32
03/08/2022 20:45:00,6,9.56,3.56
03/08/2022 21:00:00,4.8,7.52,2.72
03/08/2022 21:15:00,3.8,6.28,2.48
03/08/2022 21:30:00,3.4,5.48,2.08
03/08/2022 21:45:00,2.8,4.6,1.8
03/08/2022 22:00:00,2.4,3.68,1.28
03/08/2022 22:15:00,1.8,3.08,1.28
03/08/2022 22:30:00,1.6,2.68,1.08
03/08/2022 22:45:00,1.4,2.32,0.92
03/08/2022 23:00:00,1.4,2.08,0.68
03/08/2022 23:15:00,1.2,2,0.8
03/08/2022 23:30:00,1.2,2.04,0.84
03/08/2022 23:45:00,1.2,2.04,0.84
04/08/2022 00:00:00,1.2,2,0.8
04/08/2022 00:15:00,1.2,2.08,0.88
04/08/2022 00:30:00,1.4,2.2,0.8
04/08/2022 00:45:00,2,3.32,1.32
04/08/2022 01:00:00,4.2,6.92,2.72
04/08/2022 01:15:00,6.6,10.88,4.28
04/08/2022 01:30:00,7.4,12.32,4.92
04/08/2022 01:45:00,5.8,9.6,3.8
04/08/2022 02:00:00,4.8,7.68,2.88
04/08/2022 02:15:00,4,6.56,2.56
04/08/2022 02:30:00,3.6,5.88,2.28
04/08/2022 02:45:00,3.4,5.36,1.96
04/08/2022 03:00:00,3.2,5.16,1.96
04/08/2022 03:15:00,3,4.96,1.96
04/08/2022 03:30:00,3,4.76,1.76
04/08/2022 03:45:00,2.8,4.6,1.8
04/08/2022 04:00:00,2.6,4.44,1.84
04/08/2022 04:15:00,3,4.76,1.76
04/08/2022 04:30:00,4.6,7.4,2.8
04/08/2022 04:45:00,6.6,10.92,4.32
04/08/2022 05:00:00,7.8,12.8,5
04/08/2022 05:15:00,6.4,10.52,4.12
04/08/2022 05:30:00,5,8.24,3.24
04/08/2022 05:45:00,4.4,6.96,2.56
04/08/2022 06:00:00,3.8,6.16,2.36
04/08/2022 06:15:00,3.4,5.6,2.2
04/08/2022 06:30:00,3.2,5.16,1.96
04/08/2022 06:45:00,3,5.04,2.04
04/08/2022 07:00:00,3.2,5,1.8
04/08/2022 07:15:00,2.8,4.8,2
04/08/2022 07:30:00,2.8,4.48,1.68
04/08/2022 07:45:00,3,4.68,1.68
04/08/2022 08:00:00,4,6.68,2.68
04/08/2022 08:15:00,6.2,10.24,4.04
04/08/2022 08:30:00,7.8,12.76,4.96
04/08/2022 08:45:00,6.8,11.16,4.36
04/08/2022 09:00:00,5.4,8.72,3.32
04/08/2022 09:15:00,4.4,7.24,2.84
04/08/2022 09:30:00,4,6.44,2.44
04/08/2022 09:45:00,3.6,5.8,2.2
04/08/2022 10:00:00,3.4,5.4,2
04/08/2022 10:15:00,3,5.04,2.04
04/08/2022 10:30:00,3,4.8,1.8
04/08/2022 10:45:00,3,4.92,1.92
04/08/2022 11:00:00,3,4.76,1.76
04/08/2022 11:15:00,2.8,4.68,1.88
04/08/2022 11:30:00,6.2,10.08,3.88
04/08/2022 11:45:00,12.2,19.96,7.76
04/08/2022 12:00:00,13,20.96,7.96
04/08/2022 12:15:00,11.6,18.68,7.08
04/08/2022 12:30:00,9.6,15.44,5.84
04/08/2022 12:45:00,8.2,13.2,5
04/08/2022 13:00:00,5.2,8.12,2.92
04/08/2022 13:15:00,3.6,5.8,2.2
04/08/2022 13:30:00,2.8,4.56,1.76
04/08/2022 13:45:00,2.4,3.92,1.52
04/08/2022 14:00:00,2,3.16,1.16
04/08/2022 14:15:00,1.6,2.8,1.2
04/08/2022 14:30:00,2.6,4.28,1.68
04/08/2022 14:45:00,1.4,2.32,0.92
04/08/2022 15:00:00,1.4,2.16,0.76
04/08/2022 15:15:00,1,1.8,0.8
04/08/2022 15:30:00,1,1.72,0.72
04/08/2022 15:45:00,1,1.72,0.72
04/08/2022 16:00:00,0.8,1.56,0.76
04/08/2022 16:15:00,1,1.56,0.56
04/08/2022 16:30:00,1,1.64,0.64
04/08/2022 16:45:00,0.8,1.56,0.76
04/08/2022 17:00:00,0.8,1.48,0.68
04/08/2022 17:15:00,1,1.52,0.52
04/08/2022 17:30:00,0.8,1.44,0.64
04/08/2022 17:45:00,0.8,1.56,0.76
04/08/2022 18:00:00,0.8,1.44,0.64
04/08/2022 18:15:00,0.8,1.44,0.64
04/08/2022 18:30:00,0.8,1.44,0.64
04/08/2022 18:45:00,0.8,1.4,0.6
04/08/2022 19:00:00,0.6,1.36,0.76
04/08/2022 19:15:00,0.8,1.4,0.6
04/08/2022 19:30:00,1.4,2.4,1
04/08/2022 19:45:00,3.2,5.16,1.96
04/08/2022 20:00:00,4,6.48,2.48
04/08/2022 20:15:00,4.4,7.32,2.92
04/08/2022 20:30:00,4.8,7.88,3.08
04/08/2022 20:45:00,6.2,10.36,4.16
04/08/2022 21:00:00,8,13.16,5.16
04/08/2022 21:15:00,8.2,13.36,5.16
04/08/2022 21:30:00,5.6,9.04,3.44
04/08/2022 21:45:00,3.8,6.2,2.4
04/08/2022 22:00:00,3,4.88,1.88
04/08/2022 22:15:00,2.4,4,1.6
04/08/2022 22:30:00,2,3.36,1.36
04/08/2022 22:45:00,1.8,2.84,1.04
04/08/2022 23:00:00,1.6,2.52,0.92
04/08/2022 23:15:00,1.2,2.16,0.96
04/08/2022 23:30:00,1.2,1.92,0.72
04/08/2022 23:45:00,1,1.8,0.8
05/08/2022 00:00:00,1,1.68,0.68
05/08/2022 00:15:00,1,1.64,0.64
05/08/2022 00:30:00,1,1.64,0.64
05/08/2022 00:45:00,1,1.72,0.72
05/08/2022 01:00:00,1,1.72,0.72
05/08/2022 01:15:00,1,1.84,0.84
05/08/2022 01:30:00,1.2,1.92,0.72
05/08/2022 01:45:00,1.2,2.08,0.88
05/08/2022 02:00:00,1.4,2.32,0.92
05/08/2022 02:15:00,1.6,2.52,0.92
05/08/2022 02:30:00,1.6,2.72,1.12
05/08/2022 02:45:00,1.8,2.96,1.16
05/08/2022 03:00:00,2,3.16,1.16
05/08/2022 03:15:00,2,3.32,1.32
05/08/2022 03:30:00,2.2,3.52,1.32
05/08/2022 03:45:00,3,5.08,2.08
05/08/2022 04:00:00,5.6,9.36,3.76
05/08/2022 04:15:00,7.6,12.56,4.96
05/08/2022 04:30:00,8.4,13.52,5.12
05/08/2022 04:45:00,6.4,10.44,4.04
05/08/2022 05:00:00,4.8,7.96,3.16
05/08/2022 05:15:00,4,6.56,2.56
05/08/2022 05:30:00,3.8,5.96,2.16
05/08/2022 05:45:00,3.4,5.6,2.2
05/08/2022 06:00:00,3.2,5.16,1.96
05/08/2022 06:15:00,3,4.88,1.88
05/08/2022 06:30:00,2.8,4.6,1.8
05/08/2022 06:45:00,2.8,4.72,1.92
05/08/2022 07:00:00,6.2,9.92,3.72
05/08/2022 07:15:00,8.8,14.48,5.68
05/08/2022 07:30:00,11.8,19.24,7.44
05/08/2022 07:45:00,13.4,21.8,8.4
05/08/2022 08:00:00,14.8,23.96,9.16
05/08/2022 08:15:00,11.6,18.08,6.48
05/08/2022 08:30:00,8,12.64,4.64
05/08/2022 08:45:00,6,9.64,3.64
05/08/2022 09:00:00,5,7.8,2.8
05/08/2022 09:15:00,4.2,6.64,2.44
05/08/2022 09:30:00,3.8,6.16,2.36
05/08/2022 09:45:00,3.4,5.52,2.12
05/08/2022 10:00:00,3.2,5.12,1.92
05/08/2022 10:15:00,3,4.8,1.8
05/08/2022 10:30:00,2.8,4.64,1.84
05/08/2022 10:45:00,2.8,4.68,1.88
05/08/2022 11:00:00,3.8,6.2,2.4
05/08/2022 11:15:00,5.4,8.6,3.2
05/08/2022 11:30:00,6.6,11,4.4
05/08/2022 11:45:00,6.4,10.44,4.04
05/08/2022 12:00:00,5.4,8.88,3.48
05/08/2022 12:15:00,4.8,7.92,3.12
05/08/2022 12:30:00,4.2,6.84,2.64
05/08/2022 12:45:00,4,6.4,2.4
05/08/2022 13:00:00,3.4,5.6,2.2
05/08/2022 13:15:00,3,4.84,1.84
05/08/2022 13:30:00,2.6,4.12,1.52
05/08/2022 13:45:00,2,3.44,1.44
05/08/2022 14:00:00,2,3.08,1.08
05/08/2022 14:15:00,1.6,2.64,1.04
05/08/2022 14:30:00,1.4,2.48,1.08
05/08/2022 14:45:00,1.4,2.24,0.84
05/08/2022 15:00:00,1.4,2.28,0.88
05/08/2022 15:15:00,1.4,2.2,0.8
05/08/2022 15:30:00,1.2,2.24,1.04
05/08/2022 15:45:00,1.4,2.16,0.76
05/08/2022 16:00:00,1.2,2.16,0.96
05/08/2022 16:15:00,1.4,2.12,0.72
05/08/2022 16:30:00,1.2,2.16,0.96
05/08/2022 16:45:00,1.4,2.12,0.72
05/08/2022 17:00:00,1.2,2.12,0.92
05/08/2022 17:15:00,1.2,2.08,0.88
05/08/2022 17:30:00,1.2,2.08,0.88
05/08/2022 17:45:00,1.2,2.08,0.88
05/08/2022 18:00:00,1.4,2.04,0.64
05/08/2022 18:15:00,1.2,2.08,0.88
05/08/2022 18:30:00,1.2,2.04,0.84
05/08/2022 18:45:00,1.2,2.04,0.84
05/08/2022 19:00:00,1.2,2.04,0.84
05/08/2022 19:15:00,1.2,2,0.8
05/08/2022 19:30:00,1.2,2,0.8
05/08/2022 19:45:00,1.2,1.96,0.76
05/08/2022 20:00:00,1,2,1
05/08/2022 20:15:00,1.2,1.96,0.76
05/08/2022 20:30:00,1.2,2,0.8
05/08/2022 20:45:00,1.2,2,0.8
05/08/2022 21:00:00,1.2,2,0.8
05/08/2022 21:15:00,1.2,2,0.8
05/08/2022 21:30:00,1.2,2.12,0.92
05/08/2022 21:45:00,1.6,2.4,0.8
05/08/2022 22:00:00,1.8,3.2,1.4
05/08/2022 22:15:00,3,4.8,1.8
05/08/2022 22:30:00,2.8,4.64,1.84
05/08/2022 22:45:00,2.6,4.12,1.52
05/08/2022 23:00:00,2.2,3.76,1.56
05/08/2022 23:15:00,3.8,6.12,2.32
05/08/2022 23:30:00,5.8,9.76,3.96
05/08/2022 23:45:00,6.2,9.96,3.76
06/08/2022 00:00:00,5.8,9.88,4.08
06/08/2022 00:15:00,6,9.8,3.8
06/08/2022 00:30:00,7,11.44,4.44
06/08/2022 00:45:00,8.6,14.24,5.64
06/08/2022 01:00:00,8,12.88,4.88
06/08/2022 01:15:00,5.4,8.88,3.48
06/08/2022 01:30:00,4,6.6,2.6
06/08/2022 01:45:00,3.2,5.16,1.96
06/08/2022 02:00:00,2.6,4.2,1.6
06/08/2022 02:15:00,2.2,3.56,1.36
06/08/2022 02:30:00,1.8,3.08,1.28
06/08/2022 02:45:00,1.8,2.72,0.92
06/08/2022 03:00:00,1.4,2.44,1.04
06/08/2022 03:15:00,1.4,2.2,0.8
06/08/2022 03:30:00,1.2,2.16,0.96
06/08/2022 03:45:00,1.2,2.08,0.88
06/08/2022 04:00:00,1.2,2.04,0.84
06/08/2022 04:15:00,1.4,2.04,0.64
06/08/2022 04:30:00,1.2,2.04,0.84
06/08/2022 04:45:00,1.2,2,0.8
06/08/2022 05:00:00,1,2,1
06/08/2022 05:15:00,1.2,1.96,0.76
06/08/2022 05:30:00,1.2,2.04,0.84
06/08/2022 05:45:00,1.2,1.96,0.76
06/08/2022 06:00:00,1.2,1.96,0.76
06/08/2022 06:15:00,1.2,1.96,0.76
06/08/2022 06:30:00,1.2,1.92,0.72
06/08/2022 06:45:00,1,1.96,0.96
06/08/2022 07:00:00,1.2,1.96,0.76
06/08/2022 07:15:00,1.2,1.96,0.76
06/08/2022 07:30:00,1.2,1.92,0.72
06/08/2022 07:45:00,1,2,1
06/08/2022 08:00:00,1.2,1.96,0.76
06/08/2022 08:15:00,1.2,1.92,0.72
06/08/2022 08:30:00,1.2,1.92,0.72
06/08/2022 08:45:00,1,1.96,0.96
06/08/2022 09:00:00,1.2,1.96,0.76
06/08/2022 09:15:00,1.2,1.92,0.72
06/08/2022 09:30:00,1,1.96,0.96
06/08/2022 09:45:00,1.2,1.96,0.76
06/08/2022 10:00:00,1.2,1.92,0.72
06/08/2022 10:15:00,1,1.92,0.92
06/08/2022 10:30:00,1.2,1.96,0.76
06/08/2022 10:45:00,1.2,1.92,0.72
06/08/2022 11:00:00,1.2,2,0.8
06/08/2022 11:15:00,1.2,2,0.8
06/08/2022 11:30:00,1.2,2.04,0.84
06/08/2022 11:45:00,1.6,2.68,1.08
06/08/2022 12:00:00,2.4,4.12,1.72
06/08/2022 12:15:00,4,6.48,2.48
06/08/2022 12:30:00,4,6.52,2.52
06/08/2022 12:45:00,5.4,9,3.6
06/08/2022 13:00:00,7.2,11.84,4.64
06/08/2022 13:15:00,8,13.36,5.36
06/08/2022 13:30:00,7.2,11.56,4.36
06/08/2022 13:45:00,5.4,8.92,3.52
06/08/2022 14:00:00,4.6,7.32,2.72
06/08/2022 14:15:00,3.8,6.28,2.48
06/08/2022 14:30:00,3.4,5.64,2.24
06/08/2022 14:45:00,3.2,5.12,1.92
06/08/2022 15:00:00,2.8,4.76,1.96
06/08/2022 15:15:00,2.8,4.56,1.76
06/08/2022 15:30:00,2.8,4.36,1.56
06/08/2022 15:45:00,2.4,4.2,1.8
06/08/2022 16:00:00,2.6,4.2,1.6
06/08/2022 16:15:00,3.4,5.48,2.08
06/08/2022 16:30:00,5,8.24,3.24
06/08/2022 16:45:00,6.8,11.2,4.4
06/08/2022 17:00:00,7,11.44,4.44
06/08/2022 17:15:00,5.6,9.12,3.52
06/08/2022 17:30:00,4.6,7.6,3
06/08/2022 17:45:00,4,6.64,2.64
06/08/2022 18:00:00,3.6,5.88,2.28
06/08/2022 18:15:00,3.6,5.8,2.2
06/08/2022 18:30:00,3.2,5.16,1.96
06/08/2022 18:45:00,3,4.8,1.8
06/08/2022 19:00:00,2.8,4.56,1.76
06/08/2022 19:15:00,2.6,4.44,1.84
06/08/2022 19:30:00,2.6,4.32,1.72
06/08/2022 19:45:00,3.2,5,1.8
06/08/2022 20:00:00,4.4,7.52,3.12
06/08/2022 20:15:00,6.6,10.6,4
06/08/2022 20:30:00,7.2,12.04,4.84
06/08/2022 20:45:00,6,9.92,3.92
06/08/2022 21:00:00,5,8.08,3.08
06/08/2022 21:15:00,4.2,6.96,2.76
06/08/2022 21:30:00,3.8,6.2,2.4
06/08/2022 21:45:00,3.6,5.68,2.08
06/08/2022 22:00:00,3.2,5.2,2
06/08/2022 22:15:00,3,4.96,1.96
06/08/2022 22:30:00,2.8,4.68,1.88
06/08/2022 22:45:00,2.8,4.56,1.76
06/08/2022 23:00:00,2.6,4.4,1.8
06/08/2022 23:15:00,3,4.6,1.6
06/08/2022 23:30:00,4,6.56,2.56
06/08/2022 23:45:00,5.8,9.48,3.68
07/08/2022 00:00:00,7.2,12.08,4.88
07/08/2022 00:15:00,6.6,10.68,4.08
07/08/2022 00:30:00,5.2,8.6,3.4
07/08/2022 00:45:00,4.4,7.28,2.88
07/08/2022 01:00:00,4,6.4,2.4
07/08/2022 01:15:00,3.6,5.76,2.16
07/08/2022 01:30:00,3.2,5.36,2.16
07/08/2022 01:45:00,3,5,2
07/08/2022 02:00:00,3,4.76,1.76
07/08/2022 02:15:00,2.8,4.56,1.76
07/08/2022 02:30:00,2.6,4.44,1.84
07/08/2022 02:45:00,2.8,4.4,1.6
07/08/2022 03:00:00,4,6.52,2.52
07/08/2022 03:15:00,9.6,15.84,6.24
07/08/2022 03:30:00,14.2,22.96,8.76
07/08/2022 03:45:00,13,21.2,8.2
07/08/2022 04:00:00,11,17.4,6.4
07/08/2022 04:15:00,9.6,15.68,6.08
07/08/2022 04:30:00,9.6,15.16,5.56
07/08/2022 04:45:00,10.4,16.6,6.2
07/08/2022 05:00:00,10.4,16.68,6.28
07/08/2022 05:15:00,8,12.96,4.96
07/08/2022 05:30:00,6.2,9.76,3.56
07/08/2022 05:45:00,5,7.84,2.84
07/08/2022 06:00:00,4.2,6.64,2.44
07/08/2022 06:15:00,3.4,5.76,2.36
07/08/2022 06:30:00,3.2,4.92,1.72
07/08/2022 06:45:00,2.4,4.08,1.68
07/08/2022 07:00:00,2.2,3.48,1.28
07/08/2022 07:15:00,1.8,2.92,1.12
07/08/2022 07:30:00,1.4,2.56,1.16
07/08/2022 07:45:00,1.6,2.44,0.84
07/08/2022 08:00:00,1.4,2.28,0.88
07/08/2022 08:15:00,1.2,2.24,1.04
07/08/2022 08:30:00,1.4,2.16,0.76
07/08/2022 08:45:00,1.2,2.24,1.04
07/08/2022 09:00:00,1.4,2.16,0.76
07/08/2022 09:15:00,1.4,2.2,0.8
07/08/2022 09:30:00,1.2,2.24,1.04
07/08/2022 09:45:00,1.6,2.44,0.84
07/08/2022 10:00:00,2.4,4.2,1.8
07/08/2022 10:15:00,8,13.04,5.04
07/08/2022 10:30:00,9.4,15.4,6
07/08/2022 10:45:00,8.8,14.16,5.36
07/08/2022 11:00:00,8,13.24,5.24
07/08/2022 11:15:00,8.6,13.72,5.12
07/08/2022 11:30:00,7.2,11.8,4.6
07/08/2022 11:45:00,5.6,9.08,3.48
07/08/2022 12:00:00,4.6,7.48,2.88
07/08/2022 12:15:00,4,6.44,2.44
07/08/2022 12:30:00,3.6,5.76,2.16
07/08/2022 12:45:00,3.2,5.32,2.12
07/08/2022 13:00:00,3,5.04,2.04
07/08/2022 13:15:00,4,6.36,2.36
07/08/2022 13:30:00,5.4,8.96,3.56
07/08/2022 13:45:00,7.2,11.64,4.44
07/08/2022 14:00:00,6.8,11.2,4.4
07/08/2022 14:15:00,5.4,9.12,3.72
07/08/2022 14:30:00,4.8,7.68,2.88
07/08/2022 14:45:00,4,6.72,2.72
07/08/2022 15:00:00,5,8.08,3.08
07/08/2022 15:15:00,7.4,12.12,4.72
07/08/2022 15:30:00,7.4,12.24,4.84
07/08/2022 15:45:00,7.2,11.6,4.4
07/08/2022 16:00:00,6.8,11.2,4.4
07/08/2022 16:15:00,6.4,10.72,4.32
07/08/2022 16:30:00,5,7.96,2.96
07/08/2022 16:45:00,3.8,6.16,2.36
07/08/2022 17:00:00,3,5,2
07/08/2022 17:15:00,2.6,4.2,1.6
07/08/2022 17:30:00,2.2,3.6,1.4
07/08/2022 17:45:00,2,3.08,1.08
07/08/2022 18:00:00,1.6,2.76,1.16
07/08/2022 18:15:00,1.6,2.48,0.88
07/08/2022 18:30:00,1.6,2.68,1.08
07/08/2022 18:45:00,1.4,2.4,1
07/08/2022 19:00:00,1.4,2.28,0.88
07/08/2022 19:15:00,1.4,2.28,0.88
07/08/2022 19:30:00,1.2,2.2,1
07/08/2022 19:45:00,1.4,2.28,0.88
07/08/2022 20:00:00,1.4,2.2,0.8
07/08/2022 20:15:00,1.2,2.16,0.96
07/08/2022 20:30:00,1.4,2.2,0.8
07/08/2022 20:45:00,1.2,2.2,1
07/08/2022 21:00:00,1.4,2.12,0.72
07/08/2022 21:15:00,1.2,2.16,0.96
07/08/2022 21:30:00,1.4,2.16,0.76
07/08/2022 21:45:00,1.2,2.16,0.96
07/08/2022 22:00:00,1.2,2.12,0.92
07/08/2022 22:15:00,1.4,2.12,0.72
07/08/2022 22:30:00,1.2,2.08,0.88
07/08/2022 22:45:00,1.2,2.12,0.92
07/08/2022 23:00:00,1.4,2.12,0.72
07/08/2022 23:15:00,1.2,2.08,0.88
07/08/2022 23:30:00,1.2,2.12,0.92
07/08/2022 23:45:00,1.2,2.08,0.88
08/08/2022 00:00:00,1.4,2.08,0.68
08/08/2022 00:15:00,1.2,2.08,0.88
08/08/2022 00:30:00,1.2,2.08,0.88
08/08/2022 00:45:00,1.2,2.08,0.88
08/08/2022 01:00:00,1.2,2.08,0.88
08/08/2022 01:15:00,1.4,2.04,0.64
08/08/2022 01:30:00,1.2,2.08,0.88
08/08/2022 01:45:00,1.2,2.04,0.84
08/08/2022 02:00:00,1.2,2.04,0.84
08/08/2022 02:15:00,1.2,2.08,0.88
08/08/2022 02:30:00,1.2,2.04,0.84
08/08/2022 02:45:00,1.2,2.04,0.84
08/08/2022 03:00:00,1.2,2.04,0.84
08/08/2022 03:15:00,1.2,2.04,0.84
08/08/2022 03:30:00,1.2,2.04,0.84
08/08/2022 03:45:00,1.2,2.04,0.84
08/08/2022 04:00:00,1.2,2,0.8
08/08/2022 04:15:00,1.2,2.04,0.84
08/08/2022 04:30:00,1.2,2.04,0.84
08/08/2022 04:45:00,1.4,2.04,0.64
08/08/2022 05:00:00,1.2,2.08,0.88
08/08/2022 05:15:00,1.2,2,0.8
08/08/2022 05:30:00,1.2,2.04,0.84
08/08/2022 05:45:00,1.2,2,0.8
08/08/2022 06:00:00,1.2,2.16,0.96
08/08/2022 06:15:00,1.4,2.2,0.8
08/08/2022 06:30:00,1.2,2.16,0.96
08/08/2022 06:45:00,1.2,2.12,0.92
08/08/2022 07:00:00,1.4,2.12,0.72
08/08/2022 07:15:00,1.2,2.12,0.92
08/08/2022 07:30:00,1.2,2.04,0.84
08/08/2022 07:45:00,1.2,2.16,0.96
08/08/2022 08:00:00,1.4,2.12,0.72
08/08/2022 08:15:00,1.2,2.2,1
08/08/2022 08:30:00,1.4,2.16,0.76
08/08/2022 08:45:00,1,2,1
08/08/2022 09:00:00,1.2,2.04,0.84
08/08/2022 09:15:00,1.4,2.12,0.72
08/08/2022 09:30:00,1.4,2.52,1.12
08/08/2022 09:45:00,3,4.76,1.76
08/08/2022 10:00:00,3.8,6.32,2.52
08/08/2022 10:15:00,5.2,8.56,3.36
08/08/2022 10:30:00,8.8,14.44,5.64
08/08/2022 10:45:00,12.8,20.8,8
08/08/2022 11:00:00,17,27.04,10.04
08/08/2022 11:15:00,14.8,23.72,8.92
08/08/2022 11:30:00,9,14.24,5.24
08/08/2022 11:45:00,6.8,10.72,3.92
08/08/2022 12:00:00,5.6,8.64,3.04
08/08/2022 12:15:00,4.6,7.36,2.76
08/08/2022 12:30:00,3.8,6.24,2.44
08/08/2022 12:45:00,3.4,5.56,2.16
08/08/2022 13:00:00,3.2,5,1.8
08/08/2022 13:15:00,2.8,4.68,1.88
08/08/2022 13:30:00,2.8,4.48,1.68
08/08/2022 13:45:00,2.6,4.32,1.72
08/08/2022 14:00:00,3.4,5.24,1.84
08/08/2022 14:15:00,4.6,7.68,3.08
08/08/2022 14:30:00,6.4,10.48,4.08
08/08/2022 14:45:00,7,11.4,4.4
08/08/2022 15:00:00,5.8,9.6,3.8
08/08/2022 15:15:00,5.2,8.28,3.08
08/08/2022 15:30:00,4.4,7.2,2.8
08/08/2022 15:45:00,4,6.44,2.44
08/08/2022 16:00:00,3.6,5.88,2.28
08/08/2022 16:15:00,3.4,5.4,2
08/08/2022 16:30:00,3,5.12,2.12
08/08/2022 16:45:00,3,4.8,1.8
08/08/2022 17:00:00,2.8,4.6,1.8
08/08/2022 17:15:00,2.8,4.44,1.64
08/08/2022 17:30:00,3.2,5,1.8
08/08/2022 17:45:00,4.2,7.08,2.88
08/08/2022 18:00:00,6.2,9.92,3.72
08/08/2022 18:15:00,7,11.72,4.72
08/08/2022 18:30:00,6.4,10.24,3.84
08/08/2022 18:45:00,5.2,8.52,3.32
08/08/2022 19:00:00,4.6,7.4,2.8
08/08/2022 19:15:00,4,6.6,2.6
08/08/2022 19:30:00,3.6,6.04,2.44
08/08/2022 19:45:00,3.4,5.56,2.16
