Date of Reading,(CUS) LR0430 (Flow) (Flow (m3/hr)),(IN) LR0401 (Flow) (Flow (m3/hr)),Peacehaven WWTW trunk main (Balance) (Flow (m3/hr))
11/07/2023 20:15:00,1.2,1.84,0.64
11/07/2023 20:30:00,1,1.88,0.88
11/07/2023 20:45:00,1,1.72,0.72
11/07/2023 21:00:00,1,1.68,0.68
11/07/2023 21:15:00,1,1.72,0.72
11/07/2023 21:30:00,1,1.68,0.68
11/07/2023 21:45:00,1,1.64,0.64
11/07/2023 22:00:00,0.8,1.72,0.92
11/07/2023 22:15:00,1,1.76,0.76
11/07/2023 22:30:00,1.2,1.72,0.52
11/07/2023 22:45:00,1,1.76,0.76
11/07/2023 23:00:00,1,1.72,0.72
11/07/2023 23:15:00,1,1.64,0.64
11/07/2023 23:30:00,0.8,1.64,0.84
11/07/2023 23:45:00,1,1.64,0.64
12/07/2023 00:00:00,1,1.6,0.6
12/07/2023 00:15:00,0.8,1.64,0.84
12/07/2023 00:30:00,1,1.64,0.64
12/07/2023 00:45:00,1,1.64,0.64
12/07/2023 01:00:00,1,1.6,0.6
12/07/2023 01:15:00,0.8,1.64,0.84
12/07/2023 01:30:00,1,1.6,0.6
12/07/2023 01:45:00,1,1.6,0.6
12/07/2023 02:00:00,0.8,1.64,0.84
12/07/2023 02:15:00,1,1.6,0.6
12/07/2023 02:30:00,1,1.68,0.68
12/07/2023 02:45:00,1,1.72,0.72
12/07/2023 03:00:00,1,1.72,0.72
12/07/2023 03:15:00,1,1.72,0.72
12/07/2023 03:30:00,1,1.6,0.6
12/07/2023 03:45:00,1,1.6,0.6
12/07/2023 04:00:00,1,1.76,0.76
12/07/2023 04:15:00,1,1.72,0.72
12/07/2023 04:30:00,1.4,2.48,1.08
12/07/2023 04:45:00,3.2,5.28,2.08
12/07/2023 05:00:00,5.2,9.08,3.88
12/07/2023 05:15:00,5.8,9.76,3.96
12/07/2023 05:30:00,4.8,8.16,3.36
12/07/2023 05:45:00,4,6.76,2.76
12/07/2023 06:00:00,3.6,5.96,2.36
12/07/2023 06:15:00,3.4,5.56,2.16
12/07/2023 06:30:00,3,5.04,2.04
12/07/2023 06:45:00,2.8,4.64,1.84
12/07/2023 07:00:00,2.6,4.56,1.96
12/07/2023 07:15:00,2.6,4.36,1.76
12/07/2023 07:30:00,2.4,4.2,1.8
12/07/2023 07:45:00,2.6,4.12,1.52
12/07/2023 08:00:00,2.4,4,1.6
12/07/2023 08:15:00,2.2,3.92,1.72
12/07/2023 08:30:00,2.4,3.88,1.48
12/07/2023 08:45:00,2.4,4.16,1.76
12/07/2023 09:00:00,4,6.52,2.52
12/07/2023 09:15:00,5.8,10.08,4.28
12/07/2023 09:30:00,7.4,12.48,5.08
12/07/2023 09:45:00,6.6,11,4.4
12/07/2023 10:00:00,5.2,8.8,3.6
12/07/2023 10:15:00,4.4,7.28,2.88
12/07/2023 10:30:00,3.6,6.16,2.56
12/07/2023 10:45:00,3.4,5.52,2.12
12/07/2023 11:00:00,2.8,4.96,2.16
12/07/2023 11:15:00,2.8,4.56,1.76
12/07/2023 11:30:00,2.6,4.32,1.72
12/07/2023 11:45:00,2.6,4.36,1.76
12/07/2023 12:00:00,2.4,4.24,1.84
12/07/2023 12:15:00,2.4,4.04,1.64
12/07/2023 12:30:00,2.4,3.92,1.52
12/07/2023 12:45:00,2.2,3.48,1.28
12/07/2023 13:00:00,1.8,3,1.2
12/07/2023 13:15:00,1.6,2.8,1.2
12/07/2023 13:30:00,1.6,2.72,1.12
12/07/2023 13:45:00,1.6,2.8,1.2
12/07/2023 14:00:00,3.8,6.4,2.6
12/07/2023 14:15:00,10.4,17.24,6.84
12/07/2023 14:30:00,13.4,21.96,8.56
12/07/2023 14:45:00,13,21.32,8.32
12/07/2023 15:00:00,11.2,18.48,7.28
12/07/2023 15:15:00,10.2,16.6,6.4
12/07/2023 15:30:00,10.4,16.92,6.52
12/07/2023 15:45:00,10.6,17.44,6.84
12/07/2023 16:00:00,9.4,15.36,5.96
12/07/2023 16:15:00,6.8,11,4.2
12/07/2023 16:30:00,5,8.16,3.16
12/07/2023 16:45:00,4,6.64,2.64
12/07/2023 17:00:00,3.6,5.72,2.12
12/07/2023 17:15:00,3,5.12,2.12
12/07/2023 17:30:00,2.8,4.72,1.92
12/07/2023 17:45:00,4,6.72,2.72
12/07/2023 18:00:00,7.4,12.36,4.96
12/07/2023 18:15:00,8,13.32,5.32
12/07/2023 18:30:00,10.4,17.12,6.72
12/07/2023 18:45:00,12.4,20.48,8.08
12/07/2023 19:00:00,13,21.32,8.32
12/07/2023 19:15:00,11,17.88,6.88
12/07/2023 19:30:00,7.4,11.96,4.56
12/07/2023 19:45:00,4.6,7.64,3.04
12/07/2023 20:00:00,3.4,5.48,2.08
12/07/2023 20:15:00,2.6,4.48,1.88
12/07/2023 20:30:00,2.4,4.08,1.68
12/07/2023 20:45:00,2.2,3.72,1.52
12/07/2023 21:00:00,2.2,3.68,1.48
12/07/2023 21:15:00,2.2,3.6,1.4
12/07/2023 21:30:00,2.2,3.64,1.44
12/07/2023 21:45:00,2.2,3.68,1.48
12/07/2023 22:00:00,2.4,3.76,1.36
12/07/2023 22:15:00,2.2,3.8,1.6
12/07/2023 22:30:00,2.2,3.72,1.52
12/07/2023 22:45:00,2.2,3.68,1.48
12/07/2023 23:00:00,2.2,3.76,1.56
12/07/2023 23:15:00,2.2,3.72,1.52
12/07/2023 23:30:00,2.4,3.76,1.36
12/07/2023 23:45:00,2.2,3.76,1.56
13/07/2023 00:00:00,2.2,3.64,1.44
13/07/2023 00:15:00,2,3.28,1.28
13/07/2023 00:30:00,1.6,2.88,1.28
13/07/2023 00:45:00,1.6,2.64,1.04
13/07/2023 01:00:00,1.6,2.64,1.04
13/07/2023 01:15:00,2,3.48,1.48
13/07/2023 01:30:00,3.8,6.32,2.52
13/07/2023 01:45:00,6,10.04,4.04
13/07/2023 02:00:00,6.8,11.56,4.76
13/07/2023 02:15:00,5.6,9.36,3.76
13/07/2023 02:30:00,4.6,7.64,3.04
13/07/2023 02:45:00,3.8,6.36,2.56
13/07/2023 03:00:00,3.4,5.56,2.16
13/07/2023 03:15:00,3,5.04,2.04
13/07/2023 03:30:00,2.8,4.68,1.88
13/07/2023 03:45:00,2.6,4.44,1.84
13/07/2023 04:00:00,2.6,4.28,1.68
13/07/2023 04:15:00,2.4,4.12,1.72
13/07/2023 04:30:00,2.4,3.96,1.56
13/07/2023 04:45:00,2.4,3.92,1.52
13/07/2023 05:00:00,2.2,3.88,1.68
13/07/2023 05:15:00,2.4,3.84,1.44
13/07/2023 05:30:00,2.2,3.84,1.64
13/07/2023 05:45:00,2.6,4.32,1.72
13/07/2023 06:00:00,4.2,6.96,2.76
13/07/2023 06:15:00,6,10.32,4.32
13/07/2023 06:30:00,7.4,12.32,4.92
13/07/2023 06:45:00,6.2,10.48,4.28
13/07/2023 07:00:00,5.2,8.4,3.2
13/07/2023 07:15:00,4,6.96,2.96
13/07/2023 07:30:00,3.6,5.96,2.36
13/07/2023 07:45:00,3.2,5.28,2.08
13/07/2023 08:00:00,3,4.96,1.96
13/07/2023 08:15:00,2.8,4.8,2
13/07/2023 08:30:00,2.8,4.44,1.64
13/07/2023 08:45:00,2.4,4.32,1.92
13/07/2023 09:00:00,2.6,4.24,1.64
13/07/2023 09:15:00,2.4,4.16,1.76
13/07/2023 09:30:00,2.6,4.08,1.48
13/07/2023 09:45:00,2.4,4.2,1.8
13/07/2023 10:00:00,2.6,4.16,1.56
13/07/2023 10:15:00,2.4,4.04,1.64
13/07/2023 10:30:00,2.4,4.08,1.68
13/07/2023 10:45:00,2.4,4.12,1.72
13/07/2023 11:00:00,3.2,5.28,2.08
13/07/2023 11:15:00,5,8.32,3.32
13/07/2023 11:30:00,6.6,11.28,4.68
13/07/2023 11:45:00,7,11.8,4.8
13/07/2023 12:00:00,5.8,9.44,3.64
13/07/2023 12:15:00,4.6,7.76,3.16
13/07/2023 12:30:00,3.8,6.48,2.68
13/07/2023 12:45:00,3.4,5.68,2.28
13/07/2023 13:00:00,3.2,5.28,2.08
13/07/2023 13:15:00,3,4.96,1.96
13/07/2023 13:30:00,2.8,4.88,2.08
13/07/2023 13:45:00,2.8,4.6,1.8
13/07/2023 14:00:00,2.6,4.48,1.88
13/07/2023 14:15:00,2.8,4.48,1.68
13/07/2023 14:30:00,2.6,4.28,1.68
13/07/2023 14:45:00,2.4,4.12,1.72
13/07/2023 15:00:00,2.4,4.04,1.64
13/07/2023 15:15:00,2.4,4.08,1.68
13/07/2023 15:30:00,2.8,4.72,1.92
13/07/2023 15:45:00,6.6,10.96,4.36
13/07/2023 16:00:00,12.2,20.08,7.88
13/07/2023 16:15:00,13.2,21.88,8.68
13/07/2023 16:30:00,11.8,19.08,7.28
13/07/2023 16:45:00,10.2,16.64,6.44
13/07/2023 17:00:00,9,14.76,5.76
13/07/2023 17:15:00,9.2,14.64,5.44
13/07/2023 17:30:00,9.6,15.48,5.88
13/07/2023 17:45:00,9.8,16,6.2
13/07/2023 18:00:00,8,12.92,4.92
13/07/2023 18:15:00,5.8,9.32,3.52
13/07/2023 18:30:00,4.4,7.32,2.92
13/07/2023 18:45:00,3.6,6.08,2.48
13/07/2023 19:00:00,3.2,5.28,2.08
13/07/2023 19:15:00,3,4.84,1.84
13/07/2023 19:30:00,2.6,4.56,1.96
13/07/2023 19:45:00,2.8,4.44,1.64
13/07/2023 20:00:00,2.8,4.76,1.96
13/07/2023 20:15:00,4.2,7,2.8
13/07/2023 20:30:00,6,10.2,4.2
13/07/2023 20:45:00,7.4,12.28,4.88
13/07/2023 21:00:00,6.4,10.6,4.2
13/07/2023 21:15:00,5,8.52,3.52
13/07/2023 21:30:00,4.4,7.16,2.76
13/07/2023 21:45:00,3.6,6.28,2.68
13/07/2023 22:00:00,3.4,5.6,2.2
13/07/2023 22:15:00,3,5.08,2.08
13/07/2023 22:30:00,3,4.8,1.8
13/07/2023 22:45:00,2.6,4.48,1.88
13/07/2023 23:00:00,2.6,4.36,1.76
13/07/2023 23:15:00,2.6,4.16,1.56
13/07/2023 23:30:00,2.4,4.08,1.68
13/07/2023 23:45:00,2.4,4.04,1.64
14/07/2023 00:00:00,2.4,3.96,1.56
14/07/2023 00:15:00,2.2,3.88,1.68
14/07/2023 00:30:00,2.8,4.36,1.56
14/07/2023 00:45:00,4,6.8,2.8
14/07/2023 01:00:00,6,10.08,4.08
14/07/2023 01:15:00,7.2,12.2,5
14/07/2023 01:30:00,6.4,10.56,4.16
14/07/2023 01:45:00,5,8.56,3.56
14/07/2023 02:00:00,4.2,7.04,2.84
14/07/2023 02:15:00,3.6,6.08,2.48
14/07/2023 02:30:00,3.4,5.4,2
14/07/2023 02:45:00,3,5,2
14/07/2023 03:00:00,2.8,4.68,1.88
14/07/2023 03:15:00,2.6,4.44,1.84
14/07/2023 03:30:00,2.6,4.32,1.72
14/07/2023 03:45:00,2.4,4.2,1.8
14/07/2023 04:00:00,2.6,4.08,1.48
14/07/2023 04:15:00,2.4,4,1.6
14/07/2023 04:30:00,2.2,3.96,1.76
14/07/2023 04:45:00,2.4,3.96,1.56
14/07/2023 05:00:00,2.8,4.68,1.88
14/07/2023 05:15:00,4.6,7.48,2.88
14/07/2023 05:30:00,6.4,10.92,4.52
14/07/2023 05:45:00,7.4,12.36,4.96
14/07/2023 06:00:00,6,10.08,4.08
14/07/2023 06:15:00,4.8,8.12,3.32
14/07/2023 06:30:00,4.2,6.88,2.68
14/07/2023 06:45:00,3.6,5.92,2.32
14/07/2023 07:00:00,3.2,5.44,2.24
14/07/2023 07:15:00,3,5.04,2.04
14/07/2023 07:30:00,2.8,4.8,2
14/07/2023 07:45:00,2.8,4.56,1.76
14/07/2023 08:00:00,2.8,4.56,1.76
14/07/2023 08:15:00,2.6,4.4,1.8
14/07/2023 08:30:00,2.6,4.36,1.76
14/07/2023 08:45:00,2.6,4.44,1.84
14/07/2023 09:00:00,5.2,8.48,3.28
14/07/2023 09:15:00,7.2,12.08,4.88
14/07/2023 09:30:00,7.8,13.28,5.48
14/07/2023 09:45:00,11.2,18.2,7
14/07/2023 10:00:00,12.8,21.2,8.4
14/07/2023 10:15:00,13,21.24,8.24
14/07/2023 10:30:00,10.4,16.84,6.44
14/07/2023 10:45:00,7.2,11.72,4.52
14/07/2023 11:00:00,5.2,8.6,3.4
14/07/2023 11:15:00,4.2,6.96,2.76
14/07/2023 11:30:00,3.6,5.84,2.24
14/07/2023 11:45:00,3,5.2,2.2
14/07/2023 12:00:00,3,4.96,1.96
14/07/2023 12:15:00,2.8,4.68,1.88
14/07/2023 12:30:00,2.8,4.56,1.76
14/07/2023 12:45:00,2.6,4.44,1.84
14/07/2023 13:00:00,2.8,4.48,1.68
14/07/2023 13:15:00,2.8,4.76,1.96
14/07/2023 13:30:00,3,4.88,1.88
14/07/2023 13:45:00,2.8,4.8,2
14/07/2023 14:00:00,2.8,4.6,1.8
14/07/2023 14:15:00,3.8,6.24,2.44
14/07/2023 14:30:00,5.8,9.84,4.04
14/07/2023 14:45:00,7.6,12.6,5
14/07/2023 15:00:00,7.6,12.92,5.32
14/07/2023 15:15:00,6,10.12,4.12
14/07/2023 15:30:00,5,8.04,3.04
14/07/2023 15:45:00,4,6.76,2.76
14/07/2023 16:00:00,3.6,5.88,2.28
14/07/2023 16:15:00,3.2,5.44,2.24
14/07/2023 16:30:00,3,5.12,2.12
14/07/2023 16:45:00,3,4.84,1.84
14/07/2023 17:00:00,2.8,4.64,1.84
14/07/2023 17:15:00,2.6,4.48,1.88
14/07/2023 17:30:00,2.6,4.4,1.8
14/07/2023 17:45:00,2.6,4.28,1.68
14/07/2023 18:00:00,2.8,4.6,1.8
14/07/2023 18:15:00,2.4,4.16,1.76
14/07/2023 18:30:00,2.4,4.04,1.64
14/07/2023 18:45:00,2.8,4.6,1.8
14/07/2023 19:00:00,4.4,7.2,2.8
14/07/2023 19:15:00,7.4,12.48,5.08
14/07/2023 19:30:00,12,19.92,7.92
14/07/2023 19:45:00,12,19.56,7.56
14/07/2023 20:00:00,10.6,17.44,6.84
14/07/2023 20:15:00,9.4,15.2,5.8
14/07/2023 20:30:00,8.4,13.64,5.24
14/07/2023 20:45:00,8.4,13.8,5.4
14/07/2023 21:00:00,9.2,14.92,5.72
14/07/2023 21:15:00,9.6,15.76,6.16
14/07/2023 21:30:00,8.2,13.2,5
14/07/2023 21:45:00,5.8,9.6,3.8
14/07/2023 22:00:00,4.6,7.44,2.84
14/07/2023 22:15:00,3.8,6.28,2.48
14/07/2023 22:30:00,3.2,5.52,2.32
14/07/2023 22:45:00,3.2,5,1.8
14/07/2023 23:00:00,2.8,4.84,2.04
14/07/2023 23:15:00,3,4.92,1.92
14/07/2023 23:30:00,4,6.84,2.84
14/07/2023 23:45:00,6.2,10.16,3.96
15/07/2023 00:00:00,7.4,12.36,4.96
15/07/2023 00:15:00,6.4,10.88,4.48
15/07/2023 00:30:00,5.2,8.76,3.56
15/07/2023 00:45:00,4.4,7.24,2.84
15/07/2023 01:00:00,3.8,6.36,2.56
15/07/2023 01:15:00,3.4,5.68,2.28
15/07/2023 01:30:00,3.2,5.24,2.04
15/07/2023 01:45:00,3,4.88,1.88
15/07/2023 02:00:00,2.8,4.64,1.84
15/07/2023 02:15:00,2.6,4.56,1.96
15/07/2023 02:30:00,2.6,4.36,1.76
15/07/2023 02:45:00,2.6,4.2,1.6
15/07/2023 03:00:00,2.4,4.08,1.68
15/07/2023 03:15:00,2.4,4,1.6
15/07/2023 03:30:00,2.4,4.12,1.72
15/07/2023 03:45:00,2.6,4.12,1.52
15/07/2023 04:00:00,3.2,5.4,2.2
15/07/2023 04:15:00,5.2,8.68,3.48
15/07/2023 04:30:00,6.8,11.64,4.84
15/07/2023 04:45:00,7,11.6,4.6
15/07/2023 05:00:00,5.6,9.36,3.76
15/07/2023 05:15:00,4.6,7.72,3.12
15/07/2023 05:30:00,4,6.52,2.52
15/07/2023 05:45:00,3.4,5.76,2.36
15/07/2023 06:00:00,3.2,5.28,2.08
15/07/2023 06:15:00,2.8,4.88,2.08
15/07/2023 06:30:00,2.8,4.68,1.88
15/07/2023 06:45:00,2.8,4.48,1.68
15/07/2023 07:00:00,2.4,4.32,1.92
15/07/2023 07:15:00,2.6,4.2,1.6
15/07/2023 07:30:00,2.4,4.12,1.72
15/07/2023 07:45:00,2.6,4.12,1.52
15/07/2023 08:00:00,2.4,4.04,1.64
15/07/2023 08:15:00,2.4,4.04,1.64
15/07/2023 08:30:00,2.8,4.8,2
15/07/2023 08:45:00,4.8,7.84,3.04
15/07/2023 09:00:00,6.6,11.04,4.44
15/07/2023 09:15:00,7.2,12.04,4.84
15/07/2023 09:30:00,5.8,9.8,4
15/07/2023 09:45:00,4.8,7.96,3.16
15/07/2023 10:00:00,4,6.76,2.76
15/07/2023 10:15:00,3.6,5.88,2.28
15/07/2023 10:30:00,3.2,5.44,2.24
15/07/2023 10:45:00,3,4.96,1.96
15/07/2023 11:00:00,2.8,4.8,2
15/07/2023 11:15:00,2.8,4.6,1.8
15/07/2023 11:30:00,2.6,4.44,1.84
15/07/2023 11:45:00,2.6,4.28,1.68
15/07/2023 12:00:00,2.6,4.2,1.6
15/07/2023 12:15:00,2.4,4.16,1.76
15/07/2023 12:30:00,2.6,4.24,1.64
15/07/2023 12:45:00,2.4,4.28,1.88
15/07/2023 13:00:00,4.2,6.84,2.64
15/07/2023 13:15:00,10,16.64,6.64
15/07/2023 13:30:00,12.6,20.72,8.12
15/07/2023 13:45:00,13.2,21.56,8.36
15/07/2023 14:00:00,11.8,19.56,7.76
15/07/2023 14:15:00,10.8,17.6,6.8
15/07/2023 14:30:00,12.8,20.88,8.08
15/07/2023 14:45:00,19.4,30.64,11.24
15/07/2023 15:00:00,20.8,32.28,11.48
15/07/2023 15:15:00,18.4,28.56,10.16
15/07/2023 15:30:00,16.8,25.88,9.08
15/07/2023 15:45:00,16.4,25.2,8.8
15/07/2023 16:00:00,16,24.8,8.8
15/07/2023 16:15:00,16,24.68,8.68
15/07/2023 16:30:00,16,24.64,8.64
15/07/2023 16:45:00,15.8,24.48,8.68
15/07/2023 17:00:00,16,24.48,8.48
15/07/2023 17:15:00,15.6,24.32,8.72
15/07/2023 17:30:00,6.6,10.6,4
15/07/2023 17:45:00,0,0.52,0.52
15/07/2023 18:00:00,0,0.52,0.52
15/07/2023 18:15:00,0,0.52,0.52
15/07/2023 18:30:00,0,0.52,0.52
15/07/2023 18:45:00,0,0.56,0.56
15/07/2023 19:00:00,0.2,0.56,0.36
15/07/2023 19:15:00,0,0.56,0.56
15/07/2023 19:30:00,0,0.6,0.6
15/07/2023 19:45:00,0,0.44,0.44
15/07/2023 20:00:00,0,0.52,0.52
15/07/2023 20:15:00,0,0.48,0.48
15/07/2023 20:30:00,0,0.44,0.44
15/07/2023 20:45:00,0,0.44,0.44
15/07/2023 21:00:00,0,0.36,0.36
15/07/2023 21:15:00,0,0.4,0.4
15/07/2023 21:30:00,0,0.44,0.44
15/07/2023 21:45:00,0,0.4,0.4
15/07/2023 22:00:00,0,0.48,0.48
15/07/2023 22:15:00,0,0.44,0.44
15/07/2023 22:30:00,0,0.36,0.36
15/07/2023 22:45:00,0,0.4,0.4
15/07/2023 23:00:00,0,0.52,0.52
15/07/2023 23:15:00,1.2,2.4,1.2
15/07/2023 23:30:00,3.6,6.08,2.48
15/07/2023 23:45:00,3.4,6.04,2.64
16/07/2023 00:00:00,3.2,5.6,2.4
16/07/2023 00:15:00,3.2,5.36,2.16
16/07/2023 00:30:00,3,5.16,2.16
16/07/2023 00:45:00,2.8,4.92,2.12
16/07/2023 01:00:00,2.6,4.64,2.04
16/07/2023 01:15:00,2.6,4.44,1.84
16/07/2023 01:30:00,2.6,4.32,1.72
16/07/2023 01:45:00,2.4,4.24,1.84
16/07/2023 02:00:00,2.4,4.12,1.72
16/07/2023 02:15:00,2.4,4.04,1.64
16/07/2023 02:30:00,2.2,4,1.8
16/07/2023 02:45:00,2.4,3.96,1.56
16/07/2023 03:00:00,2.2,3.96,1.76
16/07/2023 03:15:00,2.4,4.16,1.76
16/07/2023 03:30:00,4,6.76,2.76
16/07/2023 03:45:00,6.6,11.44,4.84
16/07/2023 04:00:00,8.4,14.08,5.68
16/07/2023 04:15:00,7,12.08,5.08
16/07/2023 04:30:00,5.4,9.04,3.64
16/07/2023 04:45:00,4.2,7.2,3
16/07/2023 05:00:00,3.6,6.2,2.6
16/07/2023 05:15:00,3.4,5.52,2.12
16/07/2023 05:30:00,2.8,5.04,2.24
16/07/2023 05:45:00,2.8,4.76,1.96
16/07/2023 06:00:00,2.8,4.52,1.72
16/07/2023 06:15:00,2.6,4.32,1.72
16/07/2023 06:30:00,2.4,4.28,1.88
16/07/2023 06:45:00,2.4,4.08,1.68
16/07/2023 07:00:00,2.4,4.04,1.64
16/07/2023 07:15:00,2.4,4,1.6
16/07/2023 07:30:00,2.4,3.96,1.56
16/07/2023 07:45:00,2.2,3.96,1.76
16/07/2023 08:00:00,2.8,4.8,2
16/07/2023 08:15:00,4.8,8.04,3.24
16/07/2023 08:30:00,6.8,11.56,4.76
16/07/2023 08:45:00,7.2,12.4,5.2
16/07/2023 09:00:00,5.8,9.64,3.84
16/07/2023 09:15:00,4.4,7.56,3.16
16/07/2023 09:30:00,3.8,6.44,2.64
16/07/2023 09:45:00,3.4,5.76,2.36
16/07/2023 10:00:00,3.2,5.24,2.04
16/07/2023 10:15:00,2.8,4.96,2.16
16/07/2023 10:30:00,3.2,5.28,2.08
16/07/2023 10:45:00,6.2,10.68,4.48
16/07/2023 11:00:00,7.8,13.08,5.28
16/07/2023 11:15:00,7.6,13.04,5.44
16/07/2023 11:30:00,7.6,12.88,5.28
16/07/2023 11:45:00,8,13.6,5.6
16/07/2023 12:00:00,6.6,11.2,4.6
16/07/2023 12:15:00,5.2,8.8,3.6
16/07/2023 12:30:00,4.6,7.8,3.2
16/07/2023 12:45:00,5.6,9.44,3.84
16/07/2023 13:00:00,7.2,12.08,4.88
16/07/2023 13:15:00,8,13.64,5.64
16/07/2023 13:30:00,6.6,11.24,4.64
16/07/2023 13:45:00,5.2,8.68,3.48
16/07/2023 14:00:00,4.4,7.36,2.96
16/07/2023 14:15:00,3.8,6.52,2.72
16/07/2023 14:30:00,3.6,5.88,2.28
16/07/2023 14:45:00,3,5.36,2.36
16/07/2023 15:00:00,3.2,5.36,2.16
16/07/2023 15:15:00,4.4,7.36,2.96
16/07/2023 15:30:00,6.6,11.44,4.84
16/07/2023 15:45:00,7.2,12.16,4.96
16/07/2023 16:00:00,7.2,12.08,4.88
16/07/2023 16:15:00,7,11.92,4.92
16/07/2023 16:30:00,7.2,12.32,5.12
16/07/2023 16:45:00,8.6,14.4,5.8
16/07/2023 17:00:00,9.2,15.72,6.52
16/07/2023 17:15:00,8.4,14.24,5.84
16/07/2023 17:30:00,6,10.04,4.04
16/07/2023 17:45:00,4.4,7.28,2.88
16/07/2023 18:00:00,3.4,5.68,2.28
16/07/2023 18:15:00,2.6,4.56,1.96
16/07/2023 18:30:00,2.2,3.76,1.56
16/07/2023 18:45:00,2,3.24,1.24
16/07/2023 19:00:00,1.6,2.8,1.2
16/07/2023 19:15:00,1.6,2.48,0.88
16/07/2023 19:30:00,1.2,2.28,1.08
16/07/2023 19:45:00,1.2,2.12,0.92
16/07/2023 20:00:00,1.4,2.24,0.84
16/07/2023 20:15:00,4.4,7.32,2.92
16/07/2023 20:30:00,10,16.92,6.92
16/07/2023 20:45:00,11.8,19.84,8.04
16/07/2023 21:00:00,11.4,19.08,7.68
16/07/2023 21:15:00,10.6,17.64,7.04
16/07/2023 21:30:00,8.4,14.08,5.68
16/07/2023 21:45:00,6.4,10.4,4
16/07/2023 22:00:00,4.8,8.08,3.28
16/07/2023 22:15:00,4,6.64,2.64
16/07/2023 22:30:00,3.4,5.76,2.36
16/07/2023 22:45:00,3.2,5.2,2
16/07/2023 23:00:00,2.8,4.76,1.96
16/07/2023 23:15:00,2.6,4.48,1.88
16/07/2023 23:30:00,2.6,4.28,1.68
16/07/2023 23:45:00,2.4,4.08,1.68
17/07/2023 00:00:00,2.4,3.96,1.56
17/07/2023 00:15:00,2.4,3.96,1.56
17/07/2023 00:30:00,2.2,3.88,1.68
17/07/2023 00:45:00,2.6,4.36,1.76
17/07/2023 01:00:00,3.8,6.32,2.52
17/07/2023 01:15:00,5.4,9.28,3.88
17/07/2023 01:30:00,6.2,10.2,4
17/07/2023 01:45:00,4.6,7.96,3.36
17/07/2023 02:00:00,3.6,6.2,2.6
17/07/2023 02:15:00,3.2,5.12,1.92
17/07/2023 02:30:00,2.6,4.36,1.76
17/07/2023 02:45:00,2,3.64,1.64
17/07/2023 03:00:00,2,3.12,1.12
17/07/2023 03:15:00,1.6,2.72,1.12
17/07/2023 03:30:00,1.4,2.44,1.04
17/07/2023 03:45:00,1.4,2.24,0.84
17/07/2023 04:00:00,1.2,2.12,0.92
17/07/2023 04:15:00,1.2,2.12,0.92
17/07/2023 04:30:00,1.2,2.04,0.84
17/07/2023 04:45:00,1.2,2.04,0.84
17/07/2023 05:00:00,1.2,2,0.8
17/07/2023 05:15:00,1.2,2,0.8
17/07/2023 05:30:00,1.2,2.08,0.88
17/07/2023 05:45:00,1.2,2.08,0.88
17/07/2023 06:00:00,1.2,2.04,0.84
17/07/2023 06:15:00,1.2,2.08,0.88
17/07/2023 06:30:00,1.2,2.04,0.84
17/07/2023 06:45:00,1.2,2.08,0.88
17/07/2023 07:00:00,1,2.04,1.04
17/07/2023 07:15:00,1.4,2.16,0.76
17/07/2023 07:30:00,1.2,2.08,0.88
17/07/2023 07:45:00,1.2,2.04,0.84
17/07/2023 08:00:00,1.2,2.08,0.88
17/07/2023 08:15:00,1.2,2.08,0.88
17/07/2023 08:30:00,1.2,2,0.8
17/07/2023 08:45:00,1.2,2.12,0.92
17/07/2023 09:00:00,1.4,2.36,0.96
17/07/2023 09:15:00,1.4,2.48,1.08
17/07/2023 09:30:00,1.4,2.48,1.08
17/07/2023 09:45:00,1.6,2.76,1.16
17/07/2023 10:00:00,5,8.28,3.28
17/07/2023 10:15:00,11.6,19.72,8.12
17/07/2023 10:30:00,13.2,21.88,8.68
17/07/2023 10:45:00,12.2,20.32,8.12
17/07/2023 11:00:00,11,18.44,7.44
17/07/2023 11:15:00,9.8,16.32,6.52
17/07/2023 11:30:00,7.4,12.08,4.68
17/07/2023 11:45:00,5.4,9.16,3.76
17/07/2023 12:00:00,4.6,7.48,2.88
17/07/2023 12:15:00,4,6.56,2.56
17/07/2023 12:30:00,3.4,5.76,2.36
17/07/2023 12:45:00,3,5.12,2.12
17/07/2023 13:00:00,2.8,4.68,1.88
17/07/2023 13:15:00,2.8,4.52,1.72
17/07/2023 13:30:00,2.6,4.36,1.76
17/07/2023 13:45:00,2.4,4.32,1.92
17/07/2023 14:00:00,2.6,4.36,1.76
17/07/2023 14:15:00,2.6,4.24,1.64
17/07/2023 14:30:00,3,4.92,1.92
17/07/2023 14:45:00,4,6.8,2.8
17/07/2023 15:00:00,5.8,9.8,4
17/07/2023 15:15:00,6.6,11.28,4.68
17/07/2023 15:30:00,6.4,10.64,4.24
17/07/2023 15:45:00,7.8,13.04,5.24
17/07/2023 16:00:00,9.2,15.72,6.52
17/07/2023 16:15:00,9,14.88,5.88
17/07/2023 16:30:00,8.2,13.88,5.68
17/07/2023 16:45:00,7.8,13.08,5.28
17/07/2023 17:00:00,7.8,12.88,5.08
17/07/2023 17:15:00,8,13.36,5.36
17/07/2023 17:30:00,8.2,13.68,5.48
17/07/2023 17:45:00,6.8,11.56,4.76
17/07/2023 18:00:00,5.2,8.4,3.2
17/07/2023 18:15:00,3.8,6.32,2.52
