Date of Reading,(CUS) UN0633 (Flow) (Flow (m3/hr)),(CUS) UN0630 (Flow) (Flow (m3/hr)),(IN) NX1201 (Flow) (Flow (m3/hr)),(OUT) UN0401 (Flow) (Flow (m3/hr)),(OUT) UN0601 (Flow) (Flow (m3/hr)),(OUT) UN0602 Flow (Flow (m3/hr)),(OUT) UN1301 15 Min flow (Flow (m3/hr)),(OUT) UN0402 Flow (Flow (m3/hr)),Pulborough 200mm Trunk main (Balance) (Flow (m3/hr))
19/07/2021 21:00:00,,,65.99999,18.64,44.39999,,,,2.96
19/07/2021 21:15:00,,,68.8,20.32,45.4,,,,3.08
19/07/2021 21:30:00,,,62.79998,15.68,44.39999,,,,2.71999
19/07/2021 21:45:00,,,60.40001,13.64,43.96,,,,2.80001
19/07/2021 22:00:00,,,53.6,14.2,36.79999,,,,2.60001
19/07/2021 22:15:00,,,47.2,10.96,34.16,,,,2.08
19/07/2021 22:30:00,,,41.60002,10.28,29.28,,,,2.04002
19/07/2021 22:45:00,,,35.6,8.48,25.36,,,,1.76
19/07/2021 23:00:00,,,32.4,8.44,22.4,,,,1.56
19/07/2021 23:15:00,,,28.8,6.8,20.92,,,,1.08
19/07/2021 23:30:00,,,27.2,6.12,19.72,,,,1.36
19/07/2021 23:45:00,,,28,7.08,19.48,,,,1.44
20/07/2021 00:00:00,,,28.4,7.4,19.92,,,,1.08
20/07/2021 00:15:00,,,33.6,6.88,25.04,,,,1.68
20/07/2021 00:30:00,,,32.4,6.16,24.6,,,,1.64
20/07/2021 00:45:00,,,30,5.84,22.68,,,,1.48
20/07/2021 01:00:00,,,29.6,6.12,22.24,,,,1.24
20/07/2021 01:15:00,,,28.8,5.48,21.92,,,,1.4
20/07/2021 01:30:00,,,28,5.16,21.72,,,,1.12
20/07/2021 01:45:00,,,27.2,5,20.88,,,,1.32
20/07/2021 02:00:00,,,28.4,5.36,21.48,,,,1.56
20/07/2021 02:15:00,,,36.79999,5.04,30.12,,,,1.63999
20/07/2021 02:30:00,,,34.8,4.92,28.24,,,,1.64
20/07/2021 02:45:00,,,36.4,5.72,29,,,,1.68
20/07/2021 03:00:00,,,31.2,5.48,24.56,,,,1.16
20/07/2021 03:15:00,,,25.2,5.16,18.8,,,,1.24
20/07/2021 03:30:00,,,23.6,5,17.28,,,,1.32
20/07/2021 03:45:00,,,24.4,5.36,18.16,,,,0.88
20/07/2021 04:00:00,,,24.8,5,18.44,,,,1.36
20/07/2021 04:15:00,,,26,5.4,19.44,,,,1.16
20/07/2021 04:30:00,,,30.8,7.76,21.64,,,,1.4
20/07/2021 04:45:00,,,32.4,9,21.92,,,,1.48
20/07/2021 05:00:00,,,36.79999,9.56,25.24,,,,1.99999
20/07/2021 05:15:00,,,43.99999,10.36,31.92,,,,1.71999
20/07/2021 05:30:00,,,48.80002,13.6,32.88,,,,2.32002
20/07/2021 05:45:00,,,56.40001,16.04,37.55999,,,,2.80002
20/07/2021 06:00:00,,,67.20001,20.44,43.76002,,,,2.99999
20/07/2021 06:15:00,,,74.80001,23.44,47.95999,,,,3.40002
20/07/2021 06:30:00,,,84.80002,24.2,56.80001,,,,3.80001
20/07/2021 06:45:00,,,88.80001,25.44,59.15999,,,,4.20002
20/07/2021 07:00:00,,,90,27.52,58.28,,,,4.2
20/07/2021 07:15:00,,,87.59999,26.44,57.35999,,,,3.8
20/07/2021 07:30:00,,,95.19998,28.92,61.72002,,,,4.55996
20/07/2021 07:45:00,,,83.2,25.16,54.28001,,,,3.75999
20/07/2021 08:00:00,,,78.40001,25.2,49.56001,,,,3.64
20/07/2021 08:15:00,,,84.80002,25.92,54.79999,,,,4.08003
20/07/2021 08:30:00,,,77.60002,23.64,50.56002,,,,3.4
20/07/2021 08:45:00,,,75.6,24.44,47.44001,,,,3.71999
20/07/2021 09:00:00,,,78.40001,25.84,49.16002,,,,3.39999
20/07/2021 09:15:00,,,73.59998,23.16,46.87999,,,,3.55999
20/07/2021 09:30:00,,,75.6,22.76,49.47998,,,,3.36002
20/07/2021 09:45:00,,,72.79999,21.68,47.52,,,,3.59999
20/07/2021 10:00:00,,,73.19999,22.36,47.67998,,,,3.16001
20/07/2021 10:15:00,,,72.4,23.6,45.47999,,,,3.32001
20/07/2021 10:30:00,,,69.59999,19.28,46.96002,,,,3.35997
20/07/2021 10:45:00,,,72,21.6,47.12,,,,3.28
20/07/2021 11:00:00,,,72,21.92,46.72001,,,,3.35999
20/07/2021 11:15:00,,,60.00001,18.88,38.40001,,,,2.72
20/07/2021 11:30:00,,,61.6,18.8,39.71999,,,,3.08001
20/07/2021 11:45:00,,,58.79999,18.04,38.08001,,,,2.67998
20/07/2021 12:00:00,,,56.40001,17.72,36.04,,,,2.64001
20/07/2021 12:15:00,,,58.79999,17.44,38.72002,,,,2.63997
20/07/2021 12:30:00,,,60.00001,18.2,39.16001,,,,2.64
20/07/2021 12:45:00,,,58.79999,17.68,38.44001,,,,2.67998
20/07/2021 13:00:00,,,64.8,17.8,43.56,,,,3.44
20/07/2021 13:15:00,,,60.40001,16.12,41.51999,,,,2.76002
20/07/2021 13:30:00,,,51.59999,15.76,33.4,,,,2.43999
20/07/2021 13:45:00,,,56.80001,17.12,37.24002,,,,2.43999
20/07/2021 14:00:00,,,53.6,17,34,,,,2.6
20/07/2021 14:15:00,,,56.40001,17.64,35.96,,,,2.80001
20/07/2021 14:30:00,,,53.20001,15.32,35.32,,,,2.56001
20/07/2021 14:45:00,,,54,17.6,34.04,,,,2.36
20/07/2021 15:00:00,,,59.19998,21.48,34.92,,,,2.79998
20/07/2021 15:15:00,,,65.2,21.72,40.60001,,,,2.87999
20/07/2021 15:30:00,,,72,24.36,44.28,,,,3.36
20/07/2021 15:45:00,,,73.59998,25.2,44.84002,,,,3.55996
20/07/2021 16:00:00,,,72,21.88,46.96002,,,,3.15998
20/07/2021 16:15:00,,,73.19999,24.36,45.68,,,,3.15999
20/07/2021 16:30:00,,,78.8,23.48,51.44,,,,3.88
20/07/2021 16:45:00,,,84.39998,24.56,55.84,,,,3.99998
20/07/2021 17:00:00,,,92.00002,28.48,59.28001,,,,4.24001
20/07/2021 17:15:00,,,95.60002,30.4,60.76001,,,,4.44001
20/07/2021 17:30:00,,,102.39998,29.96,67.79999,,,,4.63999
20/07/2021 17:45:00,,,103.20001,33.36,64.76,,,,5.08001
20/07/2021 18:00:00,,,106.40002,33.64,67.72,,,,5.04002
20/07/2021 18:15:00,,,100.8,32.8,63.20002,,,,4.79998
20/07/2021 18:30:00,,,96.8,31.84,60.63998,,,,4.32002
20/07/2021 18:45:00,,,105.99998,34.08,66.92,,,,4.99998
20/07/2021 19:00:00,,,104.8,35.04,64.76,,,,5
20/07/2021 19:15:00,,,107.6,30.48,72.24001,,,,4.87999
20/07/2021 19:30:00,,,104.4,27.4,71.71999,,,,5.28001
20/07/2021 19:45:00,,,92.80001,26.08,62.75999,,,,3.96002
20/07/2021 20:00:00,,,86.8,25.96,56.59999,,,,4.24001
20/07/2021 20:15:00,,,86,27.64,54.64001,,,,3.71999
20/07/2021 20:30:00,,,71.20001,20.8,47.08001,,,,3.32
20/07/2021 20:45:00,,,68.8,21.36,44.35999,,,,3.08001
20/07/2021 21:00:00,,,65.2,21.16,41.19998,,,,2.84002
20/07/2021 21:15:00,,,68.4,20.16,44.92001,,,,3.31999
20/07/2021 21:30:00,,,60.00001,16.24,40.88002,,,,2.87999
20/07/2021 21:45:00,,,59.60002,14.88,42.12,,,,2.60002
20/07/2021 22:00:00,,,55.59998,13.8,39.04002,,,,2.75996
20/07/2021 22:15:00,,,46.8,10.96,34.08,,,,1.76
20/07/2021 22:30:00,,,40,9.4,28.32,,,,2.28
20/07/2021 22:45:00,,,34.8,9.12,24.16,,,,1.52
20/07/2021 23:00:00,,,33.2,9,22.6,,,,1.6
20/07/2021 23:15:00,,,31.6,7.76,22.6,,,,1.24
20/07/2021 23:30:00,,,28.8,6.88,20.48,,,,1.44
20/07/2021 23:45:00,,,28.8,7.24,20.16,,,,1.4
21/07/2021 00:00:00,,,28.8,7,20.4,,,,1.4
21/07/2021 00:15:00,,,34,7.8,24.56,,,,1.64
21/07/2021 00:30:00,,,33.2,7.2,24.52,,,,1.48
21/07/2021 00:45:00,,,33.2,7.36,24.16,,,,1.68
21/07/2021 01:00:00,,,31.6,7.32,23,,,,1.28
21/07/2021 01:15:00,,,34.4,9.56,23.04,,,,1.8
21/07/2021 01:30:00,,,32.8,7.52,23.8,,,,1.48
21/07/2021 01:45:00,,,30,6.76,22.08,,,,1.16
21/07/2021 02:00:00,,,30.4,6,22.68,,,,1.72
21/07/2021 02:15:00,,,38.00002,5.52,30.64,,,,1.84002
21/07/2021 02:30:00,,,36,5.56,28.76,,,,1.68
21/07/2021 02:45:00,,,35.6,5.8,28.48,,,,1.32
21/07/2021 03:00:00,,,32.8,6,24.96,,,,1.84
21/07/2021 03:15:00,,,25.6,5.48,19.2,,,,0.92
21/07/2021 03:30:00,,,24.8,5.48,18,,,,1.32
21/07/2021 03:45:00,,,26.8,5.68,19.76,,,,1.36
21/07/2021 04:00:00,,,26.4,5.8,19.48,,,,1.12
21/07/2021 04:15:00,,,28,5.88,20.92,,,,1.2
21/07/2021 04:30:00,,,28.4,6.56,20.44,,,,1.4
21/07/2021 04:45:00,,,33.2,8.24,23.4,,,,1.56
21/07/2021 05:00:00,,,38.40001,9.44,26.92,,,,2.04001
21/07/2021 05:15:00,,,42.00001,10.32,29.8,,,,1.88001
21/07/2021 05:30:00,,,48.39998,12.12,34.2,,,,2.07998
21/07/2021 05:45:00,,,61.6,18.56,40.24001,,,,2.79999
21/07/2021 06:00:00,,,64.4,20,41.47999,,,,2.92001
21/07/2021 06:15:00,,,71.6,19.76,48.56,,,,3.28
21/07/2021 06:30:00,,,82.8,23.56,55.24002,,,,3.99998
21/07/2021 06:45:00,,,96.40001,30.12,61.99999,,,,4.28002
21/07/2021 07:00:00,,,97.99999,33.24,60.04001,,,,4.71998
21/07/2021 07:15:00,,,94.39999,29.92,60.23999,,,,4.24
21/07/2021 07:30:00,,,90,27.92,57.84001,,,,4.23999
21/07/2021 07:45:00,,,86.4,27.28,55.08,,,,4.04
21/07/2021 08:00:00,,,91.59998,29.08,58.03999,,,,4.47999
21/07/2021 08:15:00,,,88.40002,29.92,54.43999,,,,4.04003
21/07/2021 08:30:00,,,94,30,59.60002,,,,4.39998
21/07/2021 08:45:00,,,85.60001,26,55.59998,,,,4.00003
21/07/2021 09:00:00,,,80.39999,24.76,52.08001,,,,3.55998
21/07/2021 09:15:00,,,80.39999,26.2,50.60002,,,,3.59997
21/07/2021 09:30:00,,,81.60001,26.84,50.92002,,,,3.83999
21/07/2021 09:45:00,,,76.39999,24.28,48.44002,,,,3.67997
21/07/2021 10:00:00,,,76,22.64,49.84002,,,,3.51998
21/07/2021 10:15:00,,,71.20001,23.32,44.56001,,,,3.32
21/07/2021 10:30:00,,,67.60001,21.68,42.59999,,,,3.32002
21/07/2021 10:45:00,,,66.80002,18.88,44.84002,,,,3.08
21/07/2021 11:00:00,,,72.79999,21.64,47.80001,,,,3.35998
21/07/2021 11:15:00,,,61.6,19.12,39.76002,,,,2.71998
21/07/2021 11:30:00,,,61.6,18.64,39.92,,,,3.04
21/07/2021 11:45:00,,,57.6,18.12,36.87998,,,,2.60002
21/07/2021 12:00:00,,,63.60001,19.16,41.51999,,,,2.92002
21/07/2021 12:15:00,,,60.8,19.04,39.12001,,,,2.63999
21/07/2021 12:30:00,,,67.20001,21.4,42.40001,,,,3.4
21/07/2021 12:45:00,,,65.2,20.08,42.19999,,,,2.92001
21/07/2021 13:00:00,,,61.2,19.28,39.2,,,,2.72
21/07/2021 13:15:00,,,60.00001,15.52,41.72,,,,2.76001
21/07/2021 13:30:00,,,56.00002,15.4,37.55999,,,,3.04003
21/07/2021 13:45:00,,,55.59998,14.72,38.36002,,,,2.51996
21/07/2021 14:00:00,,,54,15.12,36.36,,,,2.52
21/07/2021 14:15:00,,,54,14.76,36.60001,,,,2.63999
21/07/2021 14:30:00,,,53.6,15.12,35.92,,,,2.56
21/07/2021 14:45:00,,,57.6,17.68,37.36001,,,,2.55999
21/07/2021 15:00:00,,,59.60002,18.48,38.40001,,,,2.72001
21/07/2021 15:15:00,,,64.4,20.2,41.04,,,,3.16
21/07/2021 15:30:00,,,65.2,20.52,41.83999,,,,2.84001
21/07/2021 15:45:00,,,67.60001,20.04,44.28,,,,3.28001
21/07/2021 16:00:00,,,69.59999,22.08,44.35999,,,,3.16
21/07/2021 16:15:00,,,74.00002,22.64,47.95999,,,,3.40003
21/07/2021 16:30:00,,,80.39999,23.36,53.52001,,,,3.51998
21/07/2021 16:45:00,,,82.00001,23.96,54.20002,,,,3.83999
21/07/2021 17:00:00,,,87.59999,28.12,55.12,,,,4.35999
21/07/2021 17:15:00,,,94,26.44,63.36,,,,4.2
21/07/2021 17:30:00,,,101.99999,27.04,70.27999,,,,4.68
21/07/2021 17:45:00,,,102.39998,29.16,68.32001,,,,4.91997
21/07/2021 18:00:00,,,103.60001,34.2,64.36001,,,,5.04
21/07/2021 18:15:00,,,103.60001,35.08,63.64001,,,,4.88
21/07/2021 18:30:00,,,104.8,33,66.84001,,,,4.95999
21/07/2021 18:45:00,,,103.60001,29.72,69.19999,,,,4.68002
21/07/2021 19:00:00,,,99.60001,28.92,65.76001,,,,4.92
21/07/2021 19:15:00,,,110.00002,28.56,76.08002,,,,5.36
21/07/2021 19:30:00,,,96.8,27.72,64.64002,,,,4.43998
21/07/2021 19:45:00,,,89.6,23.96,61.48001,,,,4.15999
21/07/2021 20:00:00,,,80.39999,21.2,55.55999,,,,3.64
21/07/2021 20:15:00,,,86.8,22,60.52,,,,4.28
21/07/2021 20:30:00,,,75.6,20.44,51.88,,,,3.28
21/07/2021 20:45:00,,,73.59998,21.28,49.07999,,,,3.23999
21/07/2021 21:00:00,,,67.20001,19.72,44.16001,,,,3.32
21/07/2021 21:15:00,,,65.99999,19.04,43.96,,,,2.99999
21/07/2021 21:30:00,,,65.99999,19.24,43.80001,,,,2.95998
21/07/2021 21:45:00,,,61.99999,16.64,42.44,,,,2.91999
21/07/2021 22:00:00,,,54.79999,14.56,37.87999,,,,2.36
21/07/2021 22:15:00,,,48.39998,12.8,33.52,,,,2.07998
21/07/2021 22:30:00,,,42.00001,12.48,27.52,,,,2.00001
21/07/2021 22:45:00,,,38.80001,11.28,25.76,,,,1.76001
21/07/2021 23:00:00,,,36.4,10.6,24.04,,,,1.76
21/07/2021 23:15:00,,,34.8,10,23.12,,,,1.68
21/07/2021 23:30:00,,,31.6,9,21.2,,,,1.4
21/07/2021 23:45:00,,,31.6,9.72,20.52,,,,1.36
22/07/2021 00:00:00,,,32.8,10.04,21.24,,,,1.52
22/07/2021 00:15:00,,,36.79999,9.44,25.32,,,,2.03999
22/07/2021 00:30:00,,,34.4,9.04,23.96,,,,1.4
22/07/2021 00:45:00,,,34.4,8.16,24.56,,,,1.68
22/07/2021 01:00:00,,,33.2,8.24,23.32,,,,1.64
22/07/2021 01:15:00,,,32.4,7.84,23,,,,1.56
22/07/2021 01:30:00,,,30.8,7.52,22,,,,1.28
22/07/2021 01:45:00,,,30.4,7.44,21.64,,,,1.32
22/07/2021 02:00:00,,,29.2,7.44,20.24,,,,1.52
22/07/2021 02:15:00,,,36.4,7.56,27.04,,,,1.8
22/07/2021 02:30:00,,,38.40001,7.6,29,,,,1.80001
22/07/2021 02:45:00,,,36.4,7.84,26.92,,,,1.64
22/07/2021 03:00:00,,,33.2,7.84,23.8,,,,1.56
22/07/2021 03:15:00,,,26.8,7.4,18.4,,,,1
22/07/2021 03:30:00,,,25.6,7.48,16.8,,,,1.32
22/07/2021 03:45:00,,,25.2,7.48,16.52,,,,1.2
22/07/2021 04:00:00,,,26.8,7.8,17.88,,,,1.12
22/07/2021 04:15:00,,,29.2,8.16,19.4,,,,1.64
22/07/2021 04:30:00,,,33.2,8.68,23.12,,,,1.4
22/07/2021 04:45:00,,,32.8,10.28,20.96,,,,1.56
22/07/2021 05:00:00,,,37.19999,10.68,25.04,,,,1.47999
22/07/2021 05:15:00,,,41.60002,10.6,29.08,,,,1.92002
22/07/2021 05:30:00,,,53.20001,15.28,35.44,,,,2.48001
22/07/2021 05:45:00,,,58,17.68,37.44,,,,2.88
22/07/2021 06:00:00,,,66.39998,20.56,42.76001,,,,3.07997
22/07/2021 06:15:00,,,72,22.28,46.55999,,,,3.16001
22/07/2021 06:30:00,,,79.99999,23.44,52.84001,,,,3.71998
22/07/2021 06:45:00,,,85.20001,26.8,54.47999,,,,3.92002
22/07/2021 07:00:00,,,90.4,29.24,56.80001,,,,4.35999
22/07/2021 07:15:00,,,92.00002,29.28,58.75999,,,,3.96003
22/07/2021 07:30:00,,,93.6,25.16,63.88002,,,,4.55998
22/07/2021 07:45:00,,,92.00002,24,63.56002,,,,4.44
22/07/2021 08:00:00,,,88.40002,25,59.28001,,,,4.12001
22/07/2021 08:15:00,,,88.40002,26.6,57.80002,,,,4
22/07/2021 08:30:00,,,86.8,25.28,57.39998,,,,4.12002
22/07/2021 08:45:00,,,79.2,24.88,50.51999,,,,3.80001
22/07/2021 09:00:00,,,79.2,23.4,52.40002,,,,3.39998
22/07/2021 09:15:00,,,76.79999,24.32,48.6,,,,3.87999
22/07/2021 09:30:00,,,73.19999,22.16,47.72002,,,,3.31997
22/07/2021 09:45:00,,,72.79999,21.84,47.76001,,,,3.19998
22/07/2021 10:00:00,,,69.99998,19.8,46.91999,,,,3.27999
22/07/2021 10:15:00,,,73.19999,22.2,47.59999,,,,3.4
22/07/2021 10:30:00,,,76,20.88,51.36001,,,,3.75999
22/07/2021 10:45:00,,,65.2,19.96,42.32002,,,,2.91998
22/07/2021 11:00:00,,,69.59999,21.72,44.48002,,,,3.39997
22/07/2021 11:15:00,,,67.60001,21.6,42.91999,,,,3.08002
22/07/2021 11:30:00,,,66.39998,21.8,41.51999,,,,3.07999
22/07/2021 11:45:00,,,68.4,21.44,43.76002,,,,3.19998
22/07/2021 12:00:00,,,64.8,21.28,40.39999,,,,3.12001
22/07/2021 12:15:00,,,65.99999,21.8,41.19998,,,,3.00001
22/07/2021 12:30:00,,,66.39998,19.52,43.92,,,,2.95998
22/07/2021 12:45:00,,,62.79998,18.8,41.04,,,,2.95998
22/07/2021 13:00:00,,,65.59999,20.96,41.64001,,,,2.99998
22/07/2021 13:15:00,,,62.39999,18.72,40.79999,,,,2.88
22/07/2021 13:30:00,,,60.8,18.4,39.2,,,,3.2
22/07/2021 13:45:00,,,61.6,20.2,38.88,,,,2.52
22/07/2021 14:00:00,,,61.99999,19.36,39.6,,,,3.03999
22/07/2021 14:15:00,,,65.59999,19.12,43.2,,,,3.27999
22/07/2021 14:30:00,,,64.00001,19.88,41.51999,,,,2.60002
22/07/2021 14:45:00,,,68,21.08,43.76002,,,,3.15998
22/07/2021 15:00:00,,,71.20001,21.28,46.36001,,,,3.56
22/07/2021 15:15:00,,,70.80001,22.32,45.28001,,,,3.2
22/07/2021 15:30:00,,,73.19999,21.36,48.39998,,,,3.44001
22/07/2021 15:45:00,,,62.79998,17.88,42.00001,,,,2.91997
22/07/2021 16:00:00,,,62.79998,18.52,41.32001,,,,2.95997
22/07/2021 16:15:00,,,70.80001,20.88,46.64002,,,,3.27999
22/07/2021 16:30:00,,,70.80001,20.16,47.2,,,,3.44001
22/07/2021 16:45:00,,,77.19998,24.4,49.47998,,,,3.32
22/07/2021 17:00:00,,,85.60001,26,55.19999,,,,4.40002
22/07/2021 17:15:00,,,88.40002,25.72,58.88002,,,,3.8
22/07/2021 17:30:00,,,100.00001,27,68.04,,,,4.96001
22/07/2021 17:45:00,,,91.19999,30.08,57.08002,,,,4.03997
22/07/2021 18:00:00,,,93.6,28,61.04002,,,,4.55998
22/07/2021 18:15:00,,,99.20002,30.76,64.00001,,,,4.44001
22/07/2021 18:30:00,,,98.79998,31.64,62.64,,,,4.51998
22/07/2021 18:45:00,,,96.40001,32.68,58.92001,,,,4.8
22/07/2021 19:00:00,,,93.2,30.44,58.64,,,,4.12
22/07/2021 19:15:00,,,101.99999,31,66.08002,,,,4.91997
22/07/2021 19:30:00,,,107.20001,28.64,73.28002,,,,5.27999
22/07/2021 19:45:00,,,93.2,25.8,62.96,,,,4.44
22/07/2021 20:00:00,,,87.99998,26.84,57.16001,,,,3.99997
22/07/2021 20:15:00,,,76.79999,23.76,49.52002,,,,3.51997
22/07/2021 20:30:00,,,71.20001,21.4,46.55999,,,,3.24002
22/07/2021 20:45:00,,,65.59999,18.44,44.16001,,,,2.99998
22/07/2021 21:00:00,,,62.79998,19.52,40.32,,,,2.95998
22/07/2021 21:15:00,,,63.20002,18.44,42.16,,,,2.60002
22/07/2021 21:30:00,,,61.2,16.28,41.83999,,,,3.08001
22/07/2021 21:45:00,,,58.39999,15.72,40.16002,,,,2.51997
22/07/2021 22:00:00,,,58.39999,14.84,40.88002,,,,2.67997
22/07/2021 22:15:00,,,64.00001,13.44,47.36002,,,,3.19999
22/07/2021 22:30:00,,,43.6,11.4,30.2,,,,2
22/07/2021 22:45:00,,,39.2,11.84,25.68,,,,1.68
22/07/2021 23:00:00,,,36,10.24,24,,,,1.76
22/07/2021 23:15:00,,,34.4,8.36,24.52,,,,1.52
22/07/2021 23:30:00,,,32.4,7.72,23,,,,1.68
22/07/2021 23:45:00,,,30.8,8.56,20.96,,,,1.28
23/07/2021 00:00:00,,,32.8,9.28,21.88,,,,1.64
23/07/2021 00:15:00,,,36.4,9.36,25.2,,,,1.84
23/07/2021 00:30:00,,,35.6,9.08,24.96,,,,1.56
23/07/2021 00:45:00,,,36,9.08,25.08,,,,1.84
23/07/2021 01:00:00,,,34.4,8.92,23.84,,,,1.64
23/07/2021 01:15:00,,,36,10.48,24.08,,,,1.44
23/07/2021 01:30:00,,,33.2,8.72,23,,,,1.48
23/07/2021 01:45:00,,,30.8,7.48,21.56,,,,1.76
23/07/2021 02:00:00,,,30.4,7.68,21.32,,,,1.4
23/07/2021 02:15:00,,,41.19998,7.56,31.92,,,,1.71998
23/07/2021 02:30:00,,,39.6,7.6,30.08,,,,1.92
23/07/2021 02:45:00,,,38.40001,7.68,28.8,,,,1.92001
23/07/2021 03:00:00,,,38.00002,7.88,28.36,,,,1.76002
23/07/2021 03:15:00,,,29.6,7.6,20.56,,,,1.44
23/07/2021 03:30:00,,,28,7.88,18.8,,,,1.32
23/07/2021 03:45:00,,,27.6,7.92,18.64,,,,1.04
23/07/2021 04:00:00,,,28,7.96,18.72,,,,1.32
23/07/2021 04:15:00,,,32,8.24,21.96,,,,1.8
23/07/2021 04:30:00,,,31.2,8.4,21.36,,,,1.44
23/07/2021 04:45:00,,,37.19999,10.08,25.56,,,,1.55999
23/07/2021 05:00:00,,,39.2,10.32,26.76,,,,2.12
23/07/2021 05:15:00,,,44.39999,11.48,31,,,,1.91999
23/07/2021 05:30:00,,,50.8,13.92,34.52,,,,2.36
23/07/2021 05:45:00,,,58,17.52,37.64002,,,,2.83998
23/07/2021 06:00:00,,,64.00001,18,43.36002,,,,2.63999
23/07/2021 06:15:00,,,75.2,22.8,48.67999,,,,3.72001
23/07/2021 06:30:00,,,83.59999,26.8,53.03999,,,,3.76
23/07/2021 06:45:00,,,88.80001,29,55.51999,,,,4.28002
23/07/2021 07:00:00,,,94,31.4,58.16002,,,,4.43998
23/07/2021 07:15:00,,,92.00002,29.68,58.24001,,,,4.08001
23/07/2021 07:30:00,,,97.2,29.28,63.24001,,,,4.67999
23/07/2021 07:45:00,,,93.6,27.44,61.88,,,,4.28
23/07/2021 08:00:00,,,97.99999,31.08,62.32,,,,4.59999
23/07/2021 08:15:00,,,101.59999,30.4,66.31999,,,,4.88
23/07/2021 08:30:00,,,92.40001,27.2,60.8,,,,4.40001
23/07/2021 08:45:00,,,87.59999,25,58.36,,,,4.23999
23/07/2021 09:00:00,,,83.99999,27.2,53.28,,,,3.51999
23/07/2021 09:15:00,,,80.79998,26.24,50.56002,,,,3.99996
23/07/2021 09:30:00,,,80.79998,25.24,51.99998,,,,3.56
23/07/2021 09:45:00,,,79.6,22,53.84002,,,,3.75998
23/07/2021 10:00:00,,,75.6,20.6,51.19999,,,,3.80001
23/07/2021 10:15:00,,,76.39999,21.96,51.04001,,,,3.39998
23/07/2021 10:30:00,,,71.6,21.12,47.00002,,,,3.47998
23/07/2021 10:45:00,,,69.59999,20.72,45.60001,,,,3.27998
23/07/2021 11:00:00,,,75.6,19.08,52.84001,,,,3.67999
23/07/2021 11:15:00,,,65.2,18.92,43.48001,,,,2.79999
23/07/2021 11:30:00,,,68.8,20.44,45.07999,,,,3.28001
23/07/2021 11:45:00,,,61.2,21.28,37.24002,,,,2.67998
23/07/2021 12:00:00,,,60.8,20.08,37.91999,,,,2.80001
23/07/2021 12:15:00,,,59.60002,21.36,35.44,,,,2.80002
23/07/2021 12:30:00,,,59.60002,18.8,37.8,,,,3.00002
23/07/2021 12:45:00,,,59.19998,21.52,35.28,,,,2.39998
23/07/2021 13:00:00,,,58.39999,19.32,36.20002,,,,2.87997
23/07/2021 13:15:00,,,62.79998,18.52,41.24002,,,,3.03996
23/07/2021 13:30:00,,,57.6,16.32,38.63999,,,,2.64001
23/07/2021 13:45:00,,,57.2,16.72,37.96002,,,,2.51998
23/07/2021 14:00:00,,,61.2,17.96,40.11998,,,,3.12002
23/07/2021 14:15:00,,,57.2,17.8,36.68,,,,2.72
23/07/2021 14:30:00,,,54.79999,16.72,35.64,,,,2.43999
23/07/2021 14:45:00,,,56.80001,16.72,37.36001,,,,2.72
23/07/2021 15:00:00,,,58.79999,17.84,38.27999,,,,2.68
23/07/2021 15:15:00,,,58,16.12,39.24,,,,2.64
23/07/2021 15:30:00,,,59.19998,18.24,38.04001,,,,2.91997
23/07/2021 15:45:00,,,62.39999,18.84,40.47998,,,,3.08001
23/07/2021 16:00:00,,,66.39998,20.16,43.40002,,,,2.83996
23/07/2021 16:15:00,,,79.2,21.4,54.04,,,,3.76
23/07/2021 16:30:00,,,79.6,21.84,53.88001,,,,3.87999
23/07/2021 16:45:00,,,74.80001,19.76,51.52,,,,3.52001
23/07/2021 17:00:00,,,82.00001,21.16,57.16001,,,,3.68
23/07/2021 17:15:00,,,90.4,21.64,64.12,,,,4.64
23/07/2021 17:30:00,,,75.2,19.8,52.2,,,,3.2
23/07/2021 17:45:00,,,74.40001,20.12,50.76,,,,3.52001
23/07/2021 18:00:00,,,76.39999,20.72,51.91999,,,,3.76
23/07/2021 18:15:00,,,75.2,20.92,51.00001,,,,3.27999
23/07/2021 18:30:00,,,76.39999,22.84,49.96001,,,,3.59998
23/07/2021 18:45:00,,,65.59999,19.92,42.99998,,,,2.68001
23/07/2021 19:00:00,,,64.8,17.6,44.07998,,,,3.12002
23/07/2021 19:15:00,,,74.80001,17,54.4,,,,3.40001
23/07/2021 19:30:00,,,77.19998,18.48,54.92002,,,,3.79996
23/07/2021 19:45:00,,,71.6,19.56,48.76002,,,,3.27998
23/07/2021 20:00:00,,,65.2,20,42.27998,,,,2.92002
23/07/2021 20:15:00,,,59.60002,17.32,39.64,,,,2.64002
23/07/2021 20:30:00,,,58.39999,17.4,38.04001,,,,2.95998
23/07/2021 20:45:00,,,56.80001,14.96,39.31999,,,,2.52002
23/07/2021 21:00:00,,,50,13.88,33.64,,,,2.48
23/07/2021 21:15:00,,,54.4,14.2,37.8,,,,2.4
23/07/2021 21:30:00,,,52.40002,13.28,36.64001,,,,2.48001
23/07/2021 21:45:00,,,54.4,14.32,37.68001,,,,2.39999
23/07/2021 22:00:00,,,59.19998,13.6,43.04002,,,,2.55996
23/07/2021 22:15:00,,,44.39999,11.12,30.84,,,,2.43999
