Date of Reading,(IN) SD1101 (Flow) (Flow (m3/hr)),(OUT) SD1003 (Flow) (Flow (m3/hr)),Southdown WSR 12" outlet TM to Queenborough (Balance) (Flow (m3/hr))
06/08/2023 12:45:00,0.4,41.33334,-40.93334
06/08/2023 13:00:00,0.4,42.40001,-42.00001
06/08/2023 13:15:00,0,40.66668,-40.66668
06/08/2023 13:30:00,0,38.8,-38.8
06/08/2023 13:45:00,0,37.33334,-37.33334
06/08/2023 14:00:00,0,38.4,-38.4
06/08/2023 14:15:00,0,37.33334,-37.33334
06/08/2023 14:30:00,0,39.2,-39.2
06/08/2023 14:45:00,0,38.66667,-38.66667
06/08/2023 15:00:00,0,38.4,-38.4
06/08/2023 15:15:00,0,38.66667,-38.66667
06/08/2023 15:30:00,0,39.20001,-39.20001
06/08/2023 15:45:00,0,41.33334,-41.33334
06/08/2023 16:00:00,0,41.60001,-41.60001
06/08/2023 16:15:00,0,38,-38
06/08/2023 16:30:00,0,40.00001,-40.00001
06/08/2023 16:45:00,0.4,40.00001,-39.60001
06/08/2023 17:00:00,0,40.00001,-40.00001
06/08/2023 17:15:00,0.4,42.66668,-42.26668
06/08/2023 17:30:00,0,42.00001,-42.00001
06/08/2023 17:45:00,0,40.66668,-40.66668
06/08/2023 18:00:00,0.4,42,-41.6
06/08/2023 18:15:00,0,38,-38
06/08/2023 18:30:00,0,40.40001,-40.40001
06/08/2023 18:45:00,1.2,42.00001,-40.80001
06/08/2023 19:00:00,0,40.40001,-40.40001
06/08/2023 19:15:00,0,38,-38
06/08/2023 19:30:00,0,40.00001,-40.00001
06/08/2023 19:45:00,0,39.33334,-39.33334
06/08/2023 20:00:00,0,39.2,-39.2
06/08/2023 20:15:00,0,40.00001,-40.00001
06/08/2023 20:30:00,0,34.8,-34.8
06/08/2023 20:45:00,0,32,-32
06/08/2023 21:00:00,0,33.2,-33.2
06/08/2023 21:15:00,0,32,-32
06/08/2023 21:30:00,0,32.8,-32.8
06/08/2023 21:45:00,0,33.33333,-33.33333
06/08/2023 22:00:00,0,29.6,-29.6
06/08/2023 22:15:00,0,28.66667,-28.66667
06/08/2023 22:30:00,0,28.4,-28.4
06/08/2023 22:45:00,0,27.33333,-27.33333
06/08/2023 23:00:00,0,27.2,-27.2
06/08/2023 23:15:00,0,26.66667,-26.66667
06/08/2023 23:30:00,0,28.4,-28.4
06/08/2023 23:45:00,0,25.33333,-25.33333
07/08/2023 00:00:00,0,25.6,-25.6
07/08/2023 00:15:00,0,25.33333,-25.33333
07/08/2023 00:30:00,0,24.8,-24.8
07/08/2023 00:45:00,0,25.33333,-25.33333
07/08/2023 01:00:00,0,27.2,-27.2
07/08/2023 01:15:00,0,26.66667,-26.66667
07/08/2023 01:30:00,0,24,-24
07/08/2023 01:45:00,0,26,-26
07/08/2023 02:00:00,0,24.4,-24.4
07/08/2023 02:15:00,0,24.66667,-24.66667
07/08/2023 02:30:00,0,24.4,-24.4
07/08/2023 02:45:00,0,25.33333,-25.33333
07/08/2023 03:00:00,0,24,-24
07/08/2023 03:15:00,0,24.66667,-24.66667
07/08/2023 03:30:00,0,24,-24
07/08/2023 03:45:00,0,24.66667,-24.66667
07/08/2023 04:00:00,0,25.6,-25.6
07/08/2023 04:15:00,0,28.66667,-28.66667
07/08/2023 04:30:00,0,27.6,-27.6
07/08/2023 04:45:00,0,28,-28
07/08/2023 05:00:00,0,30.4,-30.4
07/08/2023 05:15:00,0,34,-34
07/08/2023 05:30:00,0,33.2,-33.2
07/08/2023 05:45:00,0,38.66667,-38.66667
07/08/2023 06:00:00,0,36.8,-36.8
07/08/2023 06:15:00,0,41.33334,-41.33334
07/08/2023 06:30:00,0,40.00001,-40.00001
07/08/2023 06:45:00,0,42.66668,-42.66668
07/08/2023 07:00:00,0.4,42.8,-42.4
07/08/2023 07:15:00,0.8,46,-45.2
07/08/2023 07:30:00,2.4,46.4,-44
07/08/2023 07:45:00,0.4,43.33334,-42.93334
07/08/2023 08:00:00,0.8,44,-43.2
07/08/2023 08:15:00,1.2,44,-42.8
07/08/2023 08:30:00,0.8,44.4,-43.6
07/08/2023 08:45:00,1.2,46,-44.8
07/08/2023 09:00:00,0.8,43.6,-42.8
07/08/2023 09:15:00,0,43.33334,-43.33334
07/08/2023 09:30:00,1.6,46,-44.4
07/08/2023 09:45:00,0,44.66667,-44.66667
07/08/2023 10:00:00,0.8,44.8,-44
07/08/2023 10:15:00,2.8,46,-43.2
07/08/2023 10:30:00,0,42.40001,-42.40001
07/08/2023 10:45:00,0.4,42.66668,-42.26668
07/08/2023 11:00:00,0,43.20001,-43.20001
07/08/2023 11:15:00,0.4,44,-43.6
07/08/2023 11:30:00,0.4,43.60001,-43.20001
07/08/2023 11:45:00,0,45.33333,-45.33333
07/08/2023 12:00:00,0.8,45.2,-44.4
07/08/2023 12:15:00,2.8,46.66666,-43.86666
07/08/2023 12:30:00,0,41.60001,-41.60001
07/08/2023 12:45:00,0,40.66667,-40.66667
07/08/2023 13:00:00,0,42.80001,-42.80001
07/08/2023 13:15:00,0,42.66668,-42.66668
07/08/2023 13:30:00,0,43.60001,-43.60001
07/08/2023 13:45:00,0,42.66668,-42.66668
07/08/2023 14:00:00,0.4,42.40001,-42.00001
07/08/2023 14:15:00,0.4,45.33333,-44.93333
07/08/2023 14:30:00,0,42.4,-42.4
07/08/2023 14:45:00,0,40.00001,-40.00001
07/08/2023 15:00:00,0,40.40001,-40.40001
07/08/2023 15:15:00,0,39.33334,-39.33334
07/08/2023 15:30:00,0.4,44.40001,-44.00001
07/08/2023 15:45:00,0,42.00001,-42.00001
07/08/2023 16:00:00,0,41.60001,-41.60001
07/08/2023 16:15:00,0,43.33334,-43.33334
07/08/2023 16:30:00,0,44.8,-44.8
07/08/2023 16:45:00,0,42.66667,-42.66667
07/08/2023 17:00:00,1.2,46.4,-45.2
07/08/2023 17:15:00,0,42.66668,-42.66668
07/08/2023 17:30:00,0,45.2,-45.2
07/08/2023 17:45:00,0.4,43.33334,-42.93334
07/08/2023 18:00:00,0,44,-44
07/08/2023 18:15:00,0,46,-46
07/08/2023 18:30:00,0.4,45.6,-45.2
07/08/2023 18:45:00,1.6,45.33334,-43.73334
07/08/2023 19:00:00,0.4,43.60001,-43.20001
07/08/2023 19:15:00,0,44,-44
07/08/2023 19:30:00,0,42.00001,-42.00001
07/08/2023 19:45:00,0.8,45.33333,-44.53333
07/08/2023 20:00:00,0,41.20001,-41.20001
07/08/2023 20:15:00,0,38.66667,-38.66667
07/08/2023 20:30:00,0,38.4,-38.4
07/08/2023 20:45:00,0,38.66667,-38.66667
07/08/2023 21:00:00,0,35.6,-35.6
07/08/2023 21:15:00,0,34,-34
07/08/2023 21:30:00,0,33.6,-33.6
07/08/2023 21:45:00,0,32,-32
07/08/2023 22:00:00,0,33.6,-33.6
07/08/2023 22:15:00,0,31.33333,-31.33333
07/08/2023 22:30:00,0,30.4,-30.4
07/08/2023 22:45:00,0,28.66667,-28.66667
07/08/2023 23:00:00,0,28.4,-28.4
07/08/2023 23:15:00,0,28.66667,-28.66667
07/08/2023 23:30:00,0,27.6,-27.6
07/08/2023 23:45:00,0,27,-27
08/08/2023 00:00:00,0,26.8,-26.8
08/08/2023 00:15:00,0,25.5,-25.5
08/08/2023 00:30:00,0,27.2,-27.2
08/08/2023 00:45:00,0,28,-28
08/08/2023 01:00:00,0,28,-28
08/08/2023 01:15:00,0,27.33333,-27.33333
08/08/2023 01:30:00,0,25.6,-25.6
08/08/2023 01:45:00,0,27.33333,-27.33333
08/08/2023 02:00:00,0,26.4,-26.4
08/08/2023 02:15:00,0,26.66667,-26.66667
08/08/2023 02:30:00,0,25.2,-25.2
08/08/2023 02:45:00,0,25.33333,-25.33333
08/08/2023 03:00:00,0,25.2,-25.2
08/08/2023 03:15:00,0,26.66667,-26.66667
08/08/2023 03:30:00,0,26,-26
08/08/2023 03:45:00,0,28,-28
08/08/2023 04:00:00,0,27.2,-27.2
08/08/2023 04:15:00,0,27.33333,-27.33333
08/08/2023 04:30:00,0,27.6,-27.6
08/08/2023 04:45:00,0,28.66667,-28.66667
08/08/2023 05:00:00,0,30,-30
08/08/2023 05:15:00,0,32.66667,-32.66667
08/08/2023 05:30:00,0,33.2,-33.2
08/08/2023 05:45:00,0,35.33333,-35.33333
08/08/2023 06:00:00,0,36.8,-36.8
08/08/2023 06:15:00,0,36,-36
08/08/2023 06:30:00,0,40.4,-40.4
08/08/2023 06:45:00,0,44,-44
08/08/2023 07:00:00,0,41.60001,-41.60001
08/08/2023 07:15:00,0,40.00001,-40.00001
08/08/2023 07:30:00,0,41.60001,-41.60001
08/08/2023 07:45:00,0,42.00001,-42.00001
08/08/2023 08:00:00,0,42.40001,-42.40001
08/08/2023 08:15:00,0,44,-44
08/08/2023 08:30:00,0,42.80001,-42.80001
08/08/2023 08:45:00,0,42.00001,-42.00001
08/08/2023 09:00:00,0,43.2,-43.2
08/08/2023 09:15:00,0,41.33334,-41.33334
08/08/2023 09:30:00,0,41.2,-41.2
08/08/2023 09:45:00,0,41.33334,-41.33334
08/08/2023 10:00:00,0,42,-42
08/08/2023 10:15:00,0,42,-42
08/08/2023 10:30:00,0,44.8,-44.8
08/08/2023 10:45:00,0.4,46.66666,-46.26666
08/08/2023 11:00:00,0.4,45.2,-44.8
08/08/2023 11:15:00,1.2,43.33334,-42.13334
08/08/2023 11:30:00,0,42.00001,-42.00001
08/08/2023 11:45:00,0,40.66667,-40.66667
08/08/2023 12:00:00,0,38.4,-38.4
08/08/2023 12:15:00,0,37.33334,-37.33334
08/08/2023 12:30:00,0,39.60001,-39.60001
08/08/2023 12:45:00,0,37.33334,-37.33334
08/08/2023 13:00:00,0,36.4,-36.4
08/08/2023 13:15:00,0,38,-38
08/08/2023 13:30:00,0,38.4,-38.4
08/08/2023 13:45:00,0,40.00001,-40.00001
08/08/2023 14:00:00,0,40.40001,-40.40001
08/08/2023 14:15:00,0,37.33334,-37.33334
08/08/2023 14:30:00,0,36.8,-36.8
08/08/2023 14:45:00,0,36.66667,-36.66667
08/08/2023 15:00:00,0,40.00001,-40.00001
08/08/2023 15:15:00,0,42.66667,-42.66667
08/08/2023 15:30:00,0,39.6,-39.6
08/08/2023 15:45:00,0,41.33334,-41.33334
08/08/2023 16:00:00,0,40.40001,-40.40001
08/08/2023 16:15:00,0,39.33334,-39.33334
08/08/2023 16:30:00,0,42,-42
08/08/2023 16:45:00,0,41.33334,-41.33334
08/08/2023 17:00:00,0,41.20001,-41.20001
08/08/2023 17:15:00,0,44.66666,-44.66666
08/08/2023 17:30:00,0,44,-44
08/08/2023 17:45:00,0,44.66667,-44.66667
08/08/2023 18:00:00,0,44.8,-44.8
08/08/2023 18:15:00,0,43.33334,-43.33334
08/08/2023 18:30:00,0,40.00001,-40.00001
08/08/2023 18:45:00,0,40,-40
08/08/2023 19:00:00,0,41.60001,-41.60001
08/08/2023 19:15:00,0,41.33334,-41.33334
08/08/2023 19:30:00,0,38.80001,-38.80001
08/08/2023 19:45:00,0,38.00001,-38.00001
08/08/2023 20:00:00,0,37.6,-37.6
08/08/2023 20:15:00,0,39.33334,-39.33334
08/08/2023 20:30:00,0,36,-36
08/08/2023 20:45:00,0,35.33333,-35.33333
08/08/2023 21:00:00,0,35.6,-35.6
08/08/2023 21:15:00,0,36,-36
08/08/2023 21:30:00,0,34,-34
08/08/2023 21:45:00,0,31.33333,-31.33333
08/08/2023 22:00:00,0,30,-30
08/08/2023 22:15:00,0,28.66667,-28.66667
08/08/2023 22:30:00,0,28.8,-28.8
08/08/2023 22:45:00,0,29.33333,-29.33333
08/08/2023 23:00:00,0,30,-30
08/08/2023 23:15:00,0,27.33333,-27.33333
08/08/2023 23:30:00,0,26.4,-26.4
08/08/2023 23:45:00,0,26.66667,-26.66667
09/08/2023 00:00:00,0,27.2,-27.2
09/08/2023 00:15:00,0,28.66667,-28.66667
09/08/2023 00:30:00,0,26,-26
09/08/2023 00:45:00,0,26,-26
09/08/2023 01:00:00,0,26.8,-26.8
09/08/2023 01:15:00,0,26.66667,-26.66667
09/08/2023 01:30:00,0,28,-28
09/08/2023 01:45:00,0,24.66667,-24.66667
09/08/2023 02:00:00,0,24.4,-24.4
09/08/2023 02:15:00,0,24.66667,-24.66667
09/08/2023 02:30:00,0,24.4,-24.4
09/08/2023 02:45:00,0,26,-26
09/08/2023 03:00:00,0,24.8,-24.8
09/08/2023 03:15:00,0,25.33333,-25.33333
09/08/2023 03:30:00,0,25.2,-25.2
09/08/2023 03:45:00,0,26.66667,-26.66667
09/08/2023 04:00:00,0,28.8,-28.8
09/08/2023 04:15:00,0,28.66667,-28.66667
09/08/2023 04:30:00,0,29.6,-29.6
09/08/2023 04:45:00,0,29.33333,-29.33333
09/08/2023 05:00:00,0,30.8,-30.8
09/08/2023 05:15:00,0,34,-34
09/08/2023 05:30:00,0,35.6,-35.6
09/08/2023 05:45:00,0,36,-36
09/08/2023 06:00:00,0,35.2,-35.2
09/08/2023 06:15:00,0,39.33334,-39.33334
09/08/2023 06:30:00,0,38.80001,-38.80001
09/08/2023 06:45:00,0,42,-42
09/08/2023 07:00:00,0.8,45.6,-44.8
09/08/2023 07:15:00,0,46.66666,-46.66666
09/08/2023 07:30:00,0.4,45.6,-45.2
09/08/2023 07:45:00,0,44.25,-44.25
09/08/2023 08:00:00,0,44.4,-44.4
09/08/2023 08:15:00,0,46.8,-46.8
09/08/2023 08:30:00,0,45.2,-45.2
09/08/2023 08:45:00,0,44,-44
09/08/2023 09:00:00,0,45.2,-45.2
09/08/2023 09:15:00,0.4,46.66666,-46.26666
09/08/2023 09:30:00,0,45.2,-45.2
09/08/2023 09:45:00,0,44.66667,-44.66667
09/08/2023 10:00:00,1.2,49.59999,-48.39999
09/08/2023 10:15:00,1.2,49.99999,-48.79999
09/08/2023 10:30:00,0.4,51.6,-51.2
09/08/2023 10:45:00,0,52,-52
09/08/2023 11:00:00,0,49.99999,-49.99999
09/08/2023 11:15:00,0,48,-48
09/08/2023 11:30:00,0,48.39999,-48.39999
09/08/2023 11:45:00,0,52,-52
09/08/2023 12:00:00,0,47.99999,-47.99999
09/08/2023 12:15:00,0,47,-47
09/08/2023 12:30:00,0,46,-46
09/08/2023 12:45:00,0,48.66666,-48.66666
09/08/2023 13:00:00,0,46.4,-46.4
09/08/2023 13:15:00,0,43.33334,-43.33334
09/08/2023 13:30:00,0,43.60001,-43.60001
09/08/2023 13:45:00,0,46.66666,-46.66666
09/08/2023 14:00:00,0,46,-46
09/08/2023 14:15:00,0,46,-46
09/08/2023 14:30:00,0,46,-46
09/08/2023 14:45:00,0,46,-46
09/08/2023 15:00:00,0,45.6,-45.6
09/08/2023 15:15:00,0,43.33334,-43.33334
09/08/2023 15:30:00,0,46,-46
09/08/2023 15:45:00,0,47.99999,-47.99999
09/08/2023 16:00:00,0,47.99999,-47.99999
09/08/2023 16:15:00,0,48.66666,-48.66666
09/08/2023 16:30:00,0,48.39999,-48.39999
09/08/2023 16:45:00,0,48.66666,-48.66666
09/08/2023 17:00:00,0,46,-46
09/08/2023 17:15:00,0,45.33333,-45.33333
09/08/2023 17:30:00,0,47.99999,-47.99999
09/08/2023 17:45:00,0,50.66666,-50.66666
09/08/2023 18:00:00,0,47.59999,-47.59999
09/08/2023 18:15:00,0,46,-46
09/08/2023 18:30:00,0,46,-46
09/08/2023 18:45:00,0,47.33333,-47.33333
09/08/2023 19:00:00,0,46.8,-46.8
09/08/2023 19:15:00,0,48,-48
09/08/2023 19:30:00,0,46.4,-46.4
09/08/2023 19:45:00,0,46,-46
09/08/2023 20:00:00,0,44.8,-44.8
09/08/2023 20:15:00,0,42.66668,-42.66668
09/08/2023 20:30:00,0,42.00001,-42.00001
09/08/2023 20:45:00,0,42,-42
09/08/2023 21:00:00,0,40.40001,-40.40001
09/08/2023 21:15:00,0,38.66667,-38.66667
09/08/2023 21:30:00,0,38.4,-38.4
09/08/2023 21:45:00,0,36,-36
09/08/2023 22:00:00,0,38,-38
09/08/2023 22:15:00,0,34,-34
09/08/2023 22:30:00,0,32.4,-32.4
09/08/2023 22:45:00,0,31.33333,-31.33333
09/08/2023 23:00:00,0,31.6,-31.6
09/08/2023 23:15:00,0,32,-32
09/08/2023 23:30:00,0,30,-30
09/08/2023 23:45:00,0,28,-28
10/08/2023 00:00:00,0,30,-30
10/08/2023 00:15:00,0,32,-32
10/08/2023 00:30:00,0,30.8,-30.8
10/08/2023 00:45:00,0,29.33333,-29.33333
10/08/2023 01:00:00,0,29.6,-29.6
10/08/2023 01:15:00,0,28.66667,-28.66667
10/08/2023 01:30:00,0,28.4,-28.4
10/08/2023 01:45:00,0,28,-28
10/08/2023 02:00:00,0,26.8,-26.8
10/08/2023 02:15:00,0,27.33333,-27.33333
10/08/2023 02:30:00,0,26.8,-26.8
10/08/2023 02:45:00,0,29.33333,-29.33333
10/08/2023 03:00:00,0,29.2,-29.2
10/08/2023 03:15:00,0,30,-30
10/08/2023 03:30:00,0,28.4,-28.4
10/08/2023 03:45:00,0,28,-28
10/08/2023 04:00:00,0,28.8,-28.8
10/08/2023 04:15:00,0,31.33333,-31.33333
10/08/2023 04:30:00,0,30.4,-30.4
10/08/2023 04:45:00,0,32,-32
10/08/2023 05:00:00,0,32,-32
10/08/2023 05:15:00,0,34.66667,-34.66667
10/08/2023 05:30:00,0,38.80001,-38.80001
10/08/2023 05:45:00,0,41.33334,-41.33334
10/08/2023 06:00:00,0,39.6,-39.6
10/08/2023 06:15:00,0,42.66668,-42.66668
10/08/2023 06:30:00,0,43.60001,-43.60001
10/08/2023 06:45:00,0,47.33333,-47.33333
10/08/2023 07:00:00,0,47.59999,-47.59999
10/08/2023 07:15:00,0,47.99999,-47.99999
10/08/2023 07:30:00,0,47.19999,-47.19999
10/08/2023 07:45:00,0,49.99999,-49.99999
10/08/2023 08:00:00,0,52.4,-52.4
10/08/2023 08:15:00,0,48.66666,-48.66666
10/08/2023 08:30:00,0,49.99999,-49.99999
10/08/2023 08:45:00,0,48,-48
10/08/2023 09:00:00,0,52,-52
10/08/2023 09:15:00,0,54,-54
10/08/2023 09:30:00,0.4,50.39999,-49.99999
10/08/2023 09:45:00,0,47.99999,-47.99999
10/08/2023 10:00:00,0,47.19999,-47.19999
10/08/2023 10:15:00,0,52.66666,-52.66666
10/08/2023 10:30:00,0,47.99999,-47.99999
10/08/2023 10:45:00,0,47.33333,-47.33333
10/08/2023 11:00:00,0,46.4,-46.4
10/08/2023 11:15:00,0,47.99999,-47.99999
10/08/2023 11:30:00,0,47.59999,-47.59999
10/08/2023 11:45:00,0,45,-45
10/08/2023 12:00:00,0,46,-46
10/08/2023 12:15:00,0,44,-44
10/08/2023 12:30:00,0,46,-46
10/08/2023 12:45:00,0,42.00001,-42.00001
10/08/2023 13:00:00,0,44.4,-44.4
10/08/2023 13:15:00,0,46,-46
10/08/2023 13:30:00,0,46.39999,-46.39999
10/08/2023 13:45:00,0,44,-44
10/08/2023 14:00:00,0,44.4,-44.4
10/08/2023 14:15:00,0,44,-44
10/08/2023 14:30:00,0,48.39999,-48.39999
10/08/2023 14:45:00,0,45.33334,-45.33334
10/08/2023 15:00:00,0,47.19999,-47.19999
10/08/2023 15:15:00,0,47.33333,-47.33333
10/08/2023 15:30:00,0,47.99999,-47.99999
10/08/2023 15:45:00,0,44.66667,-44.66667
10/08/2023 16:00:00,0,46,-46
10/08/2023 16:15:00,0,47.33333,-47.33333
10/08/2023 16:30:00,0,45.6,-45.6
10/08/2023 16:45:00,0,44,-44
10/08/2023 17:00:00,0,46,-46
10/08/2023 17:15:00,0,50,-50
10/08/2023 17:30:00,0,50.79999,-50.79999
10/08/2023 17:45:00,0,47.33332,-47.33332
10/08/2023 18:00:00,0,49.19999,-49.19999
10/08/2023 18:15:00,0,52.66666,-52.66666
10/08/2023 18:30:00,0,49.59999,-49.59999
10/08/2023 18:45:00,0,44.66667,-44.66667
10/08/2023 19:00:00,0,46.4,-46.4
10/08/2023 19:15:00,0,45.33333,-45.33333
10/08/2023 19:30:00,0,46.4,-46.4
10/08/2023 19:45:00,0,43.33334,-43.33334
10/08/2023 20:00:00,0,46.4,-46.4
10/08/2023 20:15:00,0,43.33334,-43.33334
10/08/2023 20:30:00,0,42.40001,-42.40001
10/08/2023 20:45:00,0,38.66667,-38.66667
10/08/2023 21:00:00,0,38.80001,-38.80001
10/08/2023 21:15:00,0,39.33334,-39.33334
10/08/2023 21:30:00,0,38,-38
10/08/2023 21:45:00,0,34.66667,-34.66667
10/08/2023 22:00:00,0,36.8,-36.8
10/08/2023 22:15:00,0,34.66667,-34.66667
10/08/2023 22:30:00,0,32.8,-32.8
10/08/2023 22:45:00,0,29.33333,-29.33333
10/08/2023 23:00:00,0,32.4,-32.4
10/08/2023 23:15:00,0,32.66667,-32.66667
10/08/2023 23:30:00,0,30.8,-30.8
10/08/2023 23:45:00,0,30.66667,-30.66667
11/08/2023 00:00:00,0,30.8,-30.8
11/08/2023 00:15:00,0,33.33333,-33.33333
11/08/2023 00:30:00,0,30.4,-30.4
11/08/2023 00:45:00,0,30,-30
11/08/2023 01:00:00,0,28.8,-28.8
11/08/2023 01:15:00,0,31.33333,-31.33333
11/08/2023 01:30:00,0,30,-30
11/08/2023 01:45:00,0,26.66667,-26.66667
11/08/2023 02:00:00,0,27.2,-27.2
11/08/2023 02:15:00,0,28.66667,-28.66667
11/08/2023 02:30:00,0,28.8,-28.8
11/08/2023 02:45:00,0,28.66667,-28.66667
11/08/2023 03:00:00,0,28.8,-28.8
11/08/2023 03:15:00,0,27.33333,-27.33333
11/08/2023 03:30:00,0,29.6,-29.6
11/08/2023 03:45:00,0,27.33333,-27.33333
11/08/2023 04:00:00,0,28,-28
11/08/2023 04:15:00,0,28.66667,-28.66667
11/08/2023 04:30:00,0,29.6,-29.6
11/08/2023 04:45:00,0,34,-34
11/08/2023 05:00:00,0,32.4,-32.4
11/08/2023 05:15:00,0,34,-34
11/08/2023 05:30:00,0,34.4,-34.4
11/08/2023 05:45:00,0,38,-38
11/08/2023 06:00:00,0,37.2,-37.2
11/08/2023 06:15:00,0,39.33334,-39.33334
11/08/2023 06:30:00,0,42.40001,-42.40001
11/08/2023 06:45:00,0,42.66668,-42.66668
11/08/2023 07:00:00,0,45.2,-45.2
11/08/2023 07:15:00,0,47.33333,-47.33333
11/08/2023 07:30:00,0,46.79999,-46.79999
11/08/2023 07:45:00,0,55.33334,-55.33334
11/08/2023 08:00:00,0,49.59999,-49.59999
11/08/2023 08:15:00,0,49.33332,-49.33332
11/08/2023 08:30:00,0,49.19999,-49.19999
11/08/2023 08:45:00,0,47.99999,-47.99999
11/08/2023 09:00:00,0,49.99999,-49.99999
11/08/2023 09:15:00,0,46,-46
11/08/2023 09:30:00,0,46.39999,-46.39999
11/08/2023 09:45:00,0,47.33333,-47.33333
11/08/2023 10:00:00,0,46.8,-46.8
11/08/2023 10:15:00,0,44,-44
11/08/2023 10:30:00,0,44,-44
11/08/2023 10:45:00,0,44.66667,-44.66667
11/08/2023 11:00:00,0,45.2,-45.2
11/08/2023 11:15:00,0,45.33334,-45.33334
11/08/2023 11:30:00,0,45.2,-45.2
11/08/2023 11:45:00,0,42.00001,-42.00001
11/08/2023 12:00:00,0,45.6,-45.6
11/08/2023 12:15:00,0,45.33333,-45.33333
11/08/2023 12:30:00,0,42.40001,-42.40001
11/08/2023 12:45:00,0,44,-44
11/08/2023 13:00:00,0,45.6,-45.6
11/08/2023 13:15:00,0,41.33334,-41.33334
11/08/2023 13:30:00,0,40.80001,-40.80001
11/08/2023 13:45:00,0,41.33334,-41.33334
11/08/2023 14:00:00,0,45.6,-45.6
11/08/2023 14:15:00,0,47.33333,-47.33333
11/08/2023 14:30:00,0,47.2,-47.2
11/08/2023 14:45:00,0,45.33333,-45.33333
11/08/2023 15:00:00,0,46,-46
11/08/2023 15:15:00,0,44.66667,-44.66667
11/08/2023 15:30:00,0,45.6,-45.6
11/08/2023 15:45:00,0,46,-46
11/08/2023 16:00:00,0,46.8,-46.8
11/08/2023 16:15:00,0,44.66667,-44.66667
11/08/2023 16:30:00,0,44.4,-44.4
11/08/2023 16:45:00,0,44,-44
11/08/2023 17:00:00,0,47.59999,-47.59999
11/08/2023 17:15:00,0,48,-48
11/08/2023 17:30:00,0,46.79999,-46.79999
11/08/2023 17:45:00,0,48,-48
11/08/2023 18:00:00,0,49.19999,-49.19999
11/08/2023 18:15:00,0,47.33332,-47.33332
11/08/2023 18:30:00,0,45.2,-45.2
11/08/2023 18:45:00,0,44.66667,-44.66667
11/08/2023 19:00:00,0,47.59999,-47.59999
11/08/2023 19:15:00,0,47.33333,-47.33333
11/08/2023 19:30:00,0,44,-44
11/08/2023 19:45:00,0,41.33334,-41.33334
11/08/2023 20:00:00,0,42.80001,-42.80001
11/08/2023 20:15:00,0,46,-46
11/08/2023 20:30:00,0,41.60001,-41.60001
11/08/2023 20:45:00,0,40.66668,-40.66668
11/08/2023 21:00:00,0,39.60001,-39.60001
11/08/2023 21:15:00,0,40.66668,-40.66668
11/08/2023 21:30:00,0,39.6,-39.6
11/08/2023 21:45:00,0,36,-36
11/08/2023 22:00:00,0,38.4,-38.4
11/08/2023 22:15:00,0,36,-36
11/08/2023 22:30:00,0,37.2,-37.2
11/08/2023 22:45:00,0,35.33333,-35.33333
11/08/2023 23:00:00,0,34,-34
11/08/2023 23:15:00,0,34,-34
11/08/2023 23:30:00,0,30.4,-30.4
11/08/2023 23:45:00,0,32.66667,-32.66667
12/08/2023 00:00:00,0,30.4,-30.4
12/08/2023 00:15:00,0,28.66667,-28.66667
12/08/2023 00:30:00,0,29.2,-29.2
12/08/2023 00:45:00,0,28,-28
12/08/2023 01:00:00,0,30.8,-30.8
12/08/2023 01:15:00,0,30,-30
12/08/2023 01:30:00,0,30.4,-30.4
12/08/2023 01:45:00,0,27.33333,-27.33333
12/08/2023 02:00:00,0,28.4,-28.4
12/08/2023 02:15:00,0,28.66667,-28.66667
12/08/2023 02:30:00,0,25.6,-25.6
12/08/2023 02:45:00,0,26.66667,-26.66667
12/08/2023 03:00:00,0,26.4,-26.4
12/08/2023 03:15:00,0,28,-28
12/08/2023 03:30:00,0,28,-28
12/08/2023 03:45:00,0,25.33333,-25.33333
12/08/2023 04:00:00,0,26,-26
12/08/2023 04:15:00,0,26,-26
12/08/2023 04:30:00,0,28,-28
12/08/2023 04:45:00,0,29,-29
12/08/2023 05:00:00,0,29.2,-29.2
12/08/2023 05:15:00,0,30,-30
12/08/2023 05:30:00,0,30.8,-30.8
12/08/2023 05:45:00,0,34,-34
12/08/2023 06:00:00,0,35.2,-35.2
12/08/2023 06:15:00,0,36,-36
12/08/2023 06:30:00,0,39.20001,-39.20001
12/08/2023 06:45:00,0,41.33334,-41.33334
12/08/2023 07:00:00,0,43.20001,-43.20001
12/08/2023 07:15:00,0,50.66666,-50.66666
12/08/2023 07:30:00,0,48.79999,-48.79999
12/08/2023 07:45:00,0,47.33333,-47.33333
12/08/2023 08:00:00,0,50.8,-50.8
12/08/2023 08:15:00,0,50.66666,-50.66666
12/08/2023 08:30:00,0,49.19999,-49.19999
12/08/2023 08:45:00,0,49.99999,-49.99999
12/08/2023 09:00:00,0,49.59999,-49.59999
12/08/2023 09:15:00,0,54.66667,-54.66667
12/08/2023 09:30:00,0,51.6,-51.6
12/08/2023 09:45:00,0,49.33332,-49.33332
12/08/2023 10:00:00,0,50.4,-50.4
12/08/2023 10:15:00,0,56,-56
12/08/2023 10:30:00,0,51.19999,-51.19999
12/08/2023 10:45:00,0,47.33332,-47.33332
12/08/2023 11:00:00,0,46.4,-46.4
12/08/2023 11:15:00,0,46.66666,-46.66666
12/08/2023 11:30:00,0,46.8,-46.8
12/08/2023 11:45:00,0,46,-46
