Date of Reading,(CUS) IF0832 (Flow) (Flow (m3/hr)),(CUS) IF0833 (Flow) (Flow (m3/hr)),(IN) IF1801 (Flow) (Flow (m3/hr)),(OUT) IF0802 Flow (Flow (m3/hr)),Itchingfield 250mm east TM (Balance) (Flow (m3/hr))
02/11/2023 23:00:00,0,,10.144,2,8.144
02/11/2023 23:15:00,0,,8.864,1.6,7.264
02/11/2023 23:30:00,0,,9.608,2.2,7.408
02/11/2023 23:45:00,0,,8.248,1.52,6.728
03/11/2023 00:00:00,0,,7.484,1.12,6.364
03/11/2023 00:15:00,0,,7.908,0.84,7.068
03/11/2023 00:30:00,0,,8.856,0.76,8.096
03/11/2023 00:45:00,0,,9.912,0.6,9.312
03/11/2023 01:00:00,0,,7.216,0.48,6.736
03/11/2023 01:15:00,0,,6.188,0.44,5.748
03/11/2023 01:30:00,0,,6.368,0.48,5.888
03/11/2023 01:45:00,0,,6.14,0.48,5.66
03/11/2023 02:00:00,0,,6.26,0.4,5.86
03/11/2023 02:15:00,0,,6.092,0.4,5.692
03/11/2023 02:30:00,0,,5.936,0.36,5.576
03/11/2023 02:45:00,0,,7.572,0.36,7.212
03/11/2023 03:00:00,0,,6.004,0.36,5.644
03/11/2023 03:15:00,0,,8.144,0.4,7.744
03/11/2023 03:30:00,0,,6.288,0.36,5.928
03/11/2023 03:45:00,0,,6.04,0.4,5.64
03/11/2023 04:00:00,0,,6.056,0.36,5.696
03/11/2023 04:15:00,0,,5.992,0.36,5.632
03/11/2023 04:30:00,0,,7.192,0.68,6.512
03/11/2023 04:45:00,0,,6.708,0.32,6.388
03/11/2023 05:00:00,0,,5.928,0.44,5.488
03/11/2023 05:15:00,0,,6.596,0.68,5.916
03/11/2023 05:30:00,0,,6.6,0.8,5.8
03/11/2023 05:45:00,0,,6.992,0.88,6.112
03/11/2023 06:00:00,0,,10.184,1.4,8.784
03/11/2023 06:15:00,0,,13.812,1.4,12.412
03/11/2023 06:30:00,0,,23.192,2.32,20.872
03/11/2023 06:45:00,0,,32.48,2.72,29.76
03/11/2023 07:00:00,0,,30.872,6.32,24.552
03/11/2023 07:15:00,0,,35.248,6.44,28.808
03/11/2023 07:30:00,0,,41.404,6.12,35.284
03/11/2023 07:45:00,0,,36.67601,7.52,29.15601
03/11/2023 08:00:00,0,,27.032,7.04,19.992
03/11/2023 08:15:00,0,,23.724,5.64,18.084
03/11/2023 08:30:00,0,,24.876,4.08,20.796
03/11/2023 08:45:00,0,,21.168,5.2,15.968
03/11/2023 09:00:00,0,,18.404,4.68,13.724
03/11/2023 09:15:00,0,,19.42,4.08,15.34
03/11/2023 09:30:00,0,,15,4.04,10.96
03/11/2023 09:45:00,0,,17.156,3.24,13.916
03/11/2023 10:00:00,0,,18.404,4.08,14.324
03/11/2023 10:15:00,0,,14.012,3.44,10.572
03/11/2023 10:30:00,0,,14.364,2.84,11.524
03/11/2023 10:45:00,0,,18.104,2.56,15.544
03/11/2023 11:00:00,0,,14.04,2.72,11.32
03/11/2023 11:15:00,0,,17.856,2.8,15.056
03/11/2023 11:30:00,0,,16.36,2.2,14.16
03/11/2023 11:45:00,0,,17.52,3,14.52
03/11/2023 12:00:00,0,,10.368,2.6,7.768
03/11/2023 12:15:00,0,,10.496,2.84,7.656
03/11/2023 12:30:00,0,,13.476,2.68,10.796
03/11/2023 12:45:00,0,,11.468,2.76,8.708
03/11/2023 13:00:00,0,,12.284,2.16,10.124
03/11/2023 13:15:00,0,,13.464,1.6,11.864
03/11/2023 13:30:00,0,,15.008,2.44,12.568
03/11/2023 13:45:00,0,,14.62,2.12,12.5
03/11/2023 14:00:00,0,,17.432,2.72,14.712
03/11/2023 14:15:00,0,,20.636,1.84,18.796
03/11/2023 14:30:00,0,,13.584,1.8,11.784
03/11/2023 14:45:00,0,,13.224,2.44,10.784
03/11/2023 15:00:00,0,,12.632,2.68,9.952
03/11/2023 15:15:00,0,,10.28,1.96,8.32
03/11/2023 15:30:00,0,,15.272,2.52,12.752
03/11/2023 15:45:00,0,,16.092,2.16,13.932
03/11/2023 16:00:00,0,,19.832,2.92,16.912
03/11/2023 16:15:00,0,,22.428,2.68,19.748
03/11/2023 16:30:00,0,,19.724,2.88,16.844
03/11/2023 16:45:00,0,,18.132,3.6,14.532
03/11/2023 17:00:00,0,,14.544,3.24,11.304
03/11/2023 17:15:00,0,,16.04,2.92,13.12
03/11/2023 17:30:00,0,,12.836,3.32,9.516
03/11/2023 17:45:00,0,,16.704,4.52,12.184
03/11/2023 18:00:00,0,,15.412,4.84,10.572
03/11/2023 18:15:00,0,,15.616,4.48,11.136
03/11/2023 18:30:00,0,,18.072,3.52,14.552
03/11/2023 18:45:00,0,,15.3,3.24,12.06
03/11/2023 19:00:00,0,,25.696,3.4,22.296
03/11/2023 19:15:00,0,,16.604,4.16,12.444
03/11/2023 19:30:00,0,,14.964,4.16,10.804
03/11/2023 19:45:00,0,,13.996,3.2,10.796
03/11/2023 20:00:00,0,,16.388,2.96,13.428
03/11/2023 20:15:00,0,,14.6,2.72,11.88
03/11/2023 20:30:00,0,,17.664,3.72,13.944
03/11/2023 20:45:00,0,,14.812,2.68,12.132
03/11/2023 21:00:00,0,,13.556,2.64,10.916
03/11/2023 21:15:00,0,,16.16,2.72,13.44
03/11/2023 21:30:00,0,,14.944,3.52,11.424
03/11/2023 21:45:00,0,,13.968,2.96,11.008
03/11/2023 22:00:00,0,,18.368,2.64,15.728
03/11/2023 22:15:00,0,,22.148,3.12,19.028
03/11/2023 22:30:00,0,,14.528,2.56,11.968
03/11/2023 22:45:00,0,,12.22,2.92,9.3
03/11/2023 23:00:00,0,,11.788,2,9.788
03/11/2023 23:15:00,0,,12.028,2.68,9.348
03/11/2023 23:30:00,0,,9.028,2,7.028
03/11/2023 23:45:00,0,,8.992,1.48,7.512
04/11/2023 00:00:00,0,,8.212,1.56,6.652
04/11/2023 00:15:00,0,,7.432,1.2,6.232
04/11/2023 00:30:00,0,,7.544,1.2,6.344
04/11/2023 00:45:00,0,,7.004,0.92,6.084
04/11/2023 01:00:00,0,,8.204,0.8,7.404
04/11/2023 01:15:00,0,,6.78,0.84,5.94
04/11/2023 01:30:00,0,,6.308,0.72,5.588
04/11/2023 01:45:00,0,,6.568,0.52,6.048
04/11/2023 02:00:00,0,,8.528,0.52,8.008
04/11/2023 02:15:00,0,,6.188,0.64,5.548
04/11/2023 02:30:00,0,,6.216,0.64,5.576
04/11/2023 02:45:00,0,,6.464,0.72,5.744
04/11/2023 03:00:00,0,,6.472,0.72,5.752
04/11/2023 03:15:00,0,,6.272,0.6,5.672
04/11/2023 03:30:00,0,,6.228,0.56,5.668
04/11/2023 03:45:00,0,,6.176,0.52,5.656
04/11/2023 04:00:00,0,,6.14,0.44,5.7
04/11/2023 04:15:00,0,,6.468,0.44,6.028
04/11/2023 04:30:00,0,,6.5,0.52,5.98
04/11/2023 04:45:00,0,,8.78,0.48,8.3
04/11/2023 05:00:00,0,,6.192,0.56,5.632
04/11/2023 05:15:00,0,,6.432,0.64,5.792
04/11/2023 05:30:00,0,,6.352,0.52,5.832
04/11/2023 05:45:00,0,,6.44,0.6,5.84
04/11/2023 06:00:00,0,,8.932,0.64,8.292
04/11/2023 06:15:00,0,,12.612,0.72,11.892
04/11/2023 06:30:00,0,,16.972,1.52,15.452
04/11/2023 06:45:00,0,,22.888,1.84,21.048
04/11/2023 07:00:00,0,,27.512,3.08,24.432
04/11/2023 07:15:00,0,,29.24,3.48,25.76
04/11/2023 07:30:00,0,,36.112,3.36,32.752
04/11/2023 07:45:00,0,,30.872,3.44,27.432
04/11/2023 08:00:00,0,,23.244,3.4,19.844
04/11/2023 08:15:00,0,,21.636,3.72,17.916
04/11/2023 08:30:00,0,,22.288,5.84,16.448
04/11/2023 08:45:00,0,,16.828,5.08,11.748
04/11/2023 09:00:00,0,,18.672,5.44,13.232
04/11/2023 09:15:00,0,,20.044,5.24,14.804
04/11/2023 09:30:00,0,,14.672,5.04,9.632
04/11/2023 09:45:00,0,,19.332,5.48,13.852
04/11/2023 10:00:00,0,,16.056,4.8,11.256
04/11/2023 10:15:00,0,,16.3,4.2,12.1
04/11/2023 10:30:00,0,,13.764,5.16,8.604
04/11/2023 10:45:00,0,,13.288,4.72,8.568
04/11/2023 11:00:00,0,,16.468,4.6,11.868
04/11/2023 11:15:00,0,,12.44,3.96,8.48
04/11/2023 11:30:00,0,,18.62,4.56,14.06
04/11/2023 11:45:00,0,,19.04,3.76,15.28
04/11/2023 12:00:00,0,,19.808,4.76,15.048
04/11/2023 12:15:00,0,,18.896,4.04,14.856
04/11/2023 12:30:00,0,,16.428,5.16,11.268
04/11/2023 12:45:00,0,,17.868,4.76,13.108
04/11/2023 13:00:00,0,,17.896,3.76,14.136
04/11/2023 13:15:00,0,,17.776,3.6,14.176
04/11/2023 13:30:00,0,,18.284,3.52,14.764
04/11/2023 13:45:00,0,,11.656,2.8,8.856
04/11/2023 14:00:00,0,,16.72,3.28,13.44
04/11/2023 14:15:00,0,,15.812,3.88,11.932
04/11/2023 14:30:00,0,,16.78,3.64,13.14
04/11/2023 14:45:00,0,,15.316,3.24,12.076
04/11/2023 15:00:00,0,,14.352,2.92,11.432
04/11/2023 15:15:00,0,,16.168,3.96,12.208
04/11/2023 15:30:00,0,,14.244,2.68,11.564
04/11/2023 15:45:00,0,,24.872,3.76,21.112
04/11/2023 16:00:00,0,,26.18,3.4,22.78
04/11/2023 16:15:00,0,,22.004,2.52,19.484
04/11/2023 16:30:00,0,,26.272,3.52,22.752
04/11/2023 16:45:00,0,,25.116,4.32,20.796
04/11/2023 17:00:00,0,,24.28,2.56,21.72
04/11/2023 17:15:00,0,,20.98,3.44,17.54
04/11/2023 17:30:00,0,,21.936,3.96,17.976
04/11/2023 17:45:00,0,,24.208,3.72,20.488
04/11/2023 18:00:00,0,,30.688,3.48,27.208
04/11/2023 18:15:00,0,,22.768,3.12,19.648
04/11/2023 18:30:00,0,,22.62,4.12,18.5
04/11/2023 18:45:00,0,,18.452,3.24,15.212
04/11/2023 19:00:00,0,,15.132,3.48,11.652
04/11/2023 19:15:00,0,,13.992,3.76,10.232
04/11/2023 19:30:00,0,,12.888,3.24,9.648
04/11/2023 19:45:00,0,,15.088,3.28,11.808
04/11/2023 20:00:00,0,,15.72,3.64,12.08
04/11/2023 20:15:00,0,,16.824,3.04,13.784
04/11/2023 20:30:00,0,,11.604,1.92,9.684
04/11/2023 20:45:00,0,,10.564,2.52,8.044
04/11/2023 21:00:00,0,,11.14,1.64,9.5
04/11/2023 21:15:00,0,,11.148,1.8,9.348
04/11/2023 21:30:00,0,,9.524,1.68,7.844
04/11/2023 21:45:00,0,,11.316,2.6,8.716
04/11/2023 22:00:00,0,,12.456,2.32,10.136
04/11/2023 22:15:00,0,,15.028,2.36,12.668
04/11/2023 22:30:00,0,,12.392,1.76,10.632
04/11/2023 22:45:00,0,,15.688,2.04,13.648
04/11/2023 23:00:00,0,,14.52,1.88,12.64
04/11/2023 23:15:00,0,,11.336,1.96,9.376
04/11/2023 23:30:00,0,,13.636,1.8,11.836
04/11/2023 23:45:00,0,,9.552,1.88,7.672
05/11/2023 00:00:00,0,,8.364,1.2,7.164
05/11/2023 00:15:00,0,,10.076,1.16,8.916
05/11/2023 00:30:00,0,,9.872,1.08,8.792
05/11/2023 00:45:00,0,,7.828,0.68,7.148
05/11/2023 01:00:00,0,,7.604,1.04,6.564
05/11/2023 01:15:00,0,,7.88,1.24,6.64
05/11/2023 01:30:00,0,,10.928,1.12,9.808
05/11/2023 01:45:00,0,,6.536,0.64,5.896
05/11/2023 02:00:00,0,,7.28,0.56,6.72
05/11/2023 02:15:00,0,,6.62,0.56,6.06
05/11/2023 02:30:00,0,,7.084,0.32,6.764
05/11/2023 02:45:00,0,,6.288,0.56,5.728
05/11/2023 03:00:00,0,,6.12,0.4,5.72
05/11/2023 03:15:00,0,,5.984,0.32,5.664
05/11/2023 03:30:00,0,,6.004,0.44,5.564
05/11/2023 03:45:00,0,,5.828,0.36,5.468
05/11/2023 04:00:00,0,,6.132,0.44,5.692
05/11/2023 04:15:00,0,,9.904,0.48,9.424
05/11/2023 04:30:00,0,,6.184,0.76,5.424
05/11/2023 04:45:00,0,,6.256,0.88,5.376
05/11/2023 05:00:00,0,,5.776,0.56,5.216
05/11/2023 05:15:00,0,,5.9,0.56,5.34
05/11/2023 05:30:00,0,,6.296,0.4,5.896
05/11/2023 05:45:00,0,,6.216,0.32,5.896
05/11/2023 06:00:00,0,,5.996,0.36,5.636
05/11/2023 06:15:00,0,,6.072,0.64,5.432
05/11/2023 06:30:00,0,,5.888,0.52,5.368
05/11/2023 06:45:00,0,,6.452,0.6,5.852
05/11/2023 07:00:00,0,,7.412,0.96,6.452
05/11/2023 07:15:00,0,,9.368,1.36,8.008
05/11/2023 07:30:00,0,,9.028,2.12,6.908
05/11/2023 07:45:00,0,,10.632,2.2,8.432
05/11/2023 08:00:00,0,,12.736,2.16,10.576
05/11/2023 08:15:00,0,,19.576,3.16,16.416
05/11/2023 08:30:00,0,,18.788,4.28,14.508
05/11/2023 08:45:00,0,,19.544,4.68,14.864
05/11/2023 09:00:00,0,,26.392,5,21.392
05/11/2023 09:15:00,0,,31.652,6.6,25.052
05/11/2023 09:30:00,0,,45.92801,8.68,37.24801
05/11/2023 09:45:00,0,,39.276,7.2,32.076
05/11/2023 10:00:00,0,,38.07198,6.76,31.31198
05/11/2023 10:15:00,0,,27.708,4.88,22.828
05/11/2023 10:30:00,0,,24.324,4.72,19.604
05/11/2023 10:45:00,0,,14.052,4.24,9.812
05/11/2023 11:00:00,0,,13.82,5.12,8.7
05/11/2023 11:15:00,0,,13.676,4.36,9.316
05/11/2023 11:30:00,0,,14.744,3.4,11.344
05/11/2023 11:45:00,0,,19.256,3.6,15.656
05/11/2023 12:00:00,0,,17.084,4.4,12.684
05/11/2023 12:15:00,0,,17.888,4.16,13.728
05/11/2023 12:30:00,0,,22.004,5,17.004
05/11/2023 12:45:00,0,,14.856,3.76,11.096
05/11/2023 13:00:00,0,,15.264,4.24,11.024
05/11/2023 13:15:00,0,,17.108,3,14.108
05/11/2023 13:30:00,0,,16.952,3.28,13.672
05/11/2023 13:45:00,0,,18.948,3.36,15.588
05/11/2023 14:00:00,0,,17.5,3.96,13.54
05/11/2023 14:15:00,0,,22.368,4.68,17.688
05/11/2023 14:30:00,0,,15.888,4.48,11.408
05/11/2023 14:45:00,0,,14.848,4.28,10.568
05/11/2023 15:00:00,0,,13.8,3.44,10.36
05/11/2023 15:15:00,0,,17.2,3.84,13.36
05/11/2023 15:30:00,0,,13.58,3.84,9.74
05/11/2023 15:45:00,0,,16.704,2.92,13.784
05/11/2023 16:00:00,0,,13.444,3.28,10.164
05/11/2023 16:15:00,0,,12.956,3.88,9.076
05/11/2023 16:30:00,0,,14.212,3.08,11.132
05/11/2023 16:45:00,0,,14.46,3.44,11.02
05/11/2023 17:00:00,0,,16.292,3.04,13.252
05/11/2023 17:15:00,0,,16.62,4.4,12.22
05/11/2023 17:30:00,0,,17.936,5.04,12.896
05/11/2023 17:45:00,0,,17.964,4.64,13.324
05/11/2023 18:00:00,0,,17.12,4.84,12.28
05/11/2023 18:15:00,0,,16.884,5.04,11.844
05/11/2023 18:30:00,0,,18.296,4.72,13.576
05/11/2023 18:45:00,0,,19.132,5.48,13.652
05/11/2023 19:00:00,0,,17.496,5.4,12.096
05/11/2023 19:15:00,0,,16.652,4.16,12.492
05/11/2023 19:30:00,0,,21.396,4.2,17.196
05/11/2023 19:45:00,0,,17.784,3.76,14.024
05/11/2023 20:00:00,0,,19.42,3.88,15.54
05/11/2023 20:15:00,0,,22.468,4.32,18.148
05/11/2023 20:30:00,0,,15.796,4.28,11.516
05/11/2023 20:45:00,0,,16.196,3.64,12.556
05/11/2023 21:00:00,0,,16.876,3.48,13.396
05/11/2023 21:15:00,0,,17.512,4,13.512
05/11/2023 21:30:00,0,,14.284,3.2,11.084
05/11/2023 21:45:00,0,,14.072,2.32,11.752
05/11/2023 22:00:00,0,,18.18,3.68,14.5
05/11/2023 22:15:00,0,,15.828,3.32,12.508
05/11/2023 22:30:00,0,,17.308,3.08,14.228
05/11/2023 22:45:00,0,,11.856,1.88,9.976
05/11/2023 23:00:00,0,,12.616,1.8,10.816
05/11/2023 23:15:00,0,,10.248,2.96,7.288
05/11/2023 23:30:00,0,,9.228,2.48,6.748
05/11/2023 23:45:00,0,,9.752,1.32,8.432
06/11/2023 00:00:00,0,,8.672,1.64,7.032
06/11/2023 00:15:00,0,,8.104,1.4,6.704
06/11/2023 00:30:00,0,,7.448,1.2,6.248
06/11/2023 00:45:00,0,,6.844,0.64,6.204
06/11/2023 01:00:00,0,,6.268,0.56,5.708
06/11/2023 01:15:00,0,,6.168,0.4,5.768
06/11/2023 01:30:00,0,,6.876,0.32,6.556
06/11/2023 01:45:00,0,,9.096,0.48,8.616
06/11/2023 02:00:00,0,,5.856,0.32,5.536
06/11/2023 02:15:00,0,,5.928,0.44,5.488
06/11/2023 02:30:00,0,,6.144,0.4,5.744
06/11/2023 02:45:00,0,,5.884,0.36,5.524
06/11/2023 03:00:00,0,,5.8,0.36,5.44
06/11/2023 03:15:00,0,,5.94,0.52,5.42
06/11/2023 03:30:00,0,,5.688,0.28,5.408
06/11/2023 03:45:00,0,,5.64,0.28,5.36
06/11/2023 04:00:00,0,,5.712,0.36,5.352
06/11/2023 04:15:00,0,,8.34,0.36,7.98
06/11/2023 04:30:00,0,,6.012,0.48,5.532
06/11/2023 04:45:00,0,,5.836,0.44,5.396
06/11/2023 05:00:00,0,,6.384,0.76,5.624
06/11/2023 05:15:00,0,,6.952,0.92,6.032
06/11/2023 05:30:00,0,,7.736,1.2,6.536
06/11/2023 05:45:00,0,,8.112,1.32,6.792
06/11/2023 06:00:00,0,,9.62,1.88,7.74
06/11/2023 06:15:00,0,,12.46,1.72,10.74
06/11/2023 06:30:00,0,,22.044,3.04,19.004
06/11/2023 06:45:00,0,,30.248,3.92,26.328
06/11/2023 07:00:00,0,,35.028,5.6,29.428
06/11/2023 07:15:00,0,,34.508,7.76,26.748
06/11/2023 07:30:00,0,,43.87201,6.2,37.67201
06/11/2023 07:45:00,0,,35.996,6.12,29.876
06/11/2023 08:00:00,0,,27.196,5.92,21.276
06/11/2023 08:15:00,0,,28.704,6.12,22.584
06/11/2023 08:30:00,0,,24.5,4.24,20.26
06/11/2023 08:45:00,0,,19.624,3.92,15.704
06/11/2023 09:00:00,0,,15.308,3.36,11.948
06/11/2023 09:15:00,0,,16.828,3.32,13.508
06/11/2023 09:30:00,0,,14.524,3.08,11.444
06/11/2023 09:45:00,0,,17.608,3.56,14.048
06/11/2023 10:00:00,0,,18.24,2.6,15.64
06/11/2023 10:15:00,0,,15.768,3.04,12.728
06/11/2023 10:30:00,0,,18.316,2.8,15.516
06/11/2023 10:45:00,0,,18.18,2.76,15.42
06/11/2023 11:00:00,0,,13.368,3.16,10.208
06/11/2023 11:15:00,0,,15.284,2.4,12.884
06/11/2023 11:30:00,0,,22.964,2.72,20.244
06/11/2023 11:45:00,0,,18.724,2,16.724
06/11/2023 12:00:00,0,,16.78,2.24,14.54
06/11/2023 12:15:00,0,,13.736,2.44,11.296
06/11/2023 12:30:00,0,,15.412,3.68,11.732
06/11/2023 12:45:00,0,,12.136,2.2,9.936
06/11/2023 13:00:00,0,,14.748,2.16,12.588
06/11/2023 13:15:00,0,,10.116,2.64,7.476
06/11/2023 13:30:00,0,,12.56,2.36,10.2
06/11/2023 13:45:00,0,,16.34,1.68,14.66
06/11/2023 14:00:00,0,,15.688,1.88,13.808
06/11/2023 14:15:00,0,,25.784,2,23.784
06/11/2023 14:30:00,0,,18.176,2.04,16.136
06/11/2023 14:45:00,0,,17.872,1.96,15.912
06/11/2023 15:00:00,0,,11.816,1.96,9.856
06/11/2023 15:15:00,0,,14.532,1.64,12.892
06/11/2023 15:30:00,0,,18,1.76,16.24
06/11/2023 15:45:00,0,,15.52,1.96,13.56
06/11/2023 16:00:00,0,,21.032,2,19.032
06/11/2023 16:15:00,0,,20.24,2.2,18.04
06/11/2023 16:30:00,0,,18.496,2.6,15.896
06/11/2023 16:45:00,0,,18.72,2.48,16.24
06/11/2023 17:00:00,0,,15.98,2.36,13.62
06/11/2023 17:15:00,0,,19.532,2.88,16.652
06/11/2023 17:30:00,0,,17.412,3.12,14.292
06/11/2023 17:45:00,0,,18.664,3.36,15.304
06/11/2023 18:00:00,0,,15.3,3.4,11.9
06/11/2023 18:15:00,0,,25.284,5.04,20.244
06/11/2023 18:30:00,0,,25.328,5.36,19.968
06/11/2023 18:45:00,0,,26.956,4.64,22.316
06/11/2023 19:00:00,0,,20.056,4.44,15.616
06/11/2023 19:15:00,0,,16.388,3.68,12.708
06/11/2023 19:30:00,0,,20.752,4.76,15.992
06/11/2023 19:45:00,0,,19.856,4.16,15.696
06/11/2023 20:00:00,0,,21.372,4.56,16.812
06/11/2023 20:15:00,0,,16.14,3.76,12.38
06/11/2023 20:30:00,0,,15.532,3.84,11.692
06/11/2023 20:45:00,0,,20.04,5.08,14.96
06/11/2023 21:00:00,0,,17.248,3.08,14.168
06/11/2023 21:15:00,0,,18.556,4.68,13.876
06/11/2023 21:30:00,0,,14.836,2.44,12.396
06/11/2023 21:45:00,0,,16.64,3.32,13.32
06/11/2023 22:00:00,0,,16.868,3.44,13.428
06/11/2023 22:15:00,0,,16.484,2.64,13.844
06/11/2023 22:30:00,0,,13.136,3.36,9.776
06/11/2023 22:45:00,0,,12.884,3,9.884
06/11/2023 23:00:00,0,,9.124,1.68,7.444
06/11/2023 23:15:00,0,,12.588,1.92,10.668
06/11/2023 23:30:00,0,,11.252,1.16,10.092
06/11/2023 23:45:00,0,,7.528,1.44,6.088
07/11/2023 00:00:00,0,,6.468,1.08,5.388
07/11/2023 00:15:00,0,,8.92,0.88,8.04
07/11/2023 00:30:00,0,,6.584,0.96,5.624
07/11/2023 00:45:00,0,,6.024,0.96,5.064
07/11/2023 01:00:00,0,,5.416,0.4,5.016
07/11/2023 01:15:00,0,,8.34,0.4,7.94
07/11/2023 01:30:00,0,,7.432,0.36,7.072
07/11/2023 01:45:00,0,,6.032,0.44,5.592
07/11/2023 02:00:00,0,,9.068,0.72,8.348
07/11/2023 02:15:00,0,,5.368,0.44,4.928
07/11/2023 02:30:00,0,,5.936,0.48,5.456
07/11/2023 02:45:00,0,,6.152,0.44,5.712
07/11/2023 03:00:00,0,,7.376,0.32,7.056
07/11/2023 03:15:00,0,,5.3,0.32,4.98
07/11/2023 03:30:00,0,,5.152,0.28,4.872
07/11/2023 03:45:00,0,,8.944,0.32,8.624
07/11/2023 04:00:00,0,,5.288,0.44,4.848
07/11/2023 04:15:00,0,,7.748,0.48,7.268
07/11/2023 04:30:00,0,,8.548,0.32,8.228
07/11/2023 04:45:00,0,,5.292,0.28,5.012
07/11/2023 05:00:00,0,,5.544,0.56,4.984
07/11/2023 05:15:00,0,,5.872,0.56,5.312
07/11/2023 05:30:00,0,,9.972,1.24,8.732
07/11/2023 05:45:00,0,,7.052,1.08,5.972
07/11/2023 06:00:00,0,,8.316,1.84,6.476
07/11/2023 06:15:00,0,,17.064,1.84,15.224
07/11/2023 06:30:00,0,,19.356,3.28,16.076
07/11/2023 06:45:00,0,,26.516,3.16,23.356
07/11/2023 07:00:00,0,,37.44,5.88,31.56
07/11/2023 07:15:00,0,,39.272,6.28,32.992
07/11/2023 07:30:00,0,,42.89198,7.16,35.73198
07/11/2023 07:45:00,0,,36.90799,8.04,28.86799
07/11/2023 08:00:00,0,,26.728,6.56,20.168
07/11/2023 08:15:00,0,,22.192,5.04,17.152
07/11/2023 08:30:00,0,,22.428,3.92,18.508
07/11/2023 08:45:00,0,,21.82,4.32,17.5
07/11/2023 09:00:00,0,,16.412,5.08,11.332
07/11/2023 09:15:00,0,,13.136,4.08,9.056
07/11/2023 09:30:00,0,,12.652,3.64,9.012
07/11/2023 09:45:00,0,,15.072,3.32,11.752
07/11/2023 10:00:00,0,,16.66,2.68,13.98
07/11/2023 10:15:00,0,,11.876,2.04,9.836
07/11/2023 10:30:00,0,,18.4,2.36,16.04
07/11/2023 10:45:00,0,,15.788,2.2,13.588
07/11/2023 11:00:00,0,,16.42,2.36,14.06
07/11/2023 11:15:00,0,,12.964,2.4,10.564
07/11/2023 11:30:00,0,,17.7,1.96,15.74
07/11/2023 11:45:00,0,,19.256,2.16,17.096
07/11/2023 12:00:00,0,,17,2.52,14.48
07/11/2023 12:15:00,0,,9.232,2.08,7.152
07/11/2023 12:30:00,0,,10.196,1.68,8.516
07/11/2023 12:45:00,0,,9.548,1.44,8.108
07/11/2023 13:00:00,0,,11.024,2.44,8.584
07/11/2023 13:15:00,0,,11.98,1.56,10.42
07/11/2023 13:30:00,0,,19.704,2.28,17.424
07/11/2023 13:45:00,0,,19.476,3.24,16.236
07/11/2023 14:00:00,0,,16.604,2.28,14.324
07/11/2023 14:15:00,0,,20.272,1.96,18.312
07/11/2023 14:30:00,0,,18.92,1.48,17.44
07/11/2023 14:45:00,0,,12.596,1.64,10.956
07/11/2023 15:00:00,0,,11.508,1.92,9.588
07/11/2023 15:15:00,0,,10.904,1.72,9.184
07/11/2023 15:30:00,0,,12.164,1.48,10.684
07/11/2023 15:45:00,0,,14.372,2.12,12.252
07/11/2023 16:00:00,0,,13.648,2.48,11.168
07/11/2023 16:15:00,0,,20.284,2.96,17.324
07/11/2023 16:30:00,0,,18.412,2.28,16.132
07/11/2023 16:45:00,0,,14.348,2.4,11.948
07/11/2023 17:00:00,0,,15.432,3.6,11.832
07/11/2023 17:15:00,0,,18.988,4.08,14.908
07/11/2023 17:30:00,0,,13.756,3.88,9.876
07/11/2023 17:45:00,0,,14.228,2.76,11.468
07/11/2023 18:00:00,0,,16.784,3.8,12.984
07/11/2023 18:15:00,0,,19.98,3.8,16.18
07/11/2023 18:30:00,0,,15.248,3,12.248
07/11/2023 18:45:00,0,,21.48,4.64,16.84
07/11/2023 19:00:00,0,,20.612,5.68,14.932
07/11/2023 19:15:00,0,,16.944,4.88,12.064
07/11/2023 19:30:00,0,,21.272,3.84,17.432
07/11/2023 19:45:00,0,,17.92,4,13.92
07/11/2023 20:00:00,0,,18.748,3.72,15.028
07/11/2023 20:15:00,0,,16.54,6.04,10.5
07/11/2023 20:30:00,0,,19.352,4.04,15.312
07/11/2023 20:45:00,0,,15.024,3.92,11.104
07/11/2023 21:00:00,0,,20.792,3.84,16.952
07/11/2023 21:15:00,0,,16.036,3.96,12.076
07/11/2023 21:30:00,0,,13.888,3.2,10.688
07/11/2023 21:45:00,0,,14.828,3,11.828
07/11/2023 22:00:00,0,,17.676,2.88,14.796
07/11/2023 22:15:00,0,,15.904,3.4,12.504
07/11/2023 22:30:00,0,,14.804,3.72,11.084
07/11/2023 22:45:00,0,,11,2.48,8.52
07/11/2023 23:00:00,0,,11.752,2.32,9.432
07/11/2023 23:15:00,0,,8.416,1.32,7.096
07/11/2023 23:30:00,0,,13.76,1.96,11.8
07/11/2023 23:45:00,0,,8.496,1.68,6.816
08/11/2023 00:00:00,0,,6.956,1.24,5.716
08/11/2023 00:15:00,0,,6.936,0.52,6.416
08/11/2023 00:30:00,0,,5.744,0.44,5.304
08/11/2023 00:45:00,0,,6.004,0.64,5.364
08/11/2023 01:00:00,0,,6.096,0.36,5.736
08/11/2023 01:15:00,0,,5.22,0.4,4.82
08/11/2023 01:30:00,0,,5.264,0.32,4.944
08/11/2023 01:45:00,0,,5.908,0.28,5.628
08/11/2023 02:00:00,0,,6.74,0.44,6.3
08/11/2023 02:15:00,0,,5.156,0.4,4.756
08/11/2023 02:30:00,0,,5.284,0.28,5.004
