Date of Reading,(CUS) IF0832 (Flow) (Flow (m3/hr)),(CUS) IF0833 (Flow) (Flow (m3/hr)),(IN) IF1801 (Flow) (Flow (m3/hr)),(OUT) IF0802 Flow (Flow (m3/hr)),Itchingfield 250mm east TM (Balance) (Flow (m3/hr))
23/08/2022 13:00:00,,,7.292,0,7.292
23/08/2022 13:15:00,,,6.944,0,6.944
23/08/2022 13:30:00,,,7.68,0,7.68
23/08/2022 13:45:00,,,5.4,0,5.4
23/08/2022 14:00:00,,,6.176,0,6.176
23/08/2022 14:15:00,,,7.64,0,7.64
23/08/2022 14:30:00,,,3.896,0,3.896
23/08/2022 14:45:00,,,5.168,0,5.168
23/08/2022 15:00:00,,,4.496,0,4.496
23/08/2022 15:15:00,,,4.716,0,4.716
23/08/2022 15:30:00,,,5.84,0,5.84
23/08/2022 15:45:00,,,5.26,0,5.26
23/08/2022 16:00:00,,,6.716,0,6.716
23/08/2022 16:15:00,,,5.032,0,5.032
23/08/2022 16:30:00,,,5.248,0,5.248
23/08/2022 16:45:00,,,5.608,0,5.608
23/08/2022 17:00:00,,,7.652,0,7.652
23/08/2022 17:15:00,,,7.296,0,7.296
23/08/2022 17:30:00,,,5.356,0,5.356
23/08/2022 17:45:00,,,5.72,0,5.72
23/08/2022 18:00:00,,,7.316,0,7.316
23/08/2022 18:15:00,,,13.696,0,13.696
23/08/2022 18:30:00,,,7.388,0,7.388
23/08/2022 18:45:00,,,6.728,0,6.728
23/08/2022 19:00:00,,,10.464,0,10.464
23/08/2022 19:15:00,,,9.748,0,9.748
23/08/2022 19:30:00,,,6.312,0,6.312
23/08/2022 19:45:00,,,6.996,0,6.996
23/08/2022 20:00:00,,,6.044,0,6.044
23/08/2022 20:15:00,,,6.068,0,6.068
23/08/2022 20:30:00,,,7.732,0,7.732
23/08/2022 20:45:00,,,7.1,0,7.1
23/08/2022 21:00:00,,,6.636,0,6.636
23/08/2022 21:15:00,,,5.768,0,5.768
23/08/2022 21:30:00,,,5.988,0,5.988
23/08/2022 21:45:00,,,4.676,0,4.676
23/08/2022 22:00:00,,,5.02,0,5.02
23/08/2022 22:15:00,,,5.084,0,5.084
23/08/2022 22:30:00,,,4.104,0,4.104
23/08/2022 22:45:00,,,4.268,0,4.268
23/08/2022 23:00:00,,,3.112,0,3.112
23/08/2022 23:15:00,,,4.424,0,4.424
23/08/2022 23:30:00,,,2.42,0,2.42
23/08/2022 23:45:00,,,2.32,0,2.32
24/08/2022 00:00:00,,,2.392,0,2.392
24/08/2022 00:15:00,,,1.996,0,1.996
24/08/2022 00:30:00,,,3.052,0,3.052
24/08/2022 00:45:00,,,2.236,0,2.236
24/08/2022 01:00:00,,,3.356,0,3.356
24/08/2022 01:15:00,,,2.024,0,2.024
24/08/2022 01:30:00,,,2.144,0,2.144
24/08/2022 01:45:00,,,1.824,0,1.824
24/08/2022 02:00:00,,,1.796,0,1.796
24/08/2022 02:15:00,,,2.856,0,2.856
24/08/2022 02:30:00,,,1.632,0,1.632
24/08/2022 02:45:00,,,3.464,0,3.464
24/08/2022 03:00:00,,,1.912,0,1.912
24/08/2022 03:15:00,,,2.164,0,2.164
24/08/2022 03:30:00,,,2.22,0,2.22
24/08/2022 03:45:00,,,2.164,0,2.164
24/08/2022 04:00:00,,,3.328,0,3.328
24/08/2022 04:15:00,,,2.492,0,2.492
24/08/2022 04:30:00,,,3.54,0,3.54
24/08/2022 04:45:00,,,2.46,0,2.46
24/08/2022 05:00:00,,,3.94,0,3.94
24/08/2022 05:15:00,,,4.204,0,4.204
24/08/2022 05:30:00,,,6.436,0,6.436
24/08/2022 05:45:00,,,5.64,0,5.64
24/08/2022 06:00:00,,,5.132,0,5.132
24/08/2022 06:15:00,,,6.284,0,6.284
24/08/2022 06:30:00,,,7.152,0,7.152
24/08/2022 06:45:00,,,6.936,0,6.936
24/08/2022 07:00:00,,,9.24,0,9.24
24/08/2022 07:15:00,,,7.7,0,7.7
24/08/2022 07:30:00,,,10.436,0,10.436
24/08/2022 07:45:00,,,9.548,0,9.548
24/08/2022 08:00:00,,,10.412,0,10.412
24/08/2022 08:15:00,,,12.484,0,12.484
24/08/2022 08:30:00,,,8.232,0,8.232
24/08/2022 08:45:00,,,12.54,0,12.54
24/08/2022 09:00:00,,,9.42,0,9.42
24/08/2022 09:15:00,,,10.652,0,10.652
24/08/2022 09:30:00,,,65.016,0,65.016
24/08/2022 09:45:00,,,44.608,0,44.608
24/08/2022 10:00:00,,,27.636,0,27.636
24/08/2022 10:15:00,,,23.332,0,23.332
24/08/2022 10:30:00,,,22.316,0,22.316
24/08/2022 10:45:00,,,25.328,0,25.328
24/08/2022 11:00:00,,,9.716,0,9.716
24/08/2022 11:15:00,,,1.684,0,1.684
24/08/2022 11:30:00,,,6.3,0,6.3
24/08/2022 11:45:00,,,6.296,0,6.296
24/08/2022 12:00:00,,,5.276,0,5.276
24/08/2022 12:15:00,,,6.316,0,6.316
24/08/2022 12:30:00,,,7.82,0,7.82
24/08/2022 12:45:00,,,4.74,0,4.74
24/08/2022 13:00:00,,,8.92,0,8.92
24/08/2022 13:15:00,,,5.348,0,5.348
24/08/2022 13:30:00,,,4.476,0,4.476
24/08/2022 13:45:00,,,4,0,4
24/08/2022 14:00:00,,,6.072,0,6.072
24/08/2022 14:15:00,,,14.292,0,14.292
24/08/2022 14:30:00,,,6.488,0,6.488
24/08/2022 14:45:00,,,4.948,0,4.948
24/08/2022 15:00:00,,,5.324,0,5.324
24/08/2022 15:15:00,,,4.464,0,4.464
24/08/2022 15:30:00,,,8.624,0,8.624
24/08/2022 15:45:00,,,7.896,0,7.896
24/08/2022 16:00:00,,,5.856,0,5.856
24/08/2022 16:15:00,,,4.76,0,4.76
24/08/2022 16:30:00,,,11.628,0,11.628
24/08/2022 16:45:00,,,6.84,0,6.84
24/08/2022 17:00:00,,,6.768,0,6.768
24/08/2022 17:15:00,,,6.34,0,6.34
24/08/2022 17:30:00,,,7.124,0,7.124
24/08/2022 17:45:00,,,7.084,0,7.084
24/08/2022 18:00:00,,,10.06,0,10.06
24/08/2022 18:15:00,,,6.884,0,6.884
24/08/2022 18:30:00,,,8.124,0,8.124
24/08/2022 18:45:00,,,7.18,0,7.18
24/08/2022 19:00:00,,,8.884,0,8.884
24/08/2022 19:15:00,,,9.06,0,9.06
24/08/2022 19:30:00,,,8.336,0,8.336
24/08/2022 19:45:00,,,7.664,0,7.664
24/08/2022 20:00:00,,,5.488,0,5.488
24/08/2022 20:15:00,,,5.328,0,5.328
24/08/2022 20:30:00,,,4.148,0,4.148
24/08/2022 20:45:00,,,9.54,0,9.54
24/08/2022 21:00:00,,,6.904,0,6.904
24/08/2022 21:15:00,,,6.088,0,6.088
24/08/2022 21:30:00,,,5.972,0,5.972
24/08/2022 21:45:00,,,4.636,0,4.636
24/08/2022 22:00:00,,,4.596,0,4.596
24/08/2022 22:15:00,,,4.36,0,4.36
24/08/2022 22:30:00,,,4.576,0,4.576
24/08/2022 22:45:00,,,4.112,0,4.112
24/08/2022 23:00:00,,,2.72,0,2.72
24/08/2022 23:15:00,,,3.064,0,3.064
24/08/2022 23:30:00,,,2.972,0,2.972
24/08/2022 23:45:00,,,2.308,0,2.308
25/08/2022 00:00:00,,,2.104,0,2.104
25/08/2022 00:15:00,,,4.264,0,4.264
25/08/2022 00:30:00,,,2.18,0,2.18
25/08/2022 00:45:00,,,1.872,0,1.872
25/08/2022 01:00:00,,,2.128,0,2.128
25/08/2022 01:15:00,,,1.888,0,1.888
25/08/2022 01:30:00,,,1.972,0,1.972
25/08/2022 01:45:00,,,1.916,0,1.916
25/08/2022 02:00:00,,,2.036,0,2.036
25/08/2022 02:15:00,,,3.56,0,3.56
25/08/2022 02:30:00,,,3.6,0,3.6
25/08/2022 02:45:00,,,2.132,0,2.132
25/08/2022 03:00:00,,,1.992,0,1.992
25/08/2022 03:15:00,,,2.152,0,2.152
25/08/2022 03:30:00,,,1.932,0,1.932
25/08/2022 03:45:00,,,2.22,0,2.22
25/08/2022 04:00:00,,,2.972,0,2.972
25/08/2022 04:15:00,,,3.576,0,3.576
25/08/2022 04:30:00,,,3.336,0,3.336
25/08/2022 04:45:00,,,2.82,0,2.82
25/08/2022 05:00:00,,,3.012,0,3.012
25/08/2022 05:15:00,,,3.084,0,3.084
25/08/2022 05:30:00,,,3.892,0,3.892
25/08/2022 05:45:00,,,4.016,0,4.016
25/08/2022 06:00:00,,,5.184,0,5.184
25/08/2022 06:15:00,,,6.44,0,6.44
25/08/2022 06:30:00,,,6.528,0,6.528
25/08/2022 06:45:00,,,5.64,0,5.64
25/08/2022 07:00:00,,,7.3,0,7.3
25/08/2022 07:15:00,,,9.892,0,9.892
25/08/2022 07:30:00,,,8.348,0,8.348
25/08/2022 07:45:00,,,9.588,0,9.588
25/08/2022 08:00:00,,,9.604,0,9.604
25/08/2022 08:15:00,,,9.844,0,9.844
25/08/2022 08:30:00,,,8.328,0,8.328
25/08/2022 08:45:00,,,10.96,0,10.96
25/08/2022 09:00:00,,,11.512,0,11.512
25/08/2022 09:15:00,,,10.796,0,10.796
25/08/2022 09:30:00,,,7.464,0,7.464
25/08/2022 09:45:00,,,6.688,0,6.688
25/08/2022 10:00:00,,,7.06,0,7.06
25/08/2022 10:15:00,,,11.156,0,11.156
25/08/2022 10:30:00,,,6.864,0,6.864
25/08/2022 10:45:00,,,8.3,0,8.3
25/08/2022 11:00:00,,,5.824,0,5.824
25/08/2022 11:15:00,,,6.092,0,6.092
25/08/2022 11:30:00,,,5.68,0,5.68
25/08/2022 11:45:00,,,9.112,0,9.112
25/08/2022 12:00:00,,,6.204,0,6.204
25/08/2022 12:15:00,,,5.332,0,5.332
25/08/2022 12:30:00,,,5.476,0,5.476
25/08/2022 12:45:00,,,8.304,0,8.304
25/08/2022 13:00:00,,,6.66,0,6.66
25/08/2022 13:15:00,,,7.372,0,7.372
25/08/2022 13:30:00,,,4.428,0,4.428
25/08/2022 13:45:00,,,4.916,0,4.916
25/08/2022 14:00:00,,,5.16,0,5.16
25/08/2022 14:15:00,,,9.444,0,9.444
25/08/2022 14:30:00,,,4.816,0,4.816
25/08/2022 14:45:00,,,5.072,0,5.072
25/08/2022 15:00:00,,,5.748,0,5.748
25/08/2022 15:15:00,,,4.544,0,4.544
25/08/2022 15:30:00,,,8.368,0,8.368
25/08/2022 15:45:00,,,5.6,0,5.6
25/08/2022 16:00:00,,,6.496,0,6.496
25/08/2022 16:15:00,,,4.668,0,4.668
25/08/2022 16:30:00,,,5.436,0,5.436
25/08/2022 16:45:00,,,7.724,0,7.724
25/08/2022 17:00:00,,,5.192,0,5.192
25/08/2022 17:15:00,,,6.976,0,6.976
25/08/2022 17:30:00,,,6.812,0,6.812
25/08/2022 17:45:00,,,9.496,0,9.496
25/08/2022 18:00:00,,,8.024,0,8.024
25/08/2022 18:15:00,,,7.592,0,7.592
25/08/2022 18:30:00,,,7.168,0,7.168
25/08/2022 18:45:00,,,9.656,0,9.656
25/08/2022 19:00:00,,,8.432,0,8.432
25/08/2022 19:15:00,,,6.596,0,6.596
25/08/2022 19:30:00,,,6.444,0,6.444
25/08/2022 19:45:00,,,4.776,0,4.776
25/08/2022 20:00:00,,,6.992,0,6.992
25/08/2022 20:15:00,,,5.912,0,5.912
25/08/2022 20:30:00,,,6.896,0,6.896
25/08/2022 20:45:00,,,8.112,0,8.112
25/08/2022 21:00:00,,,6.28,0,6.28
25/08/2022 21:15:00,,,6.076,0,6.076
25/08/2022 21:30:00,,,5.492,0,5.492
25/08/2022 21:45:00,,,4.732,0,4.732
25/08/2022 22:00:00,,,4.792,0,4.792
25/08/2022 22:15:00,,,3.88,0,3.88
25/08/2022 22:30:00,,,5.172,0,5.172
25/08/2022 22:45:00,,,4.14,0,4.14
25/08/2022 23:00:00,,,3.7,0,3.7
25/08/2022 23:15:00,,,3.016,0,3.016
25/08/2022 23:30:00,,,3.904,0,3.904
25/08/2022 23:45:00,,,2.796,0,2.796
26/08/2022 00:00:00,,,2.584,0,2.584
26/08/2022 00:15:00,,,2.276,0,2.276
26/08/2022 00:30:00,,,6.036,0,6.036
26/08/2022 00:45:00,,,2.128,0,2.128
26/08/2022 01:00:00,,,2.1,0,2.1
26/08/2022 01:15:00,,,2.3,0,2.3
26/08/2022 01:30:00,,,2.116,0,2.116
26/08/2022 01:45:00,,,2.172,0,2.172
26/08/2022 02:00:00,,,2.408,0,2.408
26/08/2022 02:15:00,,,3.84,0,3.84
26/08/2022 02:30:00,,,2.108,0,2.108
26/08/2022 02:45:00,,,2.452,0,2.452
26/08/2022 03:00:00,,,2.428,0,2.428
26/08/2022 03:15:00,,,2.268,0,2.268
26/08/2022 03:30:00,,,2.336,0,2.336
26/08/2022 03:45:00,,,2.18,0,2.18
26/08/2022 04:00:00,,,3.784,0,3.784
26/08/2022 04:15:00,,,2.456,0,2.456
26/08/2022 04:30:00,,,2.74,0,2.74
26/08/2022 04:45:00,,,3.1,0,3.1
26/08/2022 05:00:00,,,2.856,0,2.856
26/08/2022 05:15:00,,,2.988,0,2.988
26/08/2022 05:30:00,,,3.932,0,3.932
26/08/2022 05:45:00,,,4.04,0,4.04
26/08/2022 06:00:00,,,5.572,0,5.572
26/08/2022 06:15:00,,,5.356,0,5.356
26/08/2022 06:30:00,,,7.22,0,7.22
26/08/2022 06:45:00,,,7.62,0,7.62
26/08/2022 07:00:00,,,8.256,0,8.256
26/08/2022 07:15:00,,,12.024,0,12.024
26/08/2022 07:30:00,,,8.86,0,8.86
26/08/2022 07:45:00,,,11.508,0,11.508
26/08/2022 08:00:00,,,12.2,0,12.2
26/08/2022 08:15:00,,,16.056,0,16.056
26/08/2022 08:30:00,,,15.488,0,15.488
26/08/2022 08:45:00,,,13.692,0,13.692
26/08/2022 09:00:00,,,13.476,0,13.476
26/08/2022 09:15:00,,,13.704,0,13.704
26/08/2022 09:30:00,,,11.556,0,11.556
26/08/2022 09:45:00,,,15.172,0,15.172
26/08/2022 10:00:00,,,10.568,0,10.568
26/08/2022 10:15:00,,,10.6,0,10.6
26/08/2022 10:30:00,,,13.964,0,13.964
26/08/2022 10:45:00,,,9.336,0,9.336
26/08/2022 11:00:00,,,13.188,0,13.188
26/08/2022 11:15:00,,,8.536,0,8.536
26/08/2022 11:30:00,,,9.196,0,9.196
26/08/2022 11:45:00,,,8.212,0,8.212
26/08/2022 12:00:00,,,8,0,8
26/08/2022 12:15:00,,,9.032,0,9.032
26/08/2022 12:30:00,,,7.6,0,7.6
26/08/2022 12:45:00,,,7.32,0,7.32
26/08/2022 13:00:00,,,7.944,0,7.944
26/08/2022 13:15:00,,,6.66,0,6.66
26/08/2022 13:30:00,,,6.912,0,6.912
26/08/2022 13:45:00,,,5.412,0,5.412
26/08/2022 14:00:00,,,8.552,0,8.552
26/08/2022 14:15:00,,,7.124,0,7.124
26/08/2022 14:30:00,,,4.176,0,4.176
26/08/2022 14:45:00,,,4.508,0,4.508
26/08/2022 15:00:00,,,6.324,0,6.324
26/08/2022 15:15:00,,,7.992,0,7.992
26/08/2022 15:30:00,,,4.756,0,4.756
26/08/2022 15:45:00,,,4.192,0,4.192
26/08/2022 16:00:00,,,7.02,0,7.02
26/08/2022 16:15:00,,,7.004,0,7.004
26/08/2022 16:30:00,,,4.868,0,4.868
26/08/2022 16:45:00,,,6.676,0,6.676
26/08/2022 17:00:00,,,6.1,0,6.1
26/08/2022 17:15:00,,,5.692,0,5.692
26/08/2022 17:30:00,,,6.36,0,6.36
26/08/2022 17:45:00,,,6.292,0,6.292
26/08/2022 18:00:00,,,10.144,0,10.144
26/08/2022 18:15:00,,,6.168,0,6.168
26/08/2022 18:30:00,,,5.16,0,5.16
26/08/2022 18:45:00,,,7.06,0,7.06
26/08/2022 19:00:00,,,5.104,0,5.104
26/08/2022 19:15:00,,,4.596,0,4.596
26/08/2022 19:30:00,,,6.3,0,6.3
26/08/2022 19:45:00,,,4.868,0,4.868
26/08/2022 20:00:00,,,5.416,0,5.416
26/08/2022 20:15:00,,,7.116,0,7.116
26/08/2022 20:30:00,,,5.416,0,5.416
26/08/2022 20:45:00,,,5.268,0,5.268
26/08/2022 21:00:00,,,4.98,0,4.98
26/08/2022 21:15:00,,,6.656,0,6.656
26/08/2022 21:30:00,,,4.5,0,4.5
26/08/2022 21:45:00,,,4.548,0,4.548
26/08/2022 22:00:00,,,3.816,0,3.816
26/08/2022 22:15:00,,,3.308,0,3.308
26/08/2022 22:30:00,,,3.732,0,3.732
26/08/2022 22:45:00,,,3.764,0,3.764
26/08/2022 23:00:00,,,5.44,0,5.44
26/08/2022 23:15:00,,,3.1,0,3.1
26/08/2022 23:30:00,,,3.18,0,3.18
26/08/2022 23:45:00,,,2.9,0,2.9
27/08/2022 00:00:00,,,2.56,0,2.56
27/08/2022 00:15:00,,,2.7,0,2.7
27/08/2022 00:30:00,,,2.28,0,2.28
27/08/2022 00:45:00,,,2.412,0,2.412
27/08/2022 01:00:00,,,3.864,0,3.864
27/08/2022 01:15:00,,,2.032,0,2.032
27/08/2022 01:30:00,,,3.156,0,3.156
27/08/2022 01:45:00,,,1.944,0,1.944
27/08/2022 02:00:00,,,1.92,0,1.92
27/08/2022 02:15:00,,,1.936,0,1.936
27/08/2022 02:30:00,,,1.936,0,1.936
27/08/2022 02:45:00,,,3.38,0,3.38
27/08/2022 03:00:00,,,2.216,0,2.216
27/08/2022 03:15:00,,,2.016,0,2.016
27/08/2022 03:30:00,,,2.108,0,2.108
27/08/2022 03:45:00,,,1.964,0,1.964
27/08/2022 04:00:00,,,2.076,0,2.076
27/08/2022 04:15:00,,,2.068,0,2.068
27/08/2022 04:30:00,,,2.024,0,2.024
27/08/2022 04:45:00,,,3.792,0,3.792
27/08/2022 05:00:00,,,2.3,0,2.3
27/08/2022 05:15:00,,,2.372,0,2.372
27/08/2022 05:30:00,,,2.88,0,2.88
27/08/2022 05:45:00,,,2.712,0,2.712
27/08/2022 06:00:00,,,3.644,0,3.644
27/08/2022 06:15:00,,,5.348,0,5.348
27/08/2022 06:30:00,,,4.48,0,4.48
27/08/2022 06:45:00,,,5.492,0,5.492
27/08/2022 07:00:00,,,7.216,0,7.216
27/08/2022 07:15:00,,,6.88,0,6.88
27/08/2022 07:30:00,,,7.428,0,7.428
27/08/2022 07:45:00,,,9.684,0,9.684
27/08/2022 08:00:00,,,12.648,0,12.648
27/08/2022 08:15:00,,,7.552,0,7.552
27/08/2022 08:30:00,,,7.3,0,7.3
27/08/2022 08:45:00,,,7.388,0,7.388
27/08/2022 09:00:00,,,9.436,0,9.436
27/08/2022 09:15:00,,,8.132,0,8.132
27/08/2022 09:30:00,,,12.208,0,12.208
27/08/2022 09:45:00,,,8.448,0,8.448
27/08/2022 10:00:00,,,10.132,0,10.132
27/08/2022 10:15:00,,,7.632,0,7.632
27/08/2022 10:30:00,,,9.56,0,9.56
27/08/2022 10:45:00,,,10.568,0,10.568
27/08/2022 11:00:00,,,7.516,0,7.516
27/08/2022 11:15:00,,,6.62,0,6.62
27/08/2022 11:30:00,,,6.9,0,6.9
27/08/2022 11:45:00,,,6.472,0,6.472
27/08/2022 12:00:00,,,5.316,0,5.316
27/08/2022 12:15:00,,,7.488,0,7.488
27/08/2022 12:30:00,,,6.464,0,6.464
27/08/2022 12:45:00,,,6.832,0,6.832
27/08/2022 13:00:00,,,5.172,0,5.172
27/08/2022 13:15:00,,,6.032,0,6.032
27/08/2022 13:30:00,,,4.82,0,4.82
27/08/2022 13:45:00,,,6.776,0,6.776
27/08/2022 14:00:00,,,5.196,0,5.196
27/08/2022 14:15:00,,,7.96,0,7.96
27/08/2022 14:30:00,,,5.708,0,5.708
27/08/2022 14:45:00,,,4.616,0,4.616
27/08/2022 15:00:00,,,7.564,0,7.564
27/08/2022 15:15:00,,,6.368,0,6.368
27/08/2022 15:30:00,,,4.34,0,4.34
27/08/2022 15:45:00,,,4.584,0,4.584
27/08/2022 16:00:00,,,4.904,0,4.904
27/08/2022 16:15:00,,,4.732,0,4.732
27/08/2022 16:30:00,,,5.208,0,5.208
27/08/2022 16:45:00,,,6.16,0,6.16
27/08/2022 17:00:00,,,8.484,0,8.484
27/08/2022 17:15:00,,,7.928,0,7.928
27/08/2022 17:30:00,,,9.148,0,9.148
27/08/2022 17:45:00,,,6.76,0,6.76
27/08/2022 18:00:00,,,5.68,0,5.68
27/08/2022 18:15:00,,,5.184,0,5.184
27/08/2022 18:30:00,,,4.936,0,4.936
27/08/2022 18:45:00,,,6.18,0,6.18
27/08/2022 19:00:00,,,7.02,0,7.02
27/08/2022 19:15:00,,,6.632,0,6.632
27/08/2022 19:30:00,,,6.38,0,6.38
27/08/2022 19:45:00,,,4.812,0,4.812
27/08/2022 20:00:00,,,4.928,0,4.928
27/08/2022 20:15:00,,,4.64,0,4.64
27/08/2022 20:30:00,,,4.244,0,4.244
27/08/2022 20:45:00,,,5.032,0,5.032
27/08/2022 21:00:00,,,5.984,0,5.984
27/08/2022 21:15:00,,,4.976,0,4.976
27/08/2022 21:30:00,,,5.436,0,5.436
27/08/2022 21:45:00,,,4.824,0,4.824
27/08/2022 22:00:00,,,4.076,0,4.076
27/08/2022 22:15:00,,,4.16,0,4.16
27/08/2022 22:30:00,,,7.02,0,7.02
27/08/2022 22:45:00,,,4.772,0,4.772
27/08/2022 23:00:00,,,3.852,0,3.852
27/08/2022 23:15:00,,,3.304,0,3.304
27/08/2022 23:30:00,,,3.508,0,3.508
27/08/2022 23:45:00,,,3.96,0,3.96
28/08/2022 00:00:00,,,2.856,0,2.856
28/08/2022 00:15:00,,,2.992,0,2.992
28/08/2022 00:30:00,,,2.496,0,2.496
28/08/2022 00:45:00,,,3.952,0,3.952
28/08/2022 01:00:00,,,2.46,0,2.46
28/08/2022 01:15:00,,,2.76,0,2.76
28/08/2022 01:30:00,,,2.404,0,2.404
28/08/2022 01:45:00,,,2.508,0,2.508
28/08/2022 02:00:00,,,2.604,0,2.604
28/08/2022 02:15:00,,,2.284,0,2.284
28/08/2022 02:30:00,,,2.564,0,2.564
28/08/2022 02:45:00,,,3.724,0,3.724
28/08/2022 03:00:00,,,2.344,0,2.344
28/08/2022 03:15:00,,,2.448,0,2.448
28/08/2022 03:30:00,,,2.272,0,2.272
28/08/2022 03:45:00,,,2.396,0,2.396
28/08/2022 04:00:00,,,2.292,0,2.292
28/08/2022 04:15:00,,,2.684,0,2.684
28/08/2022 04:30:00,,,6.412,0,6.412
28/08/2022 04:45:00,,,2.704,0,2.704
28/08/2022 05:00:00,,,2.652,0,2.652
28/08/2022 05:15:00,,,2.836,0,2.836
28/08/2022 05:30:00,,,2.556,0,2.556
28/08/2022 05:45:00,,,2.904,0,2.904
28/08/2022 06:00:00,,,3.248,0,3.248
28/08/2022 06:15:00,,,4.232,0,4.232
28/08/2022 06:30:00,,,5.284,0,5.284
28/08/2022 06:45:00,,,5.176,0,5.176
28/08/2022 07:00:00,,,5.784,0,5.784
28/08/2022 07:15:00,,,6.624,0,6.624
28/08/2022 07:30:00,,,10.64,0,10.64
28/08/2022 07:45:00,,,9.768,0,9.768
28/08/2022 08:00:00,,,10.384,0,10.384
28/08/2022 08:15:00,,,13.42,0,13.42
28/08/2022 08:30:00,,,13.416,0,13.416
28/08/2022 08:45:00,,,13.652,0,13.652
28/08/2022 09:00:00,,,10.608,0,10.608
28/08/2022 09:15:00,,,13.556,0,13.556
28/08/2022 09:30:00,,,13.128,0,13.128
28/08/2022 09:45:00,,,9.984,0,9.984
28/08/2022 10:00:00,,,8.3,0,8.3
28/08/2022 10:15:00,,,9.292,0,9.292
28/08/2022 10:30:00,,,12.836,0,12.836
28/08/2022 10:45:00,,,7.676,0,7.676
28/08/2022 11:00:00,,,7.52,0,7.52
28/08/2022 11:15:00,,,7.112,0,7.112
28/08/2022 11:30:00,,,10.148,0,10.148
28/08/2022 11:45:00,,,10.596,0,10.596
28/08/2022 12:00:00,,,6.924,0,6.924
28/08/2022 12:15:00,,,9.8,0,9.8
28/08/2022 12:30:00,,,11.604,0,11.604
28/08/2022 12:45:00,,,11.02,0,11.02
28/08/2022 13:00:00,,,8.908,0,8.908
28/08/2022 13:15:00,,,4.904,0,4.904
28/08/2022 13:30:00,,,5.076,0,5.076
28/08/2022 13:45:00,,,8.74,0,8.74
28/08/2022 14:00:00,,,5.328,0,5.328
28/08/2022 14:15:00,,,6.416,0,6.416
28/08/2022 14:30:00,,,7.34,0,7.34
28/08/2022 14:45:00,,,4.432,0,4.432
28/08/2022 15:00:00,,,4.932,0,4.932
28/08/2022 15:15:00,,,7.556,0,7.556
28/08/2022 15:30:00,,,4.976,0,4.976
28/08/2022 15:45:00,,,5.316,0,5.316
28/08/2022 16:00:00,,,7.84,0,7.84
28/08/2022 16:15:00,,,5.472,0,5.472
28/08/2022 16:30:00,,,11.772,0,11.772
28/08/2022 16:45:00,,,8.804,0,8.804
28/08/2022 17:00:00,,,10.716,0,10.716
28/08/2022 17:15:00,,,6.044,0,6.044
28/08/2022 17:30:00,,,8.168,0,8.168
28/08/2022 17:45:00,,,8.32,0,8.32
28/08/2022 18:00:00,,,11.28,0,11.28
28/08/2022 18:15:00,0,0,9.984,0,9.984
28/08/2022 18:30:00,0,0,9.06,0,9.06
28/08/2022 18:45:00,0,0.116,7.708,0,7.592
28/08/2022 19:00:00,0,0.084,7.568,0,7.484
28/08/2022 19:15:00,0,0.14,9.24,0,9.1
28/08/2022 19:30:00,0,0.38,5.948,0,5.568
28/08/2022 19:45:00,0,0.572,5.508,0,4.936
28/08/2022 20:00:00,0,0.316,5.628,0,5.312
28/08/2022 20:15:00,0,0.364,8.196,0,7.832
28/08/2022 20:30:00,0,0.268,5.516,0,5.248
28/08/2022 20:45:00,0,0.388,6.4,0,6.012
28/08/2022 21:00:00,0,0.568,4.956,0,4.388
28/08/2022 21:15:00,0,0.204,8.952,0,8.748
28/08/2022 21:30:00,0,0.168,5.82,0,5.652
28/08/2022 21:45:00,0,0.636,5.2,0,4.564
28/08/2022 22:00:00,0,0.996,4.168,0,3.172
28/08/2022 22:15:00,0,1.032,6.132,0,5.1
28/08/2022 22:30:00,0,0.404,6.936,0,6.532
28/08/2022 22:45:00,0,1,3.964,0,2.964
28/08/2022 23:00:00,0,1.268,2.892,0,1.624
28/08/2022 23:15:00,0,1.172,3.144,0,1.972
28/08/2022 23:30:00,0,0.608,5.332,0,4.724
28/08/2022 23:45:00,0,1.076,2.844,0,1.768
29/08/2022 00:00:00,0,1.12,2.612,0,1.492
29/08/2022 00:15:00,,,2.628,0,2.628
29/08/2022 00:30:00,,,6.46,0,6.46
29/08/2022 00:45:00,,,2.572,0,2.572
29/08/2022 01:00:00,,,2.408,0,2.408
29/08/2022 01:15:00,,,2.28,0,2.28
29/08/2022 01:30:00,,,5.068,0,5.068
29/08/2022 01:45:00,,,2.484,0,2.484
29/08/2022 02:00:00,,,2.324,0,2.324
29/08/2022 02:15:00,,,3.692,0,3.692
29/08/2022 02:30:00,,,2.38,0,2.38
29/08/2022 02:45:00,,,4.732,0,4.732
29/08/2022 03:00:00,,,2.188,0,2.188
29/08/2022 03:15:00,,,2.18,0,2.18
29/08/2022 03:30:00,,,2.28,0,2.28
29/08/2022 03:45:00,,,4.76,0,4.76
29/08/2022 04:00:00,,,3.916,0,3.916
29/08/2022 04:15:00,,,2.88,0,2.88
29/08/2022 04:30:00,,,2.288,0,2.288
29/08/2022 04:45:00,,,5.264,0,5.264
29/08/2022 05:00:00,,,2.492,0,2.492
29/08/2022 05:15:00,,,2.588,0,2.588
29/08/2022 05:30:00,,,3.444,0,3.444
29/08/2022 05:45:00,,,5.396,0,5.396
29/08/2022 06:00:00,,,4.62,0,4.62
29/08/2022 06:15:00,,,4.756,0,4.756
29/08/2022 06:30:00,,,7.772,0,7.772
