Date of Reading,(IN) BT0901 (Flow) (Flow (m3/hr)),(OUT) BT0301 (Flow) (Flow (m3/hr)),(OUT) BT0601 (Flow) (Flow (m3/hr)),(OUT) BT0701 (Flow) (Flow (m3/hr)),(OUT) BT0202 Flow (Flow (m3/hr)),Buchan Tower North outlet TM (Balance) (Flow (m3/hr))
18/09/2023 07:45:00,61.6,26.92,28.16,4.74,1.968,-0.188
18/09/2023 08:00:00,58.79999,23.16,28.24,4.936,2.676,-0.21201
18/09/2023 08:15:00,58.79999,24.72,27.48,3.68,2.532,0.38799
18/09/2023 08:30:00,60.8,26.56,26.6,4.444,2.968,0.228
18/09/2023 08:45:00,62.39999,26.96,26.88,5.372,3.38,-0.19201
18/09/2023 09:00:00,60.00001,24.76,27.28,4.984,2.44,0.53601
18/09/2023 09:15:00,58.79999,25.32,25.96,4.588,2.928,0.00399
18/09/2023 09:30:00,59.19998,26.28,26.52,4.004,2.396,-2E-05
18/09/2023 09:45:00,57.6,25.6,25.88,3.924,2.132,0.064
18/09/2023 10:00:00,57.2,23.84,26.08,4.4,2.412,0.468
18/09/2023 10:15:00,59.60002,25.32,27.16,4.016,2.732,0.37202
18/09/2023 10:30:00,55.19999,22.08,26.68,3.408,2.336,0.69599
18/09/2023 10:45:00,54.79999,22.6,26.36,3.828,2.088,-0.07601
18/09/2023 11:00:00,54.79999,22.84,26,2.764,2.38,0.81599
18/09/2023 11:15:00,55.19999,22.76,26.6,3.188,2.504,0.14799
18/09/2023 11:30:00,54.79999,22.36,25.56,4.432,1.808,0.63999
18/09/2023 11:45:00,53.20001,22,25.48,3.536,1.828,0.35601
18/09/2023 12:00:00,50.8,21.44,23.48,3.72,2.212,-0.052
18/09/2023 12:15:00,54,24,24.16,2.732,2.196,0.912
18/09/2023 12:30:00,60.00001,25.44,27.72,4.04,2.404,0.39601
18/09/2023 12:45:00,54.79999,23.16,23.4,3.3,2.42,2.51999
18/09/2023 13:00:00,54.4,22.08,25.8,3.708,2.288,0.524
18/09/2023 13:15:00,55.19999,22.56,26.68,3.216,2.148,0.59599
18/09/2023 13:30:00,53.20001,21.76,25.36,2.932,2.536,0.61201
18/09/2023 13:45:00,56.00002,23.52,25.36,4.02,2.608,0.49202
18/09/2023 14:00:00,51.99998,20,25.24,3.908,2.256,0.59598
18/09/2023 14:15:00,49.60001,20,23.08,3.16,2.948,0.41201
18/09/2023 14:30:00,50.8,22.6,22.8,2.564,2.136,0.7
18/09/2023 14:45:00,56.40001,25.12,24.8,3.084,2.596,0.80001
18/09/2023 15:00:00,59.60002,26.84,26.6,3.256,2.316,0.58802
18/09/2023 15:15:00,59.60002,25.88,26.92,4.344,2.328,0.12802
18/09/2023 15:30:00,59.19998,27.44,25.96,3.524,2.196,0.07998
18/09/2023 15:45:00,65.59999,29.84,29.12,4.348,2.108,0.18399
18/09/2023 16:00:00,67.60001,30.6,29.64,4.376,2.792,0.19201
18/09/2023 16:15:00,70.40002,30.68,32.28,4.444,2.788,0.20802
18/09/2023 16:30:00,71.20001,31.76,33.12,3.52,1.98,0.82001
18/09/2023 16:45:00,68.8,31.28,30.6,3.724,2.164,1.032
18/09/2023 17:00:00,76.79999,31.84,35.52,4.772,3.332,1.33599
18/09/2023 17:15:00,79.99999,34.96,34.12,7.3,2.7,0.91999
18/09/2023 17:30:00,83.59999,36.92002,34.88,6.752,4.18,0.86797
18/09/2023 17:45:00,82.4,36.56002,32.84,7.14,4.78,1.07998
18/09/2023 18:00:00,80.79998,36.43999,31.16,7.964,3.788,1.44799
18/09/2023 18:15:00,79.6,36.83999,31.92,7.116,3.176,0.54801
18/09/2023 18:30:00,82.4,39.16001,32.48,5.1,3.624,2.03599
18/09/2023 18:45:00,83.99999,35.4,37.36001,6.572,4.204,0.46398
18/09/2023 19:00:00,73.19999,31.76,32.64,4.904,3.732,0.16399
18/09/2023 19:15:00,82.8,36.76,35.92,5.428,3.864,0.828
18/09/2023 19:30:00,75.2,31.76,34.28,6.06,2.64,0.46
18/09/2023 19:45:00,69.99998,29.48,29.72,6.744,2.66,1.39598
18/09/2023 20:00:00,70.80001,33.56,28.28,5.76,2.92,0.28001
18/09/2023 20:15:00,67.60001,30,27.96,4.46,3.956,1.22401
18/09/2023 20:30:00,61.6,26.36,26.36,4.028,3.136,1.716
18/09/2023 20:45:00,60.8,27.92,25.32,4.416,2.044,1.1
18/09/2023 21:00:00,58,29.48,21.76,3.496,2.956,0.308
18/09/2023 21:15:00,56.40001,25.32,23.88,4.268,2.544,0.38801
18/09/2023 21:30:00,52.80001,21.8,24.96,3.144,2.712,0.18401
18/09/2023 21:45:00,48.80002,21.16,22.44,3.344,1.804,0.05202
18/09/2023 22:00:00,46.00001,20.64,19.84,3.244,1.68,0.59601
18/09/2023 22:15:00,41.60002,18.8,18.08,2.1,2.02,0.60002
18/09/2023 22:30:00,37.19999,16.72,16.76,2.356,1.148,0.21599
18/09/2023 22:45:00,34.4,14.84,15.32,1.912,1.296,1.032
18/09/2023 23:00:00,32.4,13.88,15.24,2.032,1.228,0.02
18/09/2023 23:15:00,32,14.52,14,1.544,1.576,0.36
18/09/2023 23:30:00,28,12.2,12.76,1.572,1.448,0.02
18/09/2023 23:45:00,26.8,12.04,11.72,1.2,1.16,0.68
19/09/2023 00:00:00,26.4,11.76,12.32,1.2,1.056,0.064
19/09/2023 00:15:00,26.8,10.96,12.28,1.264,1.024,1.272
19/09/2023 00:30:00,24.4,9.84,10.96,1.396,1.092,1.112
19/09/2023 00:45:00,23.6,9.92,11.68,1.144,0.956,-0.1
19/09/2023 01:00:00,22.8,9.24,10.84,1.168,1.076,0.476
19/09/2023 01:15:00,24,8.92,11.76,2.2,1.08,0.04
19/09/2023 01:30:00,23.6,9.48,11.64,1.32,0.884,0.276
19/09/2023 01:45:00,22.4,9.84,10.72,0.9,1.004,-0.064
19/09/2023 02:00:00,22.8,9.76,10.44,1.036,1.396,0.168
19/09/2023 02:15:00,22.4,9.28,10.4,0.96,1.496,0.264
19/09/2023 02:30:00,23.2,10.28,10.68,1.056,1.032,0.152
19/09/2023 02:45:00,23.6,10.6,10.68,1.052,0.94,0.328
19/09/2023 03:00:00,22.8,9.44,11,0.956,0.856,0.548
19/09/2023 03:15:00,24,9.64,11.88,0.984,1.22,0.276
19/09/2023 03:30:00,23.2,9.64,11.28,0.992,1.16,0.128
19/09/2023 03:45:00,25.6,11.12,11.76,1.232,0.92,0.568
19/09/2023 04:00:00,29.2,12.88,12.64,2.12,1.376,0.184
19/09/2023 04:15:00,31.2,12.68,14.56,2.128,1.26,0.572
19/09/2023 04:30:00,31.2,13.16,14.12,2.344,1.484,0.092
19/09/2023 04:45:00,35.6,15.04,15.48,2.36,2.18,0.54
19/09/2023 05:00:00,36,15.28,16.2,2.212,1.576,0.732
19/09/2023 05:15:00,45.60001,19.84,20.4,2.696,2.508,0.15601
19/09/2023 05:30:00,51.99998,22.68,21.6,4.016,2.928,0.77598
19/09/2023 05:45:00,59.19998,25.12,25.36,6.028,2.536,0.15598
19/09/2023 06:00:00,65.99999,27.6,30.28,4.208,3.24,0.67199
19/09/2023 06:15:00,74.80001,33.32,30.6,5.668,2.78,2.43201
19/09/2023 06:30:00,82.8,37.28002,34.44,7.104,3.752,0.22398
19/09/2023 06:45:00,77.19998,34.76,32,5.976,3.632,0.83198
19/09/2023 07:00:00,77.60002,35.68,31.96,7.068,3.064,-0.17198
19/09/2023 07:15:00,72.4,31.28,30.44,6.748,3.092,0.84
19/09/2023 07:30:00,63.20002,26.88,29,4.76,2.432,0.12802
19/09/2023 07:45:00,60.00001,25.2,27.48,4.596,2.248,0.47601
19/09/2023 08:00:00,56.80001,24.32,25.16,5.496,2.456,-0.63199
19/09/2023 08:15:00,60.40001,26.84,26.88,4.796,2.168,-0.28399
19/09/2023 08:30:00,59.19998,24.96,28,4.424,2.372,-0.55602
19/09/2023 08:45:00,57.6,23.84,28.76,3.04,2.332,-0.372
19/09/2023 09:00:00,56.00002,23.44,26.04,4.2,2.132,0.18802
19/09/2023 09:15:00,56.80001,24.32,26.92,3.836,2.716,-0.99199
19/09/2023 09:30:00,55.59998,23.12,26,3.78,2.504,0.19598
19/09/2023 09:45:00,60.00001,25.44,27.36,4.28,2.776,0.14401
19/09/2023 10:00:00,61.99999,25.04,28.16,4.784,3.908,0.10799
19/09/2023 10:15:00,61.6,27.72,28.16,3.232,2.24,0.248
19/09/2023 10:30:00,58,25.84,25.84,3.548,2.444,0.328
19/09/2023 10:45:00,57.2,25.92,25.28,2.924,1.968,1.108
19/09/2023 11:00:00,57.6,25.24,26.6,3.012,2.712,0.036
19/09/2023 11:15:00,54.4,22.84,25.28,2.748,3.104,0.428
19/09/2023 11:30:00,54,23.8,24.72,3.324,1.948,0.208
19/09/2023 11:45:00,52.40002,24.28,24.04,2.756,1.436,-0.11198
19/09/2023 12:00:00,55.59998,24.56,23.84,3.176,1.784,2.23998
19/09/2023 12:15:00,52.80001,24.52,22.84,3.116,2.116,0.20801
19/09/2023 12:30:00,54,24.12,24.04,3.72,1.888,0.232
19/09/2023 12:45:00,58.39999,26.56,23.2,5.288,2.644,0.70799
19/09/2023 13:00:00,53.20001,24.08,24.04,3.352,1.928,-0.19999
19/09/2023 13:15:00,54.79999,25.96,23.08,3.576,1.948,0.23599
19/09/2023 13:30:00,51.19999,22.36,23.36,3.3,1.964,0.21599
19/09/2023 13:45:00,53.6,24.32,24.72,2.768,1.956,-0.164
19/09/2023 14:00:00,51.19999,23.2,23.52,2.32,1.832,0.32799
19/09/2023 14:15:00,49.60001,23.04,22.04,2.436,2.336,-0.25199
19/09/2023 14:30:00,50,22.08,21.76,3.324,2.684,0.152
19/09/2023 14:45:00,55.59998,25.64,24.08,3.296,2.508,0.07598
19/09/2023 15:00:00,61.6,29.36,24.76,4.52,2.452,0.508
19/09/2023 15:15:00,60.8,26.92,26,4.948,3.08,-0.148
19/09/2023 15:30:00,61.99999,25.96,27.52,5.7,3.156,-0.33601
19/09/2023 15:45:00,62.39999,26.64,28.44,4.836,2.8,-0.31601
19/09/2023 16:00:00,62.39999,26.24,29.16,3.952,2.628,0.41999
19/09/2023 16:15:00,64.4,28.44,28.4,4.416,2.232,0.912
19/09/2023 16:30:00,69.99998,30.32,31.8,4.332,3.268,0.27998
19/09/2023 16:45:00,74.00002,34.84,30.52,4.796,3.536,0.30802
19/09/2023 17:00:00,77.60002,35.68,31.64,4.96,4.792,0.52802
19/09/2023 17:15:00,85.20001,40.79999,34.16,6.42,3.932,-0.11198
19/09/2023 17:30:00,85.60001,38.92,34.48,7.584,3.672,0.94401
19/09/2023 17:45:00,83.59999,39.28,33,6.592,4.34,0.38799
19/09/2023 18:00:00,79.6,35.88,32.56,6.536,2.936,1.688
19/09/2023 18:15:00,86,39.76002,34.96,5.828,4.204,1.24798
19/09/2023 18:30:00,81.60001,39.31999,32.68,5.36,4.232,0.00802
19/09/2023 18:45:00,83.59999,39.76002,33.24,6.168,4.176,0.25597
19/09/2023 19:00:00,81.60001,38.00002,34.6,6.504,2.392,0.10399
19/09/2023 19:15:00,77.19998,34.48,32.96,6.66,3.452,-0.35202
19/09/2023 19:30:00,68.8,32.8,28.28,4.676,2.484,0.56
19/09/2023 19:45:00,75.2,36.16002,31.32,4.392,2.696,0.63198
19/09/2023 20:00:00,74.00002,34.24,29.92,5.448,3.48,0.91202
19/09/2023 20:15:00,72.79999,31.52,30.68,5.972,4.064,0.56399
19/09/2023 20:30:00,64.4,27.56,29.24,3.996,2.912,0.692
19/09/2023 20:45:00,63.20002,28.2,26.88,4.84,2.704,0.57602
19/09/2023 21:00:00,59.19998,25.56,25.84,4.408,2.664,0.72798
19/09/2023 21:15:00,56.00002,23.88,26.28,3.6,1.868,0.37202
19/09/2023 21:30:00,54.4,24.24,23.72,4.084,1.564,0.792
19/09/2023 21:45:00,46.00001,20.72,20.2,3.308,1.772,1E-05
19/09/2023 22:00:00,46.4,19.44,21.04,3.7,1.82,0.4
19/09/2023 22:15:00,43.6,19.92,18.76,3.148,1.532,0.24
19/09/2023 22:30:00,39.6,17.36,17.2,2.68,1.68,0.68
19/09/2023 22:45:00,33.2,15.8,14.32,1.704,1.388,-0.012
19/09/2023 23:00:00,31.2,13.12,14.52,1.92,1.28,0.36
19/09/2023 23:15:00,29.6,12.6,13.92,1.716,1.152,0.212
19/09/2023 23:30:00,26.8,11.16,12.76,1.688,1.104,0.088
19/09/2023 23:45:00,26.8,12.44,10.64,1.34,1.516,0.864
20/09/2023 00:00:00,25.6,11.68,11.2,1.068,1.14,0.512
20/09/2023 00:15:00,26.4,11.8,11.68,1.528,1.036,0.356
20/09/2023 00:30:00,25.2,11.04,11,1.536,1.06,0.564
20/09/2023 00:45:00,23.6,10.12,10.64,1.176,1.036,0.628
20/09/2023 01:00:00,21.6,9.16,10.32,1.052,0.92,0.148
20/09/2023 01:15:00,23.2,9.56,10.8,1.132,1.048,0.66
20/09/2023 01:30:00,22,9.12,10.6,1.168,1.04,0.072
20/09/2023 01:45:00,23.2,10.32,10.08,1.028,1.024,0.748
20/09/2023 02:00:00,22,9.32,10.4,1.04,1.312,-0.072
20/09/2023 02:15:00,22.8,9.4,9.72,2.016,1.188,0.476
20/09/2023 02:30:00,22.4,9.12,10.6,1.288,1.136,0.256
20/09/2023 02:45:00,22,9.4,10.12,0.92,1.18,0.38
20/09/2023 03:00:00,22.8,10.28,10.12,0.992,1,0.408
20/09/2023 03:15:00,23.6,10.76,10.8,0.988,1.144,-0.092
20/09/2023 03:30:00,25.6,11.64,11,0.944,1.292,0.724
20/09/2023 03:45:00,26,11.48,11.88,1.2,1.136,0.304
20/09/2023 04:00:00,27.2,12.52,11.4,1.836,1.196,0.248
20/09/2023 04:15:00,30.4,13.04,13.88,1.648,1.544,0.288
20/09/2023 04:30:00,31.6,13.92,13.76,2.084,1.3,0.536
20/09/2023 04:45:00,32.4,15.2,14.24,1.552,1.336,0.072
20/09/2023 05:00:00,36,15.64,15.28,2,1.96,1.12
20/09/2023 05:15:00,45.60001,19.64,19.52,4.152,2.34,-0.05199
20/09/2023 05:30:00,49.60001,19.8,21,4.424,2.508,1.86801
20/09/2023 05:45:00,60.8,25.28,26.64,6.152,2.084,0.644
20/09/2023 06:00:00,68.4,29.68,30.36,6.032,2.312,0.016
20/09/2023 06:15:00,76.39999,34.92,31.32,6.944,3.112,0.10399
20/09/2023 06:30:00,82.00001,37.72001,32.76,7.224,3.716,0.58
20/09/2023 06:45:00,80.39999,36.07999,33.24,7.248,3.648,0.184
20/09/2023 07:00:00,78.00001,35.12,34.28,5.932,3.064,-0.39599
20/09/2023 07:15:00,71.6,32.32,30.2,6.532,2.488,0.06
20/09/2023 07:30:00,61.99999,27.88,27.36,4.12,2.376,0.26399
20/09/2023 07:45:00,56.00002,24.72,25.6,3.804,2.116,-0.23998
20/09/2023 08:00:00,58,24.4,25.2,4.664,2.784,0.952
20/09/2023 08:15:00,60.40001,24.84,29.28,4.164,2.272,-0.15599
20/09/2023 08:30:00,60.8,26.88,26.6,4.472,3.14,-0.292
20/09/2023 08:45:00,58,24.16,26.76,4.868,1.964,0.248
20/09/2023 09:00:00,60.40001,26.24,26.64,4.78,2.088,0.65201
20/09/2023 09:15:00,60.8,25.8,28.6,3.32,2.52,0.56
20/09/2023 09:30:00,58,26.6,26.28,3.36,1.736,0.024
20/09/2023 09:45:00,62.39999,26.36,28.76,4.06,2.436,0.78399
20/09/2023 10:00:00,61.99999,27.32,26.44,4.592,3.26,0.38799
20/09/2023 10:15:00,62.39999,28.44,26.32,5.036,2.356,0.24799
20/09/2023 10:30:00,57.6,25.6,26.16,3.972,1.692,0.176
20/09/2023 10:45:00,59.60002,25.04,28.28,3.612,2.16,0.50802
20/09/2023 11:00:00,56.40001,24.2,27.32,3.06,1.792,0.02801
20/09/2023 11:15:00,52.80001,22,25.2,2.944,1.936,0.72001
20/09/2023 11:30:00,55.19999,23.44,24.88,2.764,2.004,2.11199
20/09/2023 11:45:00,53.6,23.68,24.16,3.628,1.9,0.232
20/09/2023 12:00:00,52.40002,22.44,24.96,2.992,2.096,-0.08798
20/09/2023 12:15:00,54,24.32,24.52,2.732,2.312,0.116
20/09/2023 12:30:00,53.6,22.96,24.92,2.812,2.408,0.5
20/09/2023 12:45:00,52.80001,24.16,23.32,3.456,2.116,-0.25199
20/09/2023 13:00:00,50.8,22.88,22.88,2.788,2.272,-0.02
20/09/2023 13:15:00,56.40001,22.44,26.72,3.28,3.144,0.81601
20/09/2023 13:30:00,56.00002,23.72,25.64,3.54,2.052,1.04802
20/09/2023 13:45:00,52.80001,23.12,23.8,3.412,2.368,0.10001
20/09/2023 14:00:00,54.79999,23.84,24.64,3.128,2.284,0.90799
20/09/2023 14:15:00,50.4,21.68,23.16,3.172,2.024,0.364
20/09/2023 14:30:00,51.19999,21.44,23.64,4.016,1.82,0.28399
20/09/2023 14:45:00,55.19999,23.2,25.8,3.768,2.192,0.23999
20/09/2023 15:00:00,63.20002,26.84,27.64,4.388,3.36,0.97202
20/09/2023 15:15:00,65.59999,26.92,30.24,5.628,2.448,0.36399
20/09/2023 15:30:00,68.4,30.32,30.8,4.452,2.308,0.52
20/09/2023 15:45:00,66.80002,30.16,27.84,4.796,3.3,0.70402
20/09/2023 16:00:00,69.19999,33.28,28.88,4.004,2.164,0.87199
20/09/2023 16:15:00,69.59999,31.76,28.56,5.864,2.268,1.14799
20/09/2023 16:30:00,71.20001,31.88,31.32,5.48,2.364,0.15601
20/09/2023 16:45:00,75.6,34.88,31.52,6.044,3.064,0.092
20/09/2023 17:00:00,72.4,32.84,31.04,5.684,2.664,0.172
20/09/2023 17:15:00,80.39999,35.04,32.68,7.108,3.352,2.21999
20/09/2023 17:30:00,85.20001,38.72002,36.92002,6.46,3.244,-0.14403
20/09/2023 17:45:00,85.20001,38.92,36.76,5.396,4.044,0.08001
20/09/2023 18:00:00,82.8,35.12,35.76,7.964,3.948,0.008
20/09/2023 18:15:00,80.79998,34.52,36.4,6.764,3.572,-0.45602
20/09/2023 18:30:00,82.4,36.16002,35.48,7.28,3.292,0.18798
20/09/2023 18:45:00,78.8,36.72,33.04,4.644,4.072,0.324
20/09/2023 19:00:00,79.99999,35.52,33.28,6.828,3.956,0.41599
20/09/2023 19:15:00,79.6,36.04,33.84,6.496,3.056,0.168
20/09/2023 19:30:00,77.60002,32.72,35.24,6.52,2.952,0.16802
20/09/2023 19:45:00,68.8,28.56,32.12,4.532,2.436,1.152
20/09/2023 20:00:00,68,30.44,27.2,6.612,3.08,0.668
20/09/2023 20:15:00,65.99999,29.56,26.72,6.304,2.02,1.39599
20/09/2023 20:30:00,61.2,28.72,23.96,4.54,2.564,1.416
20/09/2023 20:45:00,62.39999,29.12,24.64,5.216,2.384,1.03999
20/09/2023 21:00:00,60.40001,29.36,22.92,4.424,2.44,1.25601
20/09/2023 21:15:00,58,26.52,24.72,4.664,2.276,-0.18
20/09/2023 21:30:00,53.20001,24.96,21.72,3.9,1.96,0.66001
20/09/2023 21:45:00,49.20001,22.48,21.04,3.36,1.712,0.60801
20/09/2023 22:00:00,49.60001,21.92,21.44,3.356,2.052,0.83201
20/09/2023 22:15:00,42.00001,19.28,18.68,2.132,1.604,0.30401
20/09/2023 22:30:00,36.79999,15.32,17.84,2.192,1.544,-0.09601
20/09/2023 22:45:00,37.19999,16.08,15.56,3.56,1.576,0.42399
20/09/2023 23:00:00,31.6,13.68,13.44,2.084,1.656,0.74
20/09/2023 23:15:00,31.6,14.2,13.84,1.736,1.732,0.092
20/09/2023 23:30:00,28.4,12.72,12.88,1.552,1.052,0.196
20/09/2023 23:45:00,28,12.48,12.48,1.38,1.3,0.36
21/09/2023 00:00:00,26,11.16,12.2,1.208,1.404,0.028
21/09/2023 00:15:00,26,10.36,11.76,1.524,1.648,0.708
21/09/2023 00:30:00,24.8,10.16,11.92,1.316,1.064,0.34
21/09/2023 00:45:00,25.2,10.8,11.84,1.276,1.096,0.188
21/09/2023 01:00:00,24,10.2,11.16,1.24,1.22,0.18
21/09/2023 01:15:00,23.2,9.52,10.72,1.444,1.108,0.408
21/09/2023 01:30:00,22.8,9.4,10.6,1.236,0.972,0.592
21/09/2023 01:45:00,23.2,10.12,10.4,1.16,1.208,0.312
21/09/2023 02:00:00,22.4,8.96,10.6,1.012,1.4,0.428
21/09/2023 02:15:00,22.8,9.48,10.84,1.344,1.012,0.124
21/09/2023 02:30:00,22.4,8.92,10.68,1.412,1.112,0.276
21/09/2023 02:45:00,22,8.92,10.72,1.136,0.996,0.228
21/09/2023 03:00:00,22.8,9.52,10.92,1.192,1.036,0.132
21/09/2023 03:15:00,22.8,9.16,10.88,1.08,1.132,0.548
21/09/2023 03:30:00,23.2,9.76,11.68,1.128,0.964,-0.332
21/09/2023 03:45:00,26,10.48,12.36,1.236,0.972,0.952
21/09/2023 04:00:00,26.8,11.28,12.24,2.024,1.2,0.056
21/09/2023 04:15:00,30,12.88,13.48,1.792,1.496,0.352
21/09/2023 04:30:00,33.6,15.12,14.88,2.036,1.44,0.124
21/09/2023 04:45:00,36,15.52,16.64,1.944,1.6,0.296
21/09/2023 05:00:00,37.59998,16.92,15.08,2.52,1.844,1.23598
21/09/2023 05:15:00,47.59999,21,19.4,3.844,2.244,1.11199
21/09/2023 05:30:00,50.8,20.88,23.48,3.676,2.5,0.264
21/09/2023 05:45:00,61.6,26.2,25.92,6.8,1.628,1.052
21/09/2023 06:00:00,70.80001,33.84,29.52,4.676,2.256,0.50801
21/09/2023 06:15:00,78.40001,36.07999,30.48,7.756,3.144,0.94002
21/09/2023 06:30:00,84.39998,38.63999,31.12,8.036,5.372,1.23199
21/09/2023 06:45:00,81.20002,37.24002,31.76,7.08,4.08,1.04
21/09/2023 07:00:00,79.99999,35.72,32.96,7.24,2.728,1.35199
21/09/2023 07:15:00,73.19999,33.12,30.64,6.86,2.16,0.41999
21/09/2023 07:30:00,67.20001,27.92,30.16,6.364,2.4,0.35601
21/09/2023 07:45:00,64.8,28.24,29.44,4.932,3.124,-0.936
21/09/2023 08:00:00,60.8,25.4,27.8,4.976,2.82,-0.196
21/09/2023 08:15:00,61.2,26.08,27.88,3.936,2.928,0.376
21/09/2023 08:30:00,61.99999,26.96,27.04,4.616,2.856,0.52799
21/09/2023 08:45:00,60.40001,27.2,25.6,5.108,3.128,-0.63599
21/09/2023 09:00:00,60.00001,28.48,24.76,4.76,2.384,-0.38399
21/09/2023 09:15:00,60.40001,25.68,27.36,4.576,2.984,-0.19999
21/09/2023 09:30:00,59.60002,25.16,28.24,4.28,2.504,-0.58398
21/09/2023 09:45:00,60.00001,24.2,29.4,3.864,2.428,0.10801
21/09/2023 10:00:00,57.2,24.76,26.8,3.4,2.684,-0.444
21/09/2023 10:15:00,60.40001,25.68,28.44,3.752,2.252,0.27601
21/09/2023 10:30:00,59.19998,26.4,28.08,2.548,1.964,0.20798
21/09/2023 10:45:00,57.6,25.36,25.2,3.164,2.2,1.676
21/09/2023 11:00:00,61.2,28.2,27.68,3.496,2.012,-0.188
21/09/2023 11:15:00,58.39999,26.68,27.04,2.524,2.068,0.08799
21/09/2023 11:30:00,54.79999,24.64,24.76,3.296,2.276,-0.17201
21/09/2023 11:45:00,55.59998,24.12,25.12,4.032,2.484,-0.15602
21/09/2023 12:00:00,56.40001,25.32,25.56,3.48,2.368,-0.32799
21/09/2023 12:15:00,55.19999,24.96,24.76,3.28,2.252,-0.05201
21/09/2023 12:30:00,54.4,23.64,23.56,4.652,1.888,0.66
21/09/2023 12:45:00,53.20001,24.6,23.12,4.076,1.54,-0.13599
21/09/2023 13:00:00,58,26.48,25.44,4.908,1.876,-0.704
21/09/2023 13:15:00,56.40001,24.96,24.72,4.992,2.148,-0.41999
21/09/2023 13:30:00,58,25.96,26.04,4.74,1.716,-0.456
21/09/2023 13:45:00,53.6,25,22.24,4.436,1.976,-0.052
21/09/2023 14:00:00,52.40002,23.84,22.08,3.932,2.904,-0.35598
21/09/2023 14:15:00,48.39998,21.48,21.6,3.768,2.48,-0.92802
21/09/2023 14:30:00,50,20.88,22.96,4.172,2.432,-0.444
21/09/2023 14:45:00,53.6,21.92,24.68,5.172,2.336,-0.508
21/09/2023 15:00:00,62.39999,25.32,29.24,5.576,2.372,-0.10801
21/09/2023 15:15:00,65.2,28.72,28.32,6.312,2.284,-0.436
21/09/2023 15:30:00,61.99999,27.88,26,6.132,1.848,0.13999
21/09/2023 15:45:00,62.39999,26.68,28.24,5.664,2.156,-0.34001
21/09/2023 16:00:00,67.20001,29.32,29.4,6.148,2.316,0.01601
21/09/2023 16:15:00,68.8,31.56,28.56,6.092,2.4,0.188
21/09/2023 16:30:00,70.40002,30.32,29.76,6.164,2.96,1.19602
21/09/2023 16:45:00,68.8,30,27,6.692,2.816,2.292
21/09/2023 17:00:00,76,36.76,29.48,6.12,3.284,0.356
21/09/2023 17:15:00,79.6,36.4,32.96,6.412,3.664,0.164
21/09/2023 17:30:00,77.19998,34.28,32.24,6.94,3.396,0.34398
21/09/2023 17:45:00,81.20002,36.96001,34.2,7.228,3.028,-0.21599
21/09/2023 18:00:00,83.59999,37.28002,35.88,7.54,3.08,-0.18003
21/09/2023 18:15:00,79.99999,35.76,33.92,7.192,3.244,-0.11601
21/09/2023 18:30:00,80.39999,34.64,34.92,6.476,4.116,0.24799
21/09/2023 18:45:00,79.99999,36.16002,34.24,5.68,3.908,0.01197
21/09/2023 19:00:00,76,33.04,33.88,6.344,2.604,0.132
21/09/2023 19:15:00,76.79999,34.88,32.56,5.476,3.544,0.33999
21/09/2023 19:30:00,74.00002,33.6,29.48,6.74,3.432,0.74802
21/09/2023 19:45:00,72,32.88,29.4,4.584,4.356,0.78
21/09/2023 20:00:00,68.4,31.4,29.24,4.648,3.356,-0.244
21/09/2023 20:15:00,68.4,31.64,28.12,4.848,3.252,0.54
21/09/2023 20:30:00,64.8,30,27.08,4.52,2.392,0.808
21/09/2023 20:45:00,62.79998,30.04,26.24,3.9,2.236,0.38398
21/09/2023 21:00:00,63.20002,29.48,27.04,4.22,2.692,-0.23198
21/09/2023 21:15:00,58,25.2,24.48,4.772,2.764,0.784
21/09/2023 21:30:00,53.20001,23.12,22.68,4.572,2.512,0.31601
21/09/2023 21:45:00,51.19999,23.84,21.48,3.672,1.948,0.25999
21/09/2023 22:00:00,47.2,22.12,20.68,2.74,1.832,-0.172
21/09/2023 22:15:00,41.60002,18.32,17.64,3.336,2.384,-0.07998
21/09/2023 22:30:00,42.8,19.96,16.84,2.76,1.62,1.62
21/09/2023 22:45:00,38.00002,17.44,16.08,3.02,1.292,0.16802
21/09/2023 23:00:00,33.6,14.16,14.92,2.6,1.544,0.376
21/09/2023 23:15:00,30.8,12.52,14.16,2.888,1.196,0.036
21/09/2023 23:30:00,28.8,12.36,12.56,2.236,1.212,0.432
21/09/2023 23:45:00,26.8,11.16,12.48,2.068,1.264,-0.172
22/09/2023 00:00:00,25.6,11.24,12.24,1.292,0.976,-0.148
22/09/2023 00:15:00,27.2,12.4,12.24,1.216,1.16,0.184
22/09/2023 00:30:00,24.4,10.4,11.56,1.044,1.024,0.372
22/09/2023 00:45:00,23.2,9.84,11.16,1.068,1.036,0.096
22/09/2023 01:00:00,23.6,10.08,10.8,1.028,1.308,0.384
22/09/2023 01:15:00,23.6,9.92,10.28,1.612,1.312,0.476
22/09/2023 01:30:00,22,9.44,9.8,1.212,0.992,0.556
22/09/2023 01:45:00,22,9.52,10.24,0.932,1.192,0.116
22/09/2023 02:00:00,21.6,9.12,10.12,1,1.024,0.336
22/09/2023 02:15:00,22.8,9.8,10.28,1.004,1.332,0.384
22/09/2023 02:30:00,23.2,9.68,10.64,1.016,1.676,0.188
22/09/2023 02:45:00,21.6,8.8,10.44,0.92,1.14,0.3
