Date of Reading,(IN) BT0901 (Flow) (Flow (m3/hr)),(OUT) BT0301 (Flow) (Flow (m3/hr)),(OUT) BT0601 (Flow) (Flow (m3/hr)),(OUT) BT0701 (Flow) (Flow (m3/hr)),(OUT) BT0202 Flow (Flow (m3/hr)),Buchan Tower North outlet TM (Balance) (Flow (m3/hr))
03/08/2024 18:15:00,69.19999,31.84,28.36,5.068,3.252,0.67999
03/08/2024 18:30:00,68.4,29.52,28.96,5.588,2.352,1.98
03/08/2024 18:45:00,64.00001,26.8,28.16,5.368,3.476,0.19601
03/08/2024 19:00:00,67.60001,31.16,25.84,4.508,4.612,1.48001
03/08/2024 19:15:00,69.59999,31.48,26.52,5.184,4.784,1.63199
03/08/2024 19:30:00,61.6,25.4,24.8,4.932,3.252,3.216
03/08/2024 19:45:00,66.39998,30.08,28.2,4.972,2.812,0.33598
03/08/2024 20:00:00,65.2,28.52,27.4,4.776,3.416,1.088
03/08/2024 20:15:00,63.20002,26.76,28.2,4.392,3.38,0.46802
03/08/2024 20:30:00,64.00001,25.44,28.28,5.048,3.38,1.85201
03/08/2024 20:45:00,60.40001,25.16,25.2,5.244,2.684,2.11201
03/08/2024 21:00:00,57.6,22.84,24,5.08,3.844,1.836
03/08/2024 21:15:00,57.6,25.36,21.6,4.968,2.724,2.948
03/08/2024 21:30:00,54,24.24,21.44,4.132,2.736,1.452
03/08/2024 21:45:00,54,22.84,23.32,3.796,2.904,1.14
03/08/2024 22:00:00,46.8,21.56,19.96,3.212,1.94,0.128
03/08/2024 22:15:00,44.79998,19.88,18.4,3.364,1.996,1.15998
03/08/2024 22:30:00,44.39999,19.2,18.48,3.404,2.208,1.10799
03/08/2024 22:45:00,41.60002,18.12,17.28,3.532,2.536,0.13202
03/08/2024 23:00:00,41.60002,17.28,16.64,3.472,2.576,1.63202
03/08/2024 23:15:00,36,15.8,14.56,3.236,2.064,0.34
03/08/2024 23:30:00,34.4,15.16,13.88,2.432,2.104,0.824
03/08/2024 23:45:00,31.6,13.84,13.2,2.7,1.632,0.228
04/08/2024 00:00:00,30.4,13.16,12.92,2.124,1.624,0.572
04/08/2024 00:15:00,28.4,12.48,11.08,2.292,1.412,1.136
04/08/2024 00:30:00,27.6,12.12,11.2,1.956,1.348,0.976
04/08/2024 00:45:00,28.4,12.24,11.32,2.064,1.38,1.396
04/08/2024 01:00:00,25.2,11.2,10.08,2.064,1.296,0.56
04/08/2024 01:15:00,26,11.12,10.32,1.856,1.436,1.268
04/08/2024 01:30:00,26,11.12,11.2,1.816,1.524,0.34
04/08/2024 01:45:00,26.8,12,10.8,1.924,1.368,0.708
04/08/2024 02:00:00,24.4,10.52,9.8,1.768,1.632,0.68
04/08/2024 02:15:00,26,11.36,10.4,2.04,1.548,0.652
04/08/2024 02:30:00,25.2,10.16,11.08,1.892,1.172,0.896
04/08/2024 02:45:00,24.4,10.76,10.12,1.576,1.268,0.676
04/08/2024 03:00:00,23.6,10.12,10.16,1.66,1.284,0.376
04/08/2024 03:15:00,22.8,9.68,9.28,1.668,1.188,0.984
04/08/2024 03:30:00,24,10.6,10.16,1.576,1.22,0.444
04/08/2024 03:45:00,25.2,11.2,10.04,1.948,1.216,0.796
04/08/2024 04:00:00,26,11.32,11.04,1.884,1.06,0.696
04/08/2024 04:15:00,25.6,11.12,10.88,1.768,1.24,0.592
04/08/2024 04:30:00,25.2,11.48,10.2,2,1.272,0.248
04/08/2024 04:45:00,28.8,13.48,10.48,2.26,1.224,1.356
04/08/2024 05:00:00,28.4,12.72,11.24,2.448,1.344,0.648
04/08/2024 05:15:00,32,13.32,13.28,2.436,1.768,1.196
04/08/2024 05:30:00,33.6,14.2,13.24,2.544,2.148,1.468
04/08/2024 05:45:00,34.4,13.04,15.16,3.08,2.344,0.776
04/08/2024 06:00:00,34,13.92,15.16,2.948,1.856,0.116
04/08/2024 06:15:00,40.79999,16.4,17,4.936,1.788,0.67599
04/08/2024 06:30:00,42.00001,17.08,16.96,3.944,2.248,1.76801
04/08/2024 06:45:00,44.79998,18.32,18.72,4.156,2.4,1.20398
04/08/2024 07:00:00,47.99999,20.6,19.16,4.068,2.732,1.43999
04/08/2024 07:15:00,54.4,22.88,21.32,5.428,2.424,2.348
04/08/2024 07:30:00,59.60002,23.12,25.16,6.224,3.2,1.89602
04/08/2024 07:45:00,64.00001,25.8,27.52,6.252,3.232,1.19601
04/08/2024 08:00:00,69.19999,30.84,27.96,7.116,2.816,0.46799
04/08/2024 08:15:00,75.2,31.48,32.04,7.184,3.432,1.064
04/08/2024 08:30:00,76.39999,32.92,33.24,7.076,2.812,0.35199
04/08/2024 08:45:00,78.00001,32.8,32.08,7.788,3.936,1.39601
04/08/2024 09:00:00,83.99999,34.08,36.11999,8.74,3.22,1.84
04/08/2024 09:15:00,83.2,35.12,32.2,8.508,4.248,3.124
04/08/2024 09:30:00,82.8,36.16002,34.24,7.14,3.032,2.22798
04/08/2024 09:45:00,83.2,36.51998,34.92,7.128,3.94,0.69202
04/08/2024 10:00:00,79.6,34.24,31.84,8.616,4.412,0.492
04/08/2024 10:15:00,87.59999,38.23999,37.08,6.752,5.208,0.32
04/08/2024 10:30:00,86.8,37.44,35.72,7.048,5.408,1.184
04/08/2024 10:45:00,81.60001,36.04,33.48,7.204,3.628,1.24801
04/08/2024 11:00:00,80.79998,35.04,35.4,6.404,2.896,1.05998
04/08/2024 11:15:00,81.20002,37.15999,33.52,7.084,2.612,0.82403
04/08/2024 11:30:00,81.60001,35.2,35.6,6.7,3.696,0.40401
04/08/2024 11:45:00,75.2,34.52,31.64,6.188,2.744,0.108
04/08/2024 12:00:00,75.6,35.8,31.2,6.412,2.432,-0.244
04/08/2024 12:15:00,75.2,32.72,32.36,6.124,2.728,1.268
04/08/2024 12:30:00,75.6,33.88,33.12,5.58,2.648,0.372
04/08/2024 12:45:00,72.79999,33.4,31.48,4.736,2.892,0.29199
04/08/2024 13:00:00,71.20001,32.4,28.92,4.972,2.704,2.20401
04/08/2024 13:15:00,72.79999,33.32,31.04,5.012,3.236,0.19199
04/08/2024 13:30:00,68.4,31.72,28.24,5.44,2.728,0.272
04/08/2024 13:45:00,69.19999,32.2,28.56,5.312,2.992,0.13599
04/08/2024 14:00:00,66.39998,30.96,26.88,4.48,3.112,0.96798
04/08/2024 14:15:00,67.20001,30.76,27.04,6.436,2.576,0.38801
04/08/2024 14:30:00,66.80002,31.36,27.64,4.952,2.756,0.09202
04/08/2024 14:45:00,66.80002,31.36,26.92,4.856,2.708,0.95602
04/08/2024 15:00:00,64.4,29.84,25.28,5.78,3.112,0.388
04/08/2024 15:15:00,64.8,30.36,26.56,5.328,2.452,0.1
04/08/2024 15:30:00,73.19999,33.48,29.16,5.752,2.756,2.05199
04/08/2024 15:45:00,68.4,33.96,25.32,6.612,2.196,0.312
04/08/2024 16:00:00,67.20001,33.6,26.76,5.808,1.844,-0.81199
04/08/2024 16:15:00,67.20001,29.8,27.44,6.596,2.576,0.78801
04/08/2024 16:30:00,66.80002,30.36,25.28,6.38,3.964,0.81602
04/08/2024 16:45:00,72,31.08,31.32,5.668,3.088,0.844
04/08/2024 17:00:00,71.20001,31.84,29.4,5.868,3.736,0.35601
04/08/2024 17:15:00,79.2,31.92,36.32,5.812,4.68,0.468
04/08/2024 17:30:00,82.00001,36.56002,34.8,6.736,4.684,-0.78001
04/08/2024 17:45:00,78.40001,32.52,35.8,6.516,3.496,0.06801
04/08/2024 18:00:00,76,31.36,33.4,6.684,3.052,1.504
04/08/2024 18:15:00,74.40001,33.8,30.28,6.084,2.788,1.44801
04/08/2024 18:30:00,77.60002,35.28,32.36,5.328,3.316,1.31602
04/08/2024 18:45:00,80.39999,36.20002,28.88,9.352,2.796,3.17197
04/08/2024 19:00:00,74.00002,35.36,28.2,6.332,3.34,0.76802
04/08/2024 19:15:00,82.00001,38.04001,30.84,7.476,3.924,1.72
04/08/2024 19:30:00,76.79999,34.32,29.32,6.556,3.908,2.69599
04/08/2024 19:45:00,77.19998,35.24,29.16,7.472,3.708,1.61998
04/08/2024 20:00:00,73.59998,33.4,29.96,6.832,2.752,0.65598
04/08/2024 20:15:00,76.79999,35.36,32.16,6.532,2.404,0.34399
04/08/2024 20:30:00,70.80001,31.24,30.76,5.724,2.376,0.70001
04/08/2024 20:45:00,64.8,29,26.12,6.048,2.724,0.908
04/08/2024 21:00:00,61.6,26.56,24.64,5.884,3.848,0.668
04/08/2024 21:15:00,59.19998,26.92,22.84,5.192,4.052,0.19598
04/08/2024 21:30:00,55.19999,27.4,20.84,4.056,2.08,0.82399
04/08/2024 21:45:00,55.59998,26.92,21.96,3.788,2.252,0.67998
04/08/2024 22:00:00,52.80001,26.16,20.92,3.528,1.704,0.48801
04/08/2024 22:15:00,50.8,24.28,19.8,4.124,2.7,-0.104
04/08/2024 22:30:00,46.00001,21.76,17.64,3.892,2.164,0.54401
04/08/2024 22:45:00,42.00001,20.24,16.72,2.996,1.456,0.58801
04/08/2024 23:00:00,38.00002,17.68,14.4,3.568,1.98,0.37202
04/08/2024 23:15:00,34.8,16,14.04,2.616,1.556,0.588
04/08/2024 23:30:00,31.6,14.36,12.32,2.26,1.472,1.188
04/08/2024 23:45:00,30.8,13.44,12.24,2.404,1.328,1.388
05/08/2024 00:00:00,29.6,12.76,11.72,1.98,1.908,1.232
05/08/2024 00:15:00,26.4,11.84,10.68,1.812,1.524,0.544
05/08/2024 00:30:00,26.8,11.52,10.4,1.96,1.392,1.528
05/08/2024 00:45:00,22.8,9.88,9.12,1.644,1.396,0.76
05/08/2024 01:00:00,23.6,10.64,9.6,1.528,1.544,0.288
05/08/2024 01:15:00,23.6,11.04,9.32,1.628,1.128,0.484
05/08/2024 01:30:00,23.2,10.4,9.36,1.672,1.248,0.52
05/08/2024 01:45:00,23.2,10.8,9.72,1.504,1.14,0.036
05/08/2024 02:00:00,22.4,10,9.36,1.468,1.396,0.176
05/08/2024 02:15:00,24,10.68,9.44,1.744,1.884,0.252
05/08/2024 02:30:00,22.8,10.24,9.8,1.44,1.252,0.068
05/08/2024 02:45:00,22,9.6,9.04,1.524,1.312,0.524
05/08/2024 03:00:00,22.4,9.6,9.4,1.576,1.66,0.164
05/08/2024 03:15:00,23.2,9.48,10.16,1.48,1.804,0.276
05/08/2024 03:30:00,24.8,10.8,10.36,1.396,1.456,0.788
05/08/2024 03:45:00,26,11.96,11.12,1.432,1.2,0.288
05/08/2024 04:00:00,27.2,12.24,10.96,2.184,1.288,0.528
05/08/2024 04:15:00,28.8,11.76,12.52,2.676,1.204,0.64
05/08/2024 04:30:00,32,13.68,13.28,3.6,1.304,0.136
05/08/2024 04:45:00,36,15.6,14.64,3.508,1.404,0.848
05/08/2024 05:00:00,36,14.88,16.12,2.872,1.524,0.604
05/08/2024 05:15:00,40.39999,15.24,18.16,3.736,2.156,1.10799
05/08/2024 05:30:00,45.60001,18.52,18.88,4.492,2.528,1.18001
05/08/2024 05:45:00,46.00001,19.84,18.88,4.768,2.076,0.43601
05/08/2024 06:00:00,51.19999,19.64,22.2,4.94,2.908,1.51199
05/08/2024 06:15:00,56.00002,21.76,25.32,6.06,1.948,0.91202
05/08/2024 06:30:00,57.6,22.64,23,6.848,2.596,2.516
05/08/2024 06:45:00,59.19998,24.68,25.48,5.012,3.028,0.99998
05/08/2024 07:00:00,62.39999,26.52,26.96,5.62,3.068,0.23199
05/08/2024 07:15:00,64.4,24.52,27.36,8.744,3.304,0.472
05/08/2024 07:30:00,63.60001,24.6,27.8,7.404,3.352,0.44401
05/08/2024 07:45:00,62.79998,27.96,27.4,5.204,2.24,-0.00402
05/08/2024 08:00:00,65.59999,29.76,28,5.332,2.54,-0.03201
05/08/2024 08:15:00,65.59999,28.16,28.36,6.328,2.976,-0.22401
05/08/2024 08:30:00,61.6,26.24,26.64,6.244,2.012,0.464
05/08/2024 08:45:00,59.60002,26.68,26.2,4,2.712,0.00802
05/08/2024 09:00:00,68.4,30.08,30.04,4.776,3.208,0.296
05/08/2024 09:15:00,73.59998,33.2,29.32,6.2,3.32,1.55998
05/08/2024 09:30:00,70.80001,34.04,26.4,5.46,3.476,1.42401
05/08/2024 09:45:00,68,31.36,27.12,6.184,3.344,-0.008
05/08/2024 10:00:00,67.60001,33.52,24.24,6.848,2.72,0.27201
05/08/2024 10:15:00,67.20001,30.88,26.2,6.812,3.304,0.00401
05/08/2024 10:30:00,63.60001,29.2,25.84,5.216,3.208,0.13601
05/08/2024 10:45:00,67.20001,31.64,28.96,4.5,2.356,-0.25599
05/08/2024 11:00:00,66.39998,31.76,28.8,4.048,2.08,-0.28802
05/08/2024 11:15:00,69.99998,33.36,28.4,5.124,2.888,0.22798
05/08/2024 11:30:00,63.60001,28.28,27.4,5.216,2.72,-0.01599
05/08/2024 11:45:00,63.20002,28.04,26.4,5.416,2.872,0.47202
05/08/2024 12:00:00,64.8,28.72,28,4.576,3.056,0.448
05/08/2024 12:15:00,62.79998,28.32,24.48,4.508,2.572,2.91998
05/08/2024 12:30:00,58.39999,27.4,23.96,4.476,2.196,0.36799
05/08/2024 12:45:00,63.60001,30.12,25.4,4.544,2.692,0.84401
05/08/2024 13:00:00,61.6,28.32,25.16,4.692,2.812,0.616
05/08/2024 13:15:00,64.00001,29.64,26.96,4.936,2.652,-0.18799
05/08/2024 13:30:00,63.60001,28.68,27.36,4.5,3.1,-0.03999
05/08/2024 13:45:00,59.19998,27.64,24.16,3.852,3.088,0.45998
05/08/2024 14:00:00,60.40001,28.2,23.96,4.364,3.676,0.20001
05/08/2024 14:15:00,56.00002,25.64,23.52,4.464,2.256,0.12002
05/08/2024 14:30:00,58.79999,25.12,25.88,4.816,2.456,0.52799
05/08/2024 14:45:00,59.60002,26.44,24.88,4.752,2.596,0.93202
05/08/2024 15:00:00,59.19998,26.44,24.96,4.828,2.98,-0.00802
05/08/2024 15:15:00,64.00001,27.76,26.92,4.876,4.04,0.40401
05/08/2024 15:30:00,64.8,28.68,27.48,4.536,3.616,0.488
05/08/2024 15:45:00,60.00001,25.48,26.68,4.544,3.004,0.29201
05/08/2024 16:00:00,64.8,29.36,26,5.424,2.836,1.18
05/08/2024 16:15:00,67.60001,29.24,28.68,5.776,2.168,1.73601
05/08/2024 16:30:00,67.20001,28.16,31.16,5.532,2.4,-0.05199
05/08/2024 16:45:00,73.59998,30.16,31.92,7.552,3,0.96798
05/08/2024 17:00:00,75.6,31.52,33.68,6.684,3.616,0.1
05/08/2024 17:15:00,78.8,34.68,32.12,8.14,3.672,0.188
05/08/2024 17:30:00,81.60001,36.92002,33.28,7.316,3.568,0.51599
05/08/2024 17:45:00,82.00001,37.96002,32.8,8.08,3.112,0.04799
05/08/2024 18:00:00,79.2,34.64,32.84,8.412,2.932,0.376
05/08/2024 18:15:00,79.99999,36.16002,29.76,7.684,3.048,3.34797
05/08/2024 18:30:00,76.39999,31.68,32.76,8.696,3.32,-0.05601
05/08/2024 18:45:00,75.2,31.08,31.96,7.8,3.356,1.004
05/08/2024 19:00:00,80.79998,34.04,34.88,9.056,2.996,-0.17202
05/08/2024 19:15:00,82.4,38.12,32.68,7.984,3.652,-0.036
05/08/2024 19:30:00,78.8,34.8,32.16,6.812,3.692,1.336
05/08/2024 19:45:00,77.19998,33.72,31.64,6.956,3.48,1.40398
05/08/2024 20:00:00,76.79999,34.8,29.6,7.464,3.892,1.04399
05/08/2024 20:15:00,74.80001,32.6,30.28,7.164,3.268,1.48801
05/08/2024 20:30:00,72.4,28.96,30.08,8.876,3.292,1.192
05/08/2024 20:45:00,71.20001,31.36,28.96,6.748,2.704,1.42801
05/08/2024 21:00:00,65.59999,31.2,24.68,5.416,3.16,1.14399
05/08/2024 21:15:00,61.99999,27.24,26.12,5.12,2.284,1.23599
05/08/2024 21:30:00,59.60002,27.16,23.2,4.248,2.708,2.28402
05/08/2024 21:45:00,53.6,25.04,20.96,4.404,2.312,0.884
05/08/2024 22:00:00,51.59999,23.52,20.4,4.532,2.54,0.60799
05/08/2024 22:15:00,47.2,20.68,18.72,4.376,2.268,1.156
05/08/2024 22:30:00,45.60001,19.52,17.44,4.808,2.748,1.08401
05/08/2024 22:45:00,40.39999,17.28,16.8,3.62,2.36,0.33999
05/08/2024 23:00:00,36.4,16.04,15.8,2.404,1.644,0.512
05/08/2024 23:15:00,36.4,18.12,13.96,1.98,1.592,0.748
05/08/2024 23:30:00,33.6,15.6,13.4,2.056,1.988,0.556
05/08/2024 23:45:00,32.4,15.36,12.6,2.004,1.364,1.072
06/08/2024 00:00:00,26.4,12.16,10.04,1.608,1.92,0.672
06/08/2024 00:15:00,27.2,12.04,10.88,2.116,1.804,0.36
06/08/2024 00:30:00,24.4,11.08,10.6,1.484,1.344,-0.108
06/08/2024 00:45:00,25.6,11.72,10,1.9,1.412,0.568
06/08/2024 01:00:00,24.8,11.2,9.52,1.564,1.204,1.312
06/08/2024 01:15:00,25.6,11.24,10.44,1.908,1.148,0.864
06/08/2024 01:30:00,24.8,10.84,10.88,1.504,1.024,0.552
06/08/2024 01:45:00,25.6,11.16,11.32,1.552,1.116,0.452
06/08/2024 02:00:00,24,10.68,10.32,1.516,1.088,0.396
06/08/2024 02:15:00,25.2,11.24,10.56,1.68,1.368,0.352
06/08/2024 02:30:00,23.2,10.08,9.92,1.476,1.348,0.376
06/08/2024 02:45:00,24,10.96,10.12,1.384,1.32,0.216
06/08/2024 03:00:00,24.4,10.92,10,1.52,1.552,0.408
06/08/2024 03:15:00,24,11,10.32,1.384,1.076,0.22
06/08/2024 03:30:00,25.2,11.04,10.96,1.648,1.284,0.268
06/08/2024 03:45:00,26.4,12.52,10.04,1.884,1.672,0.284
06/08/2024 04:00:00,27.2,13.84,9.52,2.072,1.428,0.34
06/08/2024 04:15:00,30,13.64,12.08,2.192,1.388,0.7
06/08/2024 04:30:00,30.8,13.24,13.04,2.668,1.28,0.572
06/08/2024 04:45:00,34,15.44,13.56,2.484,1.64,0.876
06/08/2024 05:00:00,36.79999,16.2,15.12,2.908,1.828,0.74399
06/08/2024 05:15:00,41.60002,16.64,17.52,4.08,2.396,0.96402
06/08/2024 05:30:00,47.2,20.32,17.84,5.724,2.484,0.832
06/08/2024 05:45:00,48.39998,19.6,18.4,5.724,2.368,2.30798
06/08/2024 06:00:00,52.80001,21.64,22.6,5.416,2.492,0.65201
06/08/2024 06:15:00,55.19999,23.64,21.24,7.176,2.372,0.77199
06/08/2024 06:30:00,59.60002,24.8,24.76,6.168,2.6,1.27202
06/08/2024 06:45:00,60.00001,24.72,25.6,5.984,2.432,1.26401
06/08/2024 07:00:00,64.4,26.32,29.32,6.352,2.796,-0.388
06/08/2024 07:15:00,66.80002,30.64,26.96,7.912,1.88,-0.59198
06/08/2024 07:30:00,63.60001,28.24,26.08,5.56,3.76,-0.03999
06/08/2024 07:45:00,69.99998,32,28.68,5.28,4.484,-0.44402
06/08/2024 08:00:00,65.59999,28.8,26.68,6.764,3.596,-0.24001
06/08/2024 08:15:00,59.60002,26.52,25.28,6.216,2.552,-0.96798
06/08/2024 08:30:00,64.00001,26.92,27.88,5.316,3.392,0.49201
06/08/2024 08:45:00,62.79998,28.68,26.16,4.104,2.916,0.93998
06/08/2024 09:00:00,63.20002,28.76,26.32,4.268,2.884,0.96802
06/08/2024 09:15:00,64.8,28.48,26.96,5.46,2.824,1.076
06/08/2024 09:30:00,63.60001,27.36,27.48,4.816,3.18,0.76401
06/08/2024 09:45:00,63.60001,28.6,26.08,5.144,3.74,0.03601
06/08/2024 10:00:00,65.2,31.96,25.12,4.848,2.956,0.316
06/08/2024 10:15:00,59.60002,27.52,26.04,4.032,2.288,-0.27998
06/08/2024 10:30:00,60.00001,28.92,23.84,4.432,2.428,0.38001
06/08/2024 10:45:00,56.00002,26.44,24,3.712,2.204,-0.35598
06/08/2024 11:00:00,58.39999,26.68,24.2,4.008,2.864,0.64799
06/08/2024 11:15:00,57.6,26.92,23.28,4.148,2.6,0.652
06/08/2024 11:30:00,58.39999,24.8,26.56,4.532,1.848,0.65999
06/08/2024 11:45:00,56.80001,24.12,23.68,3.908,2.696,2.39601
06/08/2024 12:00:00,55.19999,25.28,22.64,4.144,3.112,0.02399
06/08/2024 12:15:00,58.79999,26.84,24.96,3.868,2.364,0.76799
06/08/2024 12:30:00,60.00001,25.92,24.64,5.264,2.92,1.25601
06/08/2024 12:45:00,55.59998,24.6,23.96,3.588,2.34,1.11198
06/08/2024 13:00:00,55.19999,24.44,23.52,3.96,2.912,0.36799
06/08/2024 13:15:00,54.79999,25.12,23.56,3.452,2.568,0.09999
06/08/2024 13:30:00,53.20001,24.24,22.44,3.812,3.096,-0.38799
06/08/2024 13:45:00,53.20001,22.68,22.72,4.292,3.196,0.31201
06/08/2024 14:00:00,55.59998,24.04,23.96,4.772,2.888,-0.06002
06/08/2024 14:15:00,50.4,21.6,22,3.736,3.26,-0.196
06/08/2024 14:30:00,56.40001,25,24.76,3.272,2.672,0.69601
06/08/2024 14:45:00,56.80001,25.28,24,4.248,3.08,0.19201
06/08/2024 15:00:00,57.6,24.24,25.08,4.356,3.712,0.212
06/08/2024 15:15:00,55.19999,24.84,23.04,4.352,2.556,0.41199
06/08/2024 15:30:00,59.19998,24.96,27.16,4.112,2.832,0.13598
06/08/2024 15:45:00,61.2,26.8,26.44,4.748,2.604,0.608
06/08/2024 16:00:00,63.20002,29.04,27.04,3.836,2.66,0.62402
06/08/2024 16:15:00,61.99999,26.8,28.16,4.172,2.32,0.54799
06/08/2024 16:30:00,69.19999,30.96,30.4,4.548,3.236,0.05599
06/08/2024 16:45:00,69.59999,31.76,28.6,6.28,2.816,0.14399
06/08/2024 17:00:00,78.8,32.96,35.24,5.472,3.476,1.652
06/08/2024 17:15:00,79.6,36.07999,32.44,6.664,3.72,0.69601
06/08/2024 17:30:00,81.60001,33.12,33.64,5.952,3.972,4.91601
06/08/2024 17:45:00,78.40001,34.48,32.08,6.828,3.392,1.62001
06/08/2024 18:00:00,73.59998,32.88,29.68,5.696,2.94,2.40398
06/08/2024 18:15:00,72.79999,32.52,31.4,5.612,2.54,0.72799
06/08/2024 18:30:00,73.59998,33.56,27.68,7.396,3.632,1.33198
06/08/2024 18:45:00,74.00002,34.64,29.92,5.468,3.164,0.80802
06/08/2024 19:00:00,69.59999,33.68,27.44,4.94,2.812,0.72799
06/08/2024 19:15:00,73.59998,33.16,29.16,7.356,2.98,0.94398
06/08/2024 19:30:00,74.00002,30.84,30.8,7.344,3.7,1.31602
06/08/2024 19:45:00,69.59999,32.52,26.96,6.652,3.008,0.45999
06/08/2024 20:00:00,72,31.92,28.96,7.8,2.924,0.396
06/08/2024 20:15:00,76.39999,34.76,28.96,7.228,3.124,2.32799
06/08/2024 20:30:00,66.80002,31.4,26.48,4.992,2.46,1.46802
06/08/2024 20:45:00,65.2,29.36,25.96,6.012,2.336,1.532
06/08/2024 21:00:00,66.80002,30.12,26.4,7.228,2.632,0.42002
06/08/2024 21:15:00,65.99999,28.56,28.28,4.344,2.68,2.13599
06/08/2024 21:30:00,61.2,27.88,23.96,5.896,1.968,1.496
06/08/2024 21:45:00,54,27.04,21.12,3.86,1.692,0.288
06/08/2024 22:00:00,50.4,23.24,20.48,4.032,2.06,0.588
06/08/2024 22:15:00,50.8,23.2,21.76,3.512,1.696,0.632
06/08/2024 22:30:00,42.40001,20.04,17.72,2.5,1.82,0.32001
06/08/2024 22:45:00,39.6,17.16,16.8,2.9,2.216,0.524
06/08/2024 23:00:00,39.2,18.64,15.16,2.908,1.864,0.628
06/08/2024 23:15:00,35.6,15.92,14.36,2.44,2.312,0.568
06/08/2024 23:30:00,32.4,14.08,12.6,2.388,1.68,1.652
06/08/2024 23:45:00,29.2,13.48,12.04,1.96,1.664,0.056
07/08/2024 00:00:00,27.2,12.12,11.52,1.676,1.404,0.48
07/08/2024 00:15:00,28,12.16,12.12,1.708,1.44,0.572
07/08/2024 00:30:00,27.6,11.92,11.68,1.684,1.376,0.94
07/08/2024 00:45:00,25.2,10.68,10.68,1.564,1.768,0.508
07/08/2024 01:00:00,25.2,10.76,10.52,1.564,1.728,0.628
07/08/2024 01:15:00,26.4,11.84,10.56,2.04,1.672,0.288
07/08/2024 01:30:00,24,10.72,9.92,1.616,1.324,0.42
07/08/2024 01:45:00,22.8,9.56,10.12,1.576,1.34,0.204
07/08/2024 02:00:00,23.2,9.92,10.24,1.584,1.248,0.208
07/08/2024 02:15:00,23.6,10.48,9.52,1.808,1.44,0.352
07/08/2024 02:30:00,22.4,9.48,9.68,1.752,1.28,0.208
07/08/2024 02:45:00,22.8,9.72,9.8,1.884,1.348,0.048
07/08/2024 03:00:00,24,10.56,9.88,1.828,1.412,0.32
07/08/2024 03:15:00,24,10.24,10.16,1.688,1.344,0.568
07/08/2024 03:30:00,25.2,10.44,10.96,1.728,1.52,0.552
07/08/2024 03:45:00,26,11.48,10.68,1.748,1.412,0.68
07/08/2024 04:00:00,28.4,13.24,11.6,2,1.256,0.304
07/08/2024 04:15:00,27.6,12.28,11.64,2.112,1.24,0.328
07/08/2024 04:30:00,30,12.24,12.96,2.924,1.376,0.5
07/08/2024 04:45:00,32.8,14.4,13.08,3.092,1.868,0.36
07/08/2024 05:00:00,34,13.36,15.44,2.632,1.892,0.676
07/08/2024 05:15:00,39.6,15.72,15.8,3.68,2.416,1.984
07/08/2024 05:30:00,42.00001,16.44,18.36,3.58,2.32,1.30001
07/08/2024 05:45:00,48.80002,19.32,19.48,5.172,2.784,2.04402
07/08/2024 06:00:00,55.19999,22.04,22.04,6.392,3.64,1.08799
07/08/2024 06:15:00,55.19999,21.52,23.52,5.768,3.456,0.93599
07/08/2024 06:30:00,61.99999,23.76,26.96,7.172,2.856,1.25199
07/08/2024 06:45:00,56.80001,23.4,25.32,5.08,2.872,0.12801
07/08/2024 07:00:00,62.79998,25.76,28.32,5.652,2.52,0.54798
07/08/2024 07:15:00,65.99999,28.04,29.12,5.972,3.136,-0.26801
07/08/2024 07:30:00,65.99999,25.64,29.6,6.32,3.672,0.76799
07/08/2024 07:45:00,65.59999,27.08,30.12,5.488,3.396,-0.48401
07/08/2024 08:00:00,65.59999,26.04,31.12,5.616,3.12,-0.29601
07/08/2024 08:15:00,69.99998,29.4,30.4,6.588,3.212,0.39998
07/08/2024 08:30:00,73.19999,30.76,31.04,7.376,3.288,0.73599
07/08/2024 08:45:00,73.19999,31.04,32.12,5.04,4.616,0.38399
07/08/2024 09:00:00,68.4,29.76,29,5.804,3.036,0.8
07/08/2024 09:15:00,72.79999,32.36,31.04,5.924,3.236,0.23999
07/08/2024 09:30:00,68.4,30.08,30.24,4.712,3.144,0.224
07/08/2024 09:45:00,77.19998,34.84,33.08,6.224,3.164,-0.10802
07/08/2024 10:00:00,73.59998,33.08,30.8,5.884,3.252,0.58398
07/08/2024 10:15:00,67.20001,30.76,28.6,4.792,3.044,0.00401
07/08/2024 10:30:00,67.20001,31.16,28.68,4.084,3.112,0.16401
07/08/2024 10:45:00,65.2,31.2,25,4.404,3.54,1.056
07/08/2024 11:00:00,65.2,32,22.8,5.02,3.384,1.996
07/08/2024 11:15:00,65.2,30.96,25.44,5.712,2.628,0.46
07/08/2024 11:30:00,63.20002,29.84,25.6,4.512,2.892,0.35602
07/08/2024 11:45:00,60.40001,30.84,23.8,3.992,2.096,-0.32799
07/08/2024 12:00:00,63.20002,29.92,26.4,4.476,1.976,0.42802
07/08/2024 12:15:00,57.6,26.08,24.32,4.744,2.324,0.132
07/08/2024 12:30:00,57.6,26,23.6,4.652,2.46,0.888
07/08/2024 12:45:00,56.40001,24.4,24.6,4.036,2.932,0.43201
07/08/2024 13:00:00,58.79999,23.96,26.48,4.776,3.176,0.40799
07/08/2024 13:15:00,59.19998,25.68,25.08,3.772,3.524,1.14398
