Date of Reading,(IN) NX1301 (Flow) (Flow (m3/hr)),(OUT) CS0401 (Flow) (Flow (m3/hr)),(OUT) CS1201 (Flow) (Flow (m3/hr)),(OUT) CS0501 (Flow) (Flow (m3/hr)),(OUT) CS0301 (Flow) (Flow (m3/hr)),(OUT) CS0101 (Flow) (Flow (m3/hr)),(OUT) CS0202 (Flow) (Flow (m3/hr)),Coltstaple 400mm trunk main (Balance) (Flow (m3/hr))
06/09/2021 01:45:00,61.99999,12.64,12.4,11.24,12.2,8.12,4.6,0.79999
06/09/2021 02:00:00,61.99999,12.68,12,10.88,12.32,8.08,4.6,1.43999
06/09/2021 02:15:00,60.40001,12.28,12.8,11.52,11.92,6.88,4.44,0.56001
06/09/2021 02:30:00,61.6,12.36,12.8,11.56,12.44,6.96,4.44,1.04
06/09/2021 02:45:00,60.8,12.24,12.4,11.2,12,6.84,4.56,1.56
06/09/2021 03:00:00,61.6,12.24,12.8,11.4,12.76,6.8,4.64,0.96
06/09/2021 03:15:00,62.79998,12.76,12.8,12.52,12.44,6.68,4.96,0.63998
06/09/2021 03:30:00,61.2,12.16,12.8,10.72,12.12,7.12,5.2,1.08
06/09/2021 03:45:00,60.00001,11.96,12.8,10.48,12.24,6.44,5.24,0.84001
06/09/2021 04:00:00,61.99999,11.56,13.2,10.2,13.04,6.8,5.2,1.99999
06/09/2021 04:15:00,64.4,12.24,15.6,11.44,12.6,6.48,5.72,0.32
06/09/2021 04:30:00,68,13.56,15.2,12.2,13.16,7.36,5.28,1.24
06/09/2021 04:45:00,71.6,14.76,15.2,12.92,12.92,8.24,6.96,0.6
06/09/2021 05:00:00,79.6,15.16,19.6,14.92,14.24,7.76,7.56,0.36
06/09/2021 05:15:00,95.19998,19.04,21.2,19.32,17.12,10.2,6.76,1.55998
06/09/2021 05:30:00,114.00001,20.68,27.2,27.52,21.32,10.6,7.6,-0.91999
06/09/2021 05:45:00,139.20001,28.12,29.2,36.79999,25.4,12.64,8.04,-0.99998
06/09/2021 06:00:00,168.8,36.04,34,46.36001,27.44,16.52,9.64,-1.20001
06/09/2021 06:15:00,192.80002,36.51998,40,55.4,33.44,19.24,10.68,-2.47996
06/09/2021 06:30:00,204.40001,41.96002,42.00001,60.91999,32.32,20.4,10.12,-3.32001
06/09/2021 06:45:00,212,45.07999,45.60001,58.52002,32.6,21.92,10.6,-2.32002
06/09/2021 07:00:00,215.20001,44.24,48.39998,62.92001,32.16,19.48,11.04,-3.03998
06/09/2021 07:15:00,222.00001,45.72,46.8,66.56,35.16,20.52,10.8,-3.55999
06/09/2021 07:30:00,225.20002,46.08,47.59999,68.36,35.32,20.92,10.64,-3.71997
06/09/2021 07:45:00,218.00002,41.47999,48.39998,64.72001,34.32,20.88,11.2,-2.99996
06/09/2021 08:00:00,214.00002,40.72,49.60001,64.04,31.92,19.32,11.72,-3.31999
06/09/2021 08:15:00,201.6,38.95999,46.00001,58.36,31.48,19.72,10.16,-3.08
06/09/2021 08:30:00,200.80001,39.64,42.40001,58.75999,29.52,22.6,11.08,-3.19999
06/09/2021 08:45:00,196.00002,36.28001,42.8,56.76001,30.44,20.04,11.52,-1.84
06/09/2021 09:00:00,190.8,36.11999,42.00001,54.56002,30.56,20.36,10.48,-3.28002
06/09/2021 09:15:00,186.8,34.04,40.39999,52.36002,29.4,21.04,10.92,-1.36001
06/09/2021 09:30:00,182.40001,33.68,40,50.72,26.88,20.24,12.72,-1.83999
06/09/2021 09:45:00,173.2,31.76,39.2,43.80001,26.88,20.76,10.8,-1E-05
06/09/2021 10:00:00,171.60001,31.04,39.2,44.71999,25.48,20.8,11.16,-0.79998
06/09/2021 10:15:00,182.40001,31.24,40.39999,50.4,28.4,22.36,11.84,-2.23998
06/09/2021 10:30:00,188.00003,32.28,47.99999,46.96002,29.08,21.6,11.76,-1.67998
06/09/2021 10:45:00,190.8,31.6,53.20001,46.87999,27.36,21.76,11.24,-1.24
06/09/2021 11:00:00,192.80002,33.88,51.59999,47.95999,25.96,22.2,12.52,-1.31996
06/09/2021 11:15:00,177.60002,29.48,46.4,45.83999,24.2,22.52,11,-1.83997
06/09/2021 11:30:00,172.4,30.24,41.19998,44.20001,26.32,21.16,10.68,-1.39999
06/09/2021 11:45:00,170.80002,30.84,40,42.84,25.56,21.6,12,-2.03998
06/09/2021 12:00:00,176.4,31.6,41.60002,42.8,26.32,22.28,12.88,-1.08002
06/09/2021 12:15:00,168.8,30.04,41.19998,37.91999,25.44,21.08,14.08,-0.95997
06/09/2021 12:30:00,156.00002,26.8,36.4,37.19999,23.32,19.56,13.56,-0.83997
06/09/2021 12:45:00,161.20001,26.28,36.79999,40.11998,26.24,20.32,12.68,-1.23996
06/09/2021 13:00:00,161.6,26.4,38.00002,38.31998,26,23,10.84,-0.96
06/09/2021 13:15:00,161.6,30,39.6,39.6,24.04,20.72,9.28,-1.64
06/09/2021 13:30:00,160.00002,29.92,38.00002,42.95999,21.2,19.64,9.72,-1.43999
06/09/2021 13:45:00,156.00002,29.24,34.4,39.35999,23.32,21.56,9.76,-1.63997
06/09/2021 14:00:00,160.40002,28,37.19999,40.88002,22.72,22,11.44,-1.83999
06/09/2021 14:15:00,163.60002,27.28,43.99999,40.36,20.36,21,11.88,-1.27997
06/09/2021 14:30:00,158.8,27.28,42.00001,40.60001,20.72,19.68,10.04,-1.52002
06/09/2021 14:45:00,156.80002,26.2,36.4,43.6,23.68,19.68,9,-1.75998
06/09/2021 15:00:00,162.4,26.32,36.4,48.31999,23.92,20.24,9.2,-1.99999
06/09/2021 15:15:00,170.40002,29.08,35.6,48.04002,29.84,19.56,11.08,-2.8
06/09/2021 15:30:00,185.20002,28.68,41.60002,50.64001,31.6,20.08,12.64,-0.04001
06/09/2021 15:45:00,187.2,34.04,40.79999,48.2,29.76,22.12,14.24,-1.95999
06/09/2021 16:00:00,188.40002,33.48,43.6,46.36001,31.84,19.84,15.28,-1.99999
06/09/2021 16:15:00,193.60001,32.88,46.4,51.99998,29.68,21,13.68,-2.03997
06/09/2021 16:30:00,208.4,39.2,44.39999,60.48,31.16,22.08,14,-2.91999
06/09/2021 16:45:00,205.2,37.51999,46.4,57.31999,30.72,21.16,15.04,-2.95998
06/09/2021 17:00:00,209.2,36.96001,44.79998,59.83999,31.44,23.24,15.8,-2.87998
06/09/2021 17:15:00,210.40002,36.47999,45.60001,54.56002,34.28,26.6,14.68,-1.8
06/09/2021 17:30:00,222.40001,41.68001,47.99999,63.96001,32.6,23.84,15.76,-3.44
06/09/2021 17:45:00,222.00001,43.52,45.60001,62.48002,33.28,25.56,14.44,-2.88002
06/09/2021 18:00:00,225.20002,41.32001,49.20001,63.64001,33.16,25.56,15.12,-2.80001
06/09/2021 18:15:00,223.6,43.2,44.39999,65.59999,33.96,24.84,15.16,-3.55998
06/09/2021 18:30:00,228.80002,47.04001,48.39998,65.48,32.28,24.92,14.2,-3.51997
06/09/2021 18:45:00,218.40001,43.92,46.00001,67.16002,30.84,22.52,11.68,-3.72002
06/09/2021 19:00:00,203.20002,41.76,43.2,61.48001,27.4,20.28,11.96,-2.87999
06/09/2021 19:15:00,198.80003,42.23999,41.19998,58.12002,28.08,19.84,11.8,-2.47996
06/09/2021 19:30:00,174.00002,35.84,36.4,48.28,26.56,19,9.6,-1.67998
06/09/2021 19:45:00,162.4,31.48,35.2,45.16002,26.28,17.04,8.96,-1.72002
06/09/2021 20:00:00,148,28.96,31.6,40.43999,23.12,16.12,9.04,-1.27999
06/09/2021 20:15:00,151.6,29.48,31.2,44.12002,25.92,14,8.96,-2.08002
06/09/2021 20:30:00,143.20001,26.84,28.8,41.44,24.76,14.36,8.36,-1.35999
06/09/2021 20:45:00,133.99999,24.56,29.2,34.6,23.96,14.04,8.6,-0.96001
06/09/2021 21:00:00,133.2,24.12,28,36.36,22.12,14.16,9.56,-1.12
06/09/2021 21:15:00,142.00002,26.12,30,40.11998,21.88,14.84,10.36,-1.31996
06/09/2021 21:30:00,136.4,23.92,31.2,39.48001,19.8,13.2,8.24,0.55999
06/09/2021 21:45:00,123.19999,23.64,26,34.4,19,13.92,7.76,-1.52001
06/09/2021 22:00:00,116.80002,20.4,26.8,31.88,18.48,12.52,7.36,-0.63998
06/09/2021 22:15:00,108.4,20.68,24.4,26.4,17.12,13.08,6.96,-0.24
06/09/2021 22:30:00,96.8,18.4,21.2,24.12,15.32,11.64,6.28,-0.16
06/09/2021 22:45:00,85.60001,15.76,18.4,21.16,13.72,11.08,5.16,0.32001
06/09/2021 23:00:00,80.79998,14.32,17.6,18.76,14.24,10.48,5.4,-2E-05
06/09/2021 23:15:00,76.39999,13.16,17.2,17.6,13.44,10,5.2,-0.20001
06/09/2021 23:30:00,72.4,12.68,15.2,16.08,13.52,9.76,4.88,0.28
06/09/2021 23:45:00,69.59999,12.36,14.4,15.56,12.52,9.8,4.4,0.55999
07/09/2021 00:00:00,68.8,13.4,14,15.2,12,9.36,4.56,0.28
07/09/2021 00:15:00,67.20001,12.48,14.8,14.56,11.4,9,4.56,0.40001
07/09/2021 00:30:00,66.80002,12.52,13.6,14.52,11.68,9,4.52,0.96002
07/09/2021 00:45:00,64.8,12,13.6,14.36,11.36,8.76,4.28,0.44
07/09/2021 01:00:00,63.60001,11.88,12.8,13.56,11.4,8.96,4.04,0.96001
07/09/2021 01:15:00,64.00001,11.8,12.8,13.76,11.36,8.52,5.2,0.56001
07/09/2021 01:30:00,63.20002,11.36,12.4,12.6,11.24,8.64,5.88,1.08002
07/09/2021 01:45:00,64.4,11.4,12.4,13.28,11.76,8.72,6,0.84
07/09/2021 02:00:00,62.79998,11.44,11.6,13.32,11.28,8.36,5.92,0.87998
07/09/2021 02:15:00,64.4,11.6,12.4,14.64,10.8,8.48,5.92,0.56
07/09/2021 02:30:00,64.8,11.4,12.4,14.56,11.36,8.76,5.8,0.52
07/09/2021 02:45:00,64.8,11.24,12.4,14.92,11.08,8.48,6.16,0.52
07/09/2021 03:00:00,64.8,11.48,11.6,14.32,11.44,8.68,6.24,1.04
07/09/2021 03:15:00,65.2,10.64,13.6,14.24,11.28,8,6.64,0.8
07/09/2021 03:30:00,64.8,11.4,12.8,14.28,11.2,7.52,6.76,0.84
07/09/2021 03:45:00,64.00001,11.36,12.8,12.96,11.32,8,6.68,0.88001
07/09/2021 04:00:00,65.99999,11.72,13.2,13.64,11.96,8.16,6.52,0.79999
07/09/2021 04:15:00,68.8,11.96,15.2,14.24,11.88,8.16,7.04,0.32
07/09/2021 04:30:00,69.99998,12.68,14.8,14.56,12.72,8.36,6.36,0.51998
07/09/2021 04:45:00,76.39999,13.72,14.8,17.08,12.8,8.88,8.16,0.95999
07/09/2021 05:00:00,84.80002,15.64,17.6,20.12,13.84,9.32,8.28,2E-05
07/09/2021 05:15:00,104,18.64,22.8,25.88,16,12.4,8.68,-0.4
07/09/2021 05:30:00,122,19.24,26,32.4,20.96,14.04,10.44,-1.08
07/09/2021 05:45:00,147.6,30.04,29.6,38.72002,23.2,15.36,11.88,-1.20002
07/09/2021 06:00:00,176.8,33.88,36.79999,49,26.64,18.96,13.8,-2.27999
07/09/2021 06:15:00,199.60002,37.51999,41.60002,52.36002,32.92,22,15.44,-2.24001
07/09/2021 06:30:00,209.60003,41.04,41.60002,56.44001,34.8,23.96,14.36,-2.6
07/09/2021 06:45:00,218.40001,44.07998,45.20002,63.4,33.4,22.4,13.32,-3.39999
07/09/2021 07:00:00,225.20002,45.68,44.39999,70.76002,34.84,21.64,11.56,-3.67999
07/09/2021 07:15:00,219.6,40.32,46.8,66.2,34.32,22.88,12.84,-3.76
07/09/2021 07:30:00,228.40002,44.35999,55.19999,63.4,33.4,23.08,12.16,-3.19996
07/09/2021 07:45:00,220.40003,42.88,54.4,63.68,30.32,20.68,11.72,-3.27997
07/09/2021 08:00:00,209.60003,38.67998,48.80002,63.72,30.16,19.2,12.52,-3.47997
07/09/2021 08:15:00,202.80002,36.24001,46.8,60.59999,29.6,20.44,11.84,-2.71998
07/09/2021 08:30:00,203.60002,40.52002,45.60001,55.15999,28,22.68,13.8,-2.16
07/09/2021 08:45:00,199.60002,38.27999,46.8,52.08001,30.52,21.68,12.88,-2.63998
07/09/2021 09:00:00,200.00002,34.04,44.39999,56.44001,32.4,20.44,12.44,-0.15998
07/09/2021 09:15:00,191.60003,34.72,42.8,53.71999,28.72,21.64,11.72,-1.71996
07/09/2021 09:30:00,188.40002,32.4,40.39999,54.07999,29.24,21.52,12.8,-2.03996
07/09/2021 09:45:00,186.40001,32.88,40.39999,51.59999,30.92,21.96,10.96,-2.31997
07/09/2021 10:00:00,182.40001,32.4,40.39999,51.84,26.8,23.28,9.56,-1.87998
07/09/2021 10:15:00,175.60001,29.44,40.39999,47.63999,26.6,23.8,10.4,-2.67997
07/09/2021 10:30:00,172.00001,32.76,38.00002,46.55999,25.36,20.08,10.68,-1.44
07/09/2021 10:45:00,171.20002,29.68,38.40001,48.44002,27.68,18.68,10.44,-2.12001
07/09/2021 11:00:00,170.80002,30.12,38.00002,48.44002,27.4,19.16,9.64,-1.96002
07/09/2021 11:15:00,165.6,28.32,38.40001,45.72,26.48,18.56,10.24,-2.12001
07/09/2021 11:30:00,162.4,28.6,39.2,46.04,25.48,15.84,9.56,-2.32
07/09/2021 11:45:00,157.60001,27.32,36.4,43.2,26.12,15.12,10.76,-1.31999
07/09/2021 12:00:00,156.80002,26.16,37.59998,44.92001,24.04,16.48,9.56,-1.95997
07/09/2021 12:15:00,158,26.48,36.79999,43.88,25.6,16.68,10.36,-1.79999
07/09/2021 12:30:00,154.00001,25.68,36.4,41.47999,23.68,18.44,9.76,-1.43998
07/09/2021 12:45:00,149.60002,25.2,36.4,38.72002,23.68,16.76,10.16,-1.32
07/09/2021 13:00:00,150.00001,25.56,35.6,31.04,23.24,17.48,10.44,6.64001
07/09/2021 13:15:00,148,25.64,35.6,34.72,24.16,18.92,8.44,0.52
07/09/2021 13:30:00,150.00001,25.52,36.79999,30.96,25.48,16.92,9.48,4.84002
07/09/2021 13:45:00,147.2,27.4,33.6,36.07999,24.68,16.16,9.56,-0.27999
07/09/2021 14:00:00,150.8,26.4,34.4,38.00002,23.84,15.96,11.84,0.35998
07/09/2021 14:15:00,151.6,28.56,38.40001,34.56,24.88,14.92,10.6,-0.32001
07/09/2021 14:30:00,145.60002,28.6,36,32.76,24.92,13.64,10.04,-0.35998
07/09/2021 14:45:00,154.4,28.6,36.4,35.44,26.84,17,10.64,-0.52
07/09/2021 15:00:00,160.00002,27.4,39.2,36.28001,26.52,17.6,11.24,1.76001
07/09/2021 15:15:00,161.20001,29.08,37.19999,37.44,27.84,16.72,12.6,0.32002
07/09/2021 15:30:00,163.60002,31.08,37.19999,39.28,27.72,16.56,12.44,-0.67997
07/09/2021 15:45:00,163.60002,29.48,36.4,39.64,26.64,19.4,11.76,0.28002
07/09/2021 16:00:00,175.20001,32.32,38.80001,44.28,28.52,18,13.36,-0.08
07/09/2021 16:15:00,190.00001,34.16,43.2,45.76,33.32,19.68,14,-0.11999
07/09/2021 16:30:00,198.4,37.55999,42.8,50.64001,31.96,23.56,12.48,-0.6
07/09/2021 16:45:00,202,39.84001,43.2,49.68,31.16,22.08,15.88,0.15999
07/09/2021 17:00:00,211.20001,40.75999,42.8,57.24,33.32,21.16,17.92,-1.99998
07/09/2021 17:15:00,216,42.04001,42.8,56.88,34.48,23.6,17.28,-1.08001
07/09/2021 17:30:00,219.2,42.40001,47.2,57.96,33.88,23.72,16.08,-2.04001
07/09/2021 17:45:00,230.4,45.83999,50,60.91999,35.16,23.96,14.96,-0.43998
07/09/2021 18:00:00,229.20001,40.84002,48.39998,63.96001,36.07999,24.96,16.6,-1.63999
07/09/2021 18:15:00,225.20002,46.00001,47.2,58.07999,35.16,23.28,17.12,-1.63998
07/09/2021 18:30:00,222.00001,44.48002,50,57.08002,33.6,23.8,14.56,-1.52003
07/09/2021 18:45:00,224.80002,45,51.59999,57.52001,35.08,24,13.32,-1.71998
07/09/2021 19:00:00,206.80002,45.11999,44.79998,51.64002,32.36,20.8,13.08,-0.99997
07/09/2021 19:15:00,199.20002,39.31999,42.8,54.92002,32.8,19,11,-0.63999
07/09/2021 19:30:00,184,34.72,39.6,51.40001,30.96,18.12,10.64,-1.44001
07/09/2021 19:45:00,169.2,32.24,36,46.76,26.96,17.36,10.08,-0.2
07/09/2021 20:00:00,158.4,31.4,31.6,45.11999,24.64,16.2,9.6,-0.15999
07/09/2021 20:15:00,155.59999,31.84,33.6,42.40001,24.88,15.16,8.84,-1.12002
07/09/2021 20:30:00,136.4,25.48,30.8,32.6,24.76,14.88,8.12,-0.24
07/09/2021 20:45:00,133.2,22.6,28.8,32.04,24.92,14.44,9.16,1.24
07/09/2021 21:00:00,127.60002,22.8,26.4,35.52,21.68,13.28,8.12,-0.19998
07/09/2021 21:15:00,136.4,25.68,28.4,37.19999,22.96,13.6,8.24,0.32001
07/09/2021 21:30:00,127.60002,25.48,27.2,34.68,20.24,12.28,7.44,0.28002
07/09/2021 21:45:00,122.4,23.44,25.6,29.6,20.32,14.72,7.8,0.92
07/09/2021 22:00:00,117.20002,24.08,26,27.72,18.36,12.8,6.96,1.28002
07/09/2021 22:15:00,104.4,23.16,20.8,21.92,18,11.28,6.56,2.68
07/09/2021 22:30:00,95.60002,20.88,20.8,4.4,15.76,11.2,5.56,17.00002
07/09/2021 22:45:00,86.8,18.16,19.6,0,14.2,10.32,5.6,18.92
07/09/2021 23:00:00,79.2,17.36,16.8,0,13.76,9.36,4.84,17.08
07/09/2021 23:15:00,76.39999,16.12,15.6,0,14.4,9,4.76,16.51999
07/09/2021 23:30:00,73.59998,16.52,14,0,13.96,9.52,4.48,15.11998
07/09/2021 23:45:00,69.99998,16.2,13.6,0,13.12,8.8,4,14.27998
08/09/2021 00:00:00,67.60001,15.64,12.8,0,13.24,8.72,4.12,13.08001
08/09/2021 00:15:00,67.20001,15.32,13.6,0,12.04,8.36,3.96,13.92001
08/09/2021 00:30:00,62.39999,13.2,12.8,0,11.12,8.2,4.08,12.99999
08/09/2021 00:45:00,61.2,12.8,12.8,0,10.84,8.4,3.76,12.6
08/09/2021 01:00:00,60.40001,12.92,12,3.96,10.72,8.4,3.96,8.44001
08/09/2021 01:15:00,60.40001,13.36,12,11.16,10.76,8.04,3.96,1.12001
08/09/2021 01:30:00,60.00001,12.6,13.2,10.88,10.04,8.28,3.84,1.16001
08/09/2021 01:45:00,60.8,12.52,12.8,0,11.24,8.28,3.68,12.28
08/09/2021 02:00:00,61.2,12.04,13.2,9.6,11.44,8.16,3.84,2.92
08/09/2021 02:15:00,60.8,11.88,13.6,12.44,10.64,7.92,3.76,0.56
08/09/2021 02:30:00,61.99999,11.88,13.2,12.84,11.28,8.08,3.76,0.95999
08/09/2021 02:45:00,61.99999,11.28,13.2,12.56,11.28,7.96,3.68,2.03999
08/09/2021 03:00:00,61.2,11.52,13.2,12.28,11.68,7.92,3.76,0.84
08/09/2021 03:15:00,62.79998,12.28,13.6,12.4,11.44,7.72,4.32,1.03998
08/09/2021 03:30:00,61.99999,12,13.2,11.52,11.72,7.68,4.56,1.31999
08/09/2021 03:45:00,62.79998,12.36,13.2,11,11.76,8.48,4.64,1.35998
08/09/2021 04:00:00,63.20002,11.72,14.4,11.12,12.16,8.36,4.48,0.96002
08/09/2021 04:15:00,64.8,12.96,15.2,11.52,12.36,7.2,4.68,0.88
08/09/2021 04:30:00,65.2,13,14.8,12.64,11.56,8.12,4.56,0.52
08/09/2021 04:45:00,72.4,13.24,15.2,14.52,12.96,9.12,6.64,0.72
08/09/2021 05:00:00,79.99999,16.36,17.6,17.88,11.44,9.64,6.72,0.35999
08/09/2021 05:15:00,95.19998,19.04,22,22.88,13.8,11,6.28,0.19998
08/09/2021 05:30:00,123.19999,25.6,26,32.16,18.88,13.8,7.64,-0.88001
08/09/2021 05:45:00,148.39999,28.6,28.4,42.44,24.4,16.88,9.24,-1.56001
08/09/2021 06:00:00,180.80003,36.87998,37.19999,48.16001,28.24,19.88,12.6,-2.15995
08/09/2021 06:15:00,204.8,43.84001,42.00001,53.16001,31.72,25.24,11.96,-3.12003
08/09/2021 06:30:00,218.80001,45.07999,46.4,59.92002,35.44,22.56,12.4,-3
08/09/2021 06:45:00,222.40001,46.19999,47.59999,65.88,31.48,21.56,12.36,-2.67997
08/09/2021 07:00:00,225.20002,45.16002,46.8,64.64002,35.08,23.44,13.4,-3.32002
08/09/2021 07:15:00,216,40.60001,44.79998,64.64002,32.6,24.32,11.92,-2.88001
08/09/2021 07:30:00,218.80001,41.04,46.4,66.52001,32.2,24.08,12.28,-3.72
08/09/2021 07:45:00,209.60003,39.76002,47.2,57.24,31.8,22.28,13.36,-2.03999
08/09/2021 08:00:00,205.6,40.24001,47.2,57.28,28.4,22.36,13,-2.88001
08/09/2021 08:15:00,205.6,38.76001,46.8,57.56,30.64,23.28,11.04,-2.48001
08/09/2021 08:30:00,204.40001,35.92,46.4,55.51999,33.24,21.96,11.88,-0.51998
08/09/2021 08:45:00,198.80003,38.88,42.40001,54.79999,30.68,22.56,11.48,-1.99997
08/09/2021 09:00:00,197.6,38.59999,43.2,54.28001,30.12,22.96,11.32,-2.88
08/09/2021 09:15:00,186.00001,35.2,41.19998,50.8,28.04,22.04,10.76,-2.03997
08/09/2021 09:30:00,184.40003,33.96,44.79998,48.67999,27.2,21.24,11.16,-2.63994
08/09/2021 09:45:00,174.80002,32,38.80001,45.83999,28.28,20.68,11.32,-2.11998
08/09/2021 10:00:00,171.20002,29,37.19999,44.20001,27.4,21.36,13.12,-1.07998
08/09/2021 10:15:00,166,30.64,37.59998,41.60002,26.88,19.44,11.52,-1.68
08/09/2021 10:30:00,164.80001,31.16,35.6,42.99998,24.96,20.96,10.68,-1.55997
08/09/2021 10:45:00,165.2,29.96,36.79999,43.63999,24.4,21.16,10.72,-1.47998
08/09/2021 11:00:00,165.6,29.48,38.00002,42.40001,25.32,20.44,10.8,-0.84003
08/09/2021 11:15:00,159.19999,28.44,37.59998,41.08,23.4,21.12,9.4,-1.83999
08/09/2021 11:30:00,162.4,27.84,38.40001,41.8,23.48,21.6,10.72,-1.44001
08/09/2021 11:45:00,159.60002,26.32,36.79999,43.71998,23.64,20.32,10.8,-1.99995
08/09/2021 12:00:00,157.60001,27.08,36,42.36001,26.08,17.72,10,-1.64
08/09/2021 12:15:00,156.40002,27,35.2,42.88,25.32,17.48,10.56,-2.03998
08/09/2021 12:30:00,154.8,25.92,34.8,42.55999,25.28,15.6,12.8,-2.15999
08/09/2021 12:45:00,156.40002,29.68,33.6,41.91998,24.84,16.16,11.96,-1.75996
08/09/2021 13:00:00,150.00001,27.44,36,38.27999,23.12,15.84,10.56,-1.23998
08/09/2021 13:15:00,147.6,26.96,32.4,39.88001,23.08,15.84,10.76,-1.32001
08/09/2021 13:30:00,158,27.24,32.8,40.88002,25.68,19.12,13.8,-1.52002
08/09/2021 13:45:00,158,28.92,33.6,41.19998,25.44,17.72,12.64,-1.51998
08/09/2021 14:00:00,153.20002,27.64,35.6,39.48001,23.72,17.28,10.96,-1.47999
08/09/2021 14:15:00,151.99999,25,34,37.84,25.44,17.12,12.12,0.47999
08/09/2021 14:30:00,153.60001,26.04,36,39.84001,25.04,17.56,11.16,-2.04
08/09/2021 14:45:00,151.99999,26.8,37.19999,37.8,23.88,16.84,10.64,-1.16
08/09/2021 15:00:00,156.00002,26.64,38.40001,38.72002,25.12,18.48,9.68,-1.04001
08/09/2021 15:15:00,158,24.88,36.79999,41.28001,27.96,17.4,11.68,-2
08/09/2021 15:30:00,166.39999,28.96,38.80001,45.47999,26.32,16.04,12.44,-1.64001
08/09/2021 15:45:00,162.79999,31.32,39.2,40.07999,24.52,17.72,11.32,-1.36
08/09/2021 16:00:00,178.80001,30.24,45.60001,46.4,27.88,18.8,11.52,-1.64
08/09/2021 16:15:00,184.80002,32.08,46.8,48.48001,29.04,18.36,12.04,-1.99999
08/09/2021 16:30:00,188.00003,34.04,43.99999,52.44001,29.28,19.2,11.04,-1.99997
08/09/2021 16:45:00,189.60001,35.68,43.6,53.48002,26.32,19.36,13.24,-2.08001
08/09/2021 17:00:00,198,35,41.19998,57.64,31.32,19.92,15.48,-2.55998
08/09/2021 17:15:00,206.40002,37.28002,43.2,58.39999,33.84,21.32,14.64,-2.27999
08/09/2021 17:30:00,206.00003,37.4,47.99999,58.56001,30.28,21.56,12.6,-2.39997
08/09/2021 17:45:00,202.80002,41,42.8,57.48001,32.56,19.48,12.24,-2.75999
08/09/2021 18:00:00,196.00002,35.76,42.8,52.27999,32.32,22.4,12,-1.55997
08/09/2021 18:15:00,197.20001,38.12,42.8,55.84,29.8,21.6,10.92,-1.87999
08/09/2021 18:30:00,189.60001,34.68,46.00001,51.19999,28.16,20.72,10.56,-1.71999
08/09/2021 18:45:00,188.80002,35.76,45.60001,51.36001,27.08,21.64,9.4,-2.04
08/09/2021 19:00:00,171.60001,33.4,41.19998,45.92002,25,18.64,8.72,-1.27999
08/09/2021 19:15:00,162,29.92,35.2,48.56,25.6,16.16,8,-1.44
08/09/2021 19:30:00,149.20002,29.08,34.8,40,22.24,17.44,7.2,-1.55998
08/09/2021 19:45:00,145.20002,28.56,33.6,39.52001,23.16,14.6,6.4,-0.63999
08/09/2021 20:00:00,141.60002,28.28,32.8,38.04001,20.72,15.24,7.04,-0.51999
08/09/2021 20:15:00,140.8,25.48,31.2,38.84,23.8,14.16,6.4,0.92
08/09/2021 20:30:00,126,25.16,28,35.32,19.08,12.88,6.4,-0.84
08/09/2021 20:45:00,122,24.76,28,32.28,18.44,12.88,6.16,-0.52
08/09/2021 21:00:00,131.60002,25.64,29.6,38.27999,19.28,12.32,7.24,-0.75997
08/09/2021 21:15:00,140.8,29.44,30.8,39.84001,21.96,13,7,-1.24001
08/09/2021 21:30:00,130.80002,25.92,28.4,37.68001,19.72,13,7.24,-1.15999
08/09/2021 21:45:00,120.80002,23.12,26.4,34.2,17.64,13.32,6.56,-0.43998
08/09/2021 22:00:00,114.8,21.68,26.8,33.12,16.36,11.36,6.36,-0.88
08/09/2021 22:15:00,105.59999,20.96,24.4,29.04,16.16,10.6,4.96,-0.52001
08/09/2021 22:30:00,92.80001,17.64,22.8,23.88,13.88,9.92,4.56,0.12001
08/09/2021 22:45:00,89.6,17.12,21.2,24.36,11.92,9.64,4.8,0.56
08/09/2021 23:00:00,82.00001,16.84,18.4,21.84,11.44,9,4.44,0.04001
08/09/2021 23:15:00,77.60002,14.68,16.8,20.4,12.6,8.44,3.96,0.72002
08/09/2021 23:30:00,72.79999,13.68,16,17.96,12.36,7.56,4.32,0.91999
08/09/2021 23:45:00,69.99998,13.8,15.2,16.96,11.8,7.6,3.84,0.79998
09/09/2021 00:00:00,68.4,13.16,15.2,16.12,11.68,7.44,3.92,0.88
09/09/2021 00:15:00,68,13.12,15.2,15.72,11.56,7.2,3.76,1.44
09/09/2021 00:30:00,65.99999,12.76,15.2,15.84,10.76,7.32,3.44,0.67999
09/09/2021 00:45:00,64.00001,12.44,14,15.32,10.64,6.96,3.44,1.20001
09/09/2021 01:00:00,64.00001,12.68,13.6,15.44,10.8,6.72,3.4,1.36001
09/09/2021 01:15:00,63.20002,12.36,13.6,15.12,10.6,7.12,3.8,0.60002
09/09/2021 01:30:00,61.99999,12.36,13.6,14.64,10.08,6.56,3.52,1.23999
09/09/2021 01:45:00,62.39999,12.4,13.6,15.16,10.16,6.68,3.48,0.91999
09/09/2021 02:00:00,61.99999,11.52,13.6,15.56,10.12,6.44,3.36,1.39999
09/09/2021 02:15:00,63.60001,12.36,14.4,16.32,9.96,6.64,3.48,0.44001
09/09/2021 02:30:00,64.4,12.4,14.8,16.28,10.44,6.48,3.48,0.52
